yr,mth,dy,x,y,z
2004,5,5,7.7803,4.4019,-0.6094
2004,5,6,7.7726,4.4155,-0.6094
2004,5,7,7.7726,4.4155,-0.6094
2004,5,8,7.7813,4.4204,-0.6101
2004,5,9,7.7813,4.4204,-0.6101
2004,5,10,7.7813,4.4204,-0.6101
2004,5,11,7.7813,4.4204,-0.6101
2004,5,12,7.7736,4.434,-0.6101
2004,5,13,7.7736,4.434,-0.6101
2004,5,14,7.7736,4.434,-0.6101
2004,5,15,7.7736,4.434,-0.6101
2004,5,16,7.7822,4.4389,-0.6108
2004,5,17,7.7745,4.4525,-0.6108
2004,5,18,7.7745,4.4525,-0.6108
2004,5,19,7.7745,4.4525,-0.6108
2004,5,20,7.7745,4.4525,-0.6108
2004,5,21,7.7745,4.4525,-0.6108
2004,5,22,7.7667,4.4661,-0.6108
2004,5,23,7.7754,4.471,-0.6115
2004,5,24,7.7754,4.471,-0.6115
2004,5,25,7.7754,4.471,-0.6115
2004,5,26,7.7754,4.471,-0.6115
2004,5,27,7.7754,4.471,-0.6115
2004,5,28,7.7675,4.4846,-0.6115
2004,5,29,7.7675,4.4846,-0.6115
2004,5,30,7.7675,4.4846,-0.6115
2004,5,31,7.7762,4.4896,-0.6121
2004,6,1,7.7762,4.4896,-0.6121
2004,6,2,7.7683,4.5031,-0.6121
2004,6,3,7.7683,4.5031,-0.6121
2004,6,4,7.7683,4.5031,-0.6121
2004,6,5,7.7674,4.5026,-0.6278
2004,6,6,7.7674,4.5026,-0.6278
2004,6,7,7.7674,4.5026,-0.6278
2004,6,8,7.7681,4.5212,-0.6285
2004,6,9,7.7681,4.5212,-0.6285
2004,6,10,7.7681,4.5212,-0.6285
2004,6,11,7.7681,4.5212,-0.6285
2004,6,12,7.7681,4.5212,-0.6285
2004,6,13,7.7681,4.5212,-0.6285
2004,6,14,7.7602,4.5347,-0.6285
2004,6,15,7.7602,4.5347,-0.6285
2004,6,16,7.7689,4.5398,-0.6292
2004,6,17,7.7689,4.5398,-0.6292
2004,6,18,7.7689,4.5398,-0.6292
2004,6,19,7.7689,4.5398,-0.6292
2004,6,20,7.7609,4.5533,-0.6292
2004,6,21,7.7609,4.5533,-0.6292
2004,6,22,7.7609,4.5533,-0.6292
2004,6,23,7.7695,4.5584,-0.6299
2004,6,24,7.7695,4.5584,-0.6299
2004,6,25,7.7695,4.5584,-0.6299
2004,6,26,7.7616,4.5719,-0.6299
2004,6,27,7.7616,4.5719,-0.6299
2004,6,28,7.7616,4.5719,-0.6299
2004,6,29,7.7616,4.5719,-0.6299
2004,6,30,7.7702,4.577,-0.6306
2004,7,1,7.7702,4.577,-0.6306
