yr,mth,dy,x,y,z
1997,10,16,0.6001,-0.7935,0.1011
1997,10,17,0.6126,-0.7841,0.0993
1997,10,18,0.6235,-0.7755,0.0993
1997,10,19,0.6357,-0.7657,0.0976
1997,10,20,0.6477,-0.7556,0.0976
1997,10,21,0.6596,-0.7455,0.0958
1997,10,22,0.6712,-0.7351,0.0958
1997,10,23,0.6896,-0.7318,0.095
1997,10,24,0.6998,-0.7221,0.095
1997,10,25,0.7111,-0.7111,0.0933
1997,10,26,0.7222,-0.6999,0.0933
1997,10,27,0.7332,-0.6885,0.0915
1997,10,28,0.7429,-0.6783,0.0898
1997,10,29,0.7535,-0.6666,0.0898
1997,10,30,0.7639,-0.6548,0.088
1997,10,31,0.7731,-0.6441,0.0863
1997,11,1,0.7832,-0.6319,0.0863
1997,11,2,0.7931,-0.6196,0.0845
1997,11,3,0.8018,-0.6086,0.0828
1997,11,4,0.8113,-0.5959,0.0828
1997,11,5,0.8206,-0.5832,0.081
1997,11,6,0.8288,-0.5718,0.0792
1997,11,7,0.8377,-0.5587,0.0792
1997,11,8,0.8465,-0.5455,0.0775
1997,11,9,0.8541,-0.5337,0.0757
1997,11,10,0.8625,-0.5203,0.074
1997,11,11,0.8706,-0.5067,0.074
1997,11,12,0.8777,-0.4945,0.0722
1997,11,13,0.8854,-0.4808,0.0705
1997,11,14,0.893,-0.4668,0.0687
1997,11,15,0.8995,-0.4544,0.0669
1997,11,16,0.9066,-0.4402,0.0669
1997,11,17,0.9135,-0.426,0.0652
1997,11,18,0.9194,-0.4132,0.0634
1997,11,19,0.9259,-0.3988,0.0617
1997,11,20,0.9321,-0.3842,0.0599
1997,11,21,0.9289,-0.3659,0.0576
1997,11,22,0.934,-0.3529,0.0558
1997,11,23,0.9394,-0.3382,0.0558
1997,11,24,0.9447,-0.3234,0.0541
1997,11,25,0.9498,-0.3086,0.0523
1997,11,26,0.9546,-0.2937,0.0506
1997,11,27,0.9587,-0.2803,0.0488
1997,11,28,0.963,-0.2653,0.0471
1997,11,29,0.9672,-0.2501,0.0454
1997,11,30,0.9613,-0.2326,0.0432
1997,12,1,0.9649,-0.2175,0.0415
1997,12,2,0.9683,-0.2023,0.0397
1997,12,3,0.9714,-0.1871,0.038
1997,12,4,0.9743,-0.1718,0.0363
1997,12,5,0.9769,-0.1565,0.0346
1997,12,6,0.9793,-0.1411,0.0328
1997,12,7,0.9716,-0.1245,0.0308
1997,12,8,0.9735,-0.1092,0.0291
1997,12,9,0.9751,-0.0939,0.0274
1997,12,10,0.9765,-0.0786,0.0257
1997,12,11,0.9778,-0.0615,0.0239
1997,12,12,0.9687,-0.0457,0.022
1997,12,13,0.9693,-0.0305,0.0203
1997,12,14,0.9697,-0.0135,0.0186
1997,12,15,0.9699,0.0017,0.0169
1997,12,16,0.9697,0.0169,0.0152
1997,12,17,0.9593,0.0335,0.0134
1997,12,18,0.9587,0.0486,0.0117
1997,12,19,0.9577,0.0653,0.0101
1997,12,20,0.9566,0.0803,0.0067
1997,12,21,0.9451,0.096,0.005
1997,12,22,0.9433,0.1125,0.0033
1997,12,23,0.9412,0.1289,0.0017
1997,12,24,0.9391,0.1437,0
1997,12,25,0.9266,0.1584,-0.0016
1997,12,26,0.9237,0.1745,-0.0033
1997,12,27,0.9205,0.1906,-0.0049
1997,12,28,0.917,0.2066,-0.0082
1997,12,29,0.9035,0.2202,-0.0097
1997,12,30,0.8995,0.236,-0.0114
1997,12,31,0.8948,0.2532,-0.013
1998,1,1,0.8806,0.2659,-0.0145
1998,1,2,0.8758,0.2812,-0.0161
1998,1,3,0.8702,0.2979,-0.0193
1998,1,4,0.8554,0.3097,-0.0206
1998,1,5,0.8493,0.326,-0.0222
1998,1,6,0.8434,0.3408,-0.0238
1998,1,7,0.8275,0.353,-0.0251
1998,1,8,0.8205,0.3687,-0.0283
1998,1,9,0.8132,0.3844,-0.0298
1998,1,10,0.7967,0.3955,-0.0311
1998,1,11,0.7889,0.4107,-0.0326
1998,1,12,0.7808,0.4257,-0.0342
1998,1,13,0.7637,0.4356,-0.0369
1998,1,14,0.7552,0.4502,-0.0384
1998,1,15,0.7455,0.4658,-0.0399
1998,1,16,0.728,0.4746,-0.041
1998,1,17,0.7178,0.4896,-0.044
1998,1,18,0.7073,0.5045,-0.0455
1998,1,19,0.6894,0.512,-0.0465
1998,1,20,0.6785,0.5263,-0.048
1998,1,21,0.6672,0.5403,-0.0495
1998,1,22,0.648,0.5476,-0.0519
1998,1,23,0.6354,0.5621,-0.0534
1998,1,24,0.616,0.5685,-0.0542
1998,1,25,0.6039,0.5812,-0.0557
1998,1,26,0.5905,0.5947,-0.0571
1998,1,27,0.5699,0.6006,-0.0579
1998,1,28,0.5571,0.6122,-0.0608
1998,1,29,0.543,0.6246,-0.0622
1998,1,30,0.5222,0.629,-0.0629
1998,1,31,0.5078,0.6406,-0.0643
1998,2,1,0.4859,0.6448,-0.065
1998,2,2,0.4711,0.6556,-0.0664
1998,2,3,0.4549,0.6668,-0.0678
1998,2,4,0.4341,0.6685,-0.0683
1998,2,5,0.4176,0.6788,-0.0697
1998,2,6,0.4008,0.6887,-0.0711
1998,2,7,0.379,0.6894,-0.0716
1998,2,8,0.3608,0.699,-0.073
1998,2,9,0.3392,0.6985,-0.0734
1998,2,10,0.322,0.7065,-0.0748
1998,2,11,0.3033,0.7146,-0.0761
1998,2,12,0.2808,0.7129,-0.0765
1998,2,13,0.262,0.7199,-0.0778
1998,2,14,0.243,0.7263,-0.0792
1998,2,15,0.221,0.7229,-0.0781
1998,2,16,0.2007,0.7287,-0.0794
1998,2,17,0.1792,0.7239,-0.0797
1998,2,18,0.1588,0.7285,-0.081
1998,2,19,0.1384,0.7326,-0.081
1998,2,20,0.1163,0.7263,-0.0812
1998,2,21,0.096,0.7292,-0.0812
1998,2,22,0.0756,0.7315,-0.0825
1998,2,23,0.0531,0.7235,-0.0814
1998,2,24,0.0316,0.7246,-0.0826
1998,2,25,0.0114,0.7252,-0.0826
1998,2,26,-0.01,0.7153,-0.0815
1998,2,27,-0.0312,0.7145,-0.0828
1998,2,28,-0.0536,0.7132,-0.0828
1998,3,1,-0.0737,0.7014,-0.0816
1998,3,2,-0.0957,0.6988,-0.0816
1998,3,3,-0.1164,0.6956,-0.0816
1998,3,4,-0.1382,0.6916,-0.0816
1998,3,5,-0.1576,0.6773,-0.0805
1998,3,6,-0.1788,0.672,-0.0805
1998,3,7,-0.1999,0.6662,-0.0792
1998,3,8,-0.2207,0.6596,-0.0792
1998,3,9,-0.239,0.6426,-0.0781
1998,3,10,-0.2591,0.6349,-0.0769
1998,3,11,-0.28,0.6259,-0.0769
1998,3,12,-0.3006,0.6164,-0.0757
1998,3,13,-0.321,0.6062,-0.0745
1998,3,14,-0.336,0.5866,-0.0734
1998,3,15,-0.3553,0.5753,-0.0723
1998,3,16,-0.3742,0.5633,-0.0711
1998,3,17,-0.3928,0.5507,-0.0699
1998,3,18,-0.4109,0.5374,-0.0687
1998,3,19,-0.4295,0.5229,-0.0675
1998,3,20,-0.4467,0.5084,-0.0664
1998,3,21,-0.4643,0.4927,-0.064
1998,3,22,-0.4804,0.4771,-0.0628
1998,3,23,-0.4888,0.4542,-0.0607
1998,3,24,-0.5045,0.437,-0.0584
1998,3,25,-0.5195,0.4192,-0.0572
1998,3,26,-0.5333,0.4019,-0.0549
1998,3,27,-0.5471,0.3831,-0.0537
1998,3,28,-0.5596,0.3648,-0.0514
1998,3,29,-0.5722,0.3451,-0.0491
1998,3,30,-0.5834,0.326,-0.0479
1998,3,31,-0.5945,0.3055,-0.0456
1998,4,1,-0.6045,0.2857,-0.0432
1998,4,2,-0.6234,0.2685,-0.0415
1998,4,3,-0.6321,0.2477,-0.0391
1998,4,4,-0.6401,0.2267,-0.0368
1998,4,5,-0.6473,0.2053,-0.0344
1998,4,6,-0.6542,0.1827,-0.032
1998,4,7,-0.66,0.1609,-0.0297
1998,4,8,-0.6651,0.1389,-0.0273
1998,4,9,-0.6694,0.1168,-0.0249
1998,4,10,-0.6827,0.0972,-0.0229
1998,4,11,-0.6857,0.0745,-0.0205
1998,4,12,-0.6878,0.0517,-0.0181
1998,4,13,-0.6892,0.0301,-0.0157
1998,4,14,-0.6898,0.0072,-0.0132
1998,4,15,-0.6998,-0.0147,-0.011
1998,4,16,-0.699,-0.0366,-0.0086
1998,4,17,-0.6975,-0.0586,-0.0049
1998,4,18,-0.6954,-0.0805,-0.0024
1998,4,19,-0.6925,-0.1023,0
1998,4,20,-0.699,-0.1245,0.0025
1998,4,21,-0.6947,-0.1464,0.005
1998,4,22,-0.6901,-0.1669,0.0074
1998,4,23,-0.6941,-0.1912,0.0101
1998,4,24,-0.6881,-0.2117,0.0126
1998,4,25,-0.6814,-0.232,0.0151
1998,4,26,-0.684,-0.2544,0.0166
1998,4,27,-0.6757,-0.2757,0.0191
1998,4,28,-0.6661,-0.298,0.0204
1998,4,29,-0.6564,-0.3187,0.0217
1998,4,30,-0.6454,-0.3403,0.0242
1998,5,1,-0.6343,-0.3604,0.0255
1998,5,2,-0.622,-0.3812,0.0267
1998,5,3,-0.6097,-0.4005,0.028
1998,5,4,-0.5968,-0.4194,0.0293
1998,5,5,-0.5905,-0.445,0.031
1998,5,6,-0.5762,-0.4632,0.0323
1998,5,7,-0.5613,-0.4811,0.0323
1998,5,8,-0.5459,-0.4985,0.0336
1998,5,9,-0.5299,-0.5153,0.0349
1998,5,10,-0.5213,-0.538,0.0366
1998,5,11,-0.5041,-0.554,0.0379
1998,5,12,-0.4874,-0.5687,0.0393
1998,5,13,-0.4756,-0.5915,0.0398
1998,5,14,-0.4578,-0.6053,0.0411
1998,5,15,-0.4396,-0.6185,0.0424
1998,5,16,-0.4266,-0.6396,0.043
1998,5,17,-0.4074,-0.6519,0.0443
1998,5,18,-0.389,-0.663,0.0443
1998,5,19,-0.3739,-0.683,0.0463
1998,5,20,-0.3547,-0.6931,0.0463
1998,5,21,-0.3395,-0.7117,0.0482
1998,5,22,-0.3195,-0.7209,0.0482
1998,5,23,-0.3005,-0.729,0.0496
1998,5,24,-0.2835,-0.7464,0.0502
1998,5,25,-0.2639,-0.7536,0.0502
1998,5,26,-0.2471,-0.7696,0.0523
1998,5,27,-0.2269,-0.7758,0.0523
1998,5,28,-0.209,-0.7911,0.0529
1998,5,29,-0.1882,-0.7963,0.0529
1998,5,30,-0.1708,-0.8104,0.055
1998,5,31,-0.1527,-0.8241,0.0557
1998,6,1,-0.1326,-0.8276,0.0557
1998,6,2,-0.1136,-0.8405,0.0563
1998,6,3,-0.0931,-0.843,0.0563
1998,6,4,-0.0748,-0.8548,0.057
1998,6,5,-0.0539,-0.8564,0.057
1998,6,6,-0.0348,-0.8674,0.0577
1998,6,7,-0.0152,-0.868,0.0577
1998,6,8,0.0046,-0.8781,0.0583
1998,6,9,0.0232,-0.8877,0.059
1998,6,10,0.0434,-0.887,0.059
1998,6,11,0.0626,-0.8958,0.0596
1998,6,12,0.0814,-0.8943,0.0596
1998,6,13,0.1012,-0.9023,0.0603
1998,6,14,0.1214,-0.9099,0.061
1998,6,15,0.1389,-0.9074,0.061
1998,6,16,0.1595,-0.9141,0.0616
1998,6,17,0.179,-0.9207,0.0623
1998,6,18,0.1966,-0.9172,0.0607
1998,6,19,0.2181,-0.9226,0.0613
1998,6,20,0.2342,-0.9186,0.0613
1998,6,21,0.2544,-0.9236,0.062
1998,6,22,0.2749,-0.9281,0.0626
1998,6,23,0.2911,-0.9233,0.0609
1998,6,24,0.312,-0.927,0.0615
1998,6,25,0.3314,-0.9308,0.0622
1998,6,26,0.3476,-0.9249,0.0622
1998,6,27,0.3674,-0.928,0.061
1998,6,28,0.3858,-0.9314,0.0617
1998,6,29,0.402,-0.9245,0.0617
1998,6,30,0.4222,-0.9264,0.0623
1998,7,1,0.4367,-0.9198,0.0605
1998,7,2,0.4556,-0.9218,0.0611
1998,7,3,0.4762,-0.9225,0.0617
1998,7,4,0.4906,-0.915,0.0599
1998,7,5,0.5098,-0.9159,0.0604
1998,7,6,0.5291,-0.9165,0.061
1998,7,7,0.5419,-0.909,0.061
1998,7,8,0.5614,-0.9089,0.0597
1998,7,9,0.5756,-0.9,0.0597
1998,7,10,0.5936,-0.9002,0.0603
1998,7,11,0.6118,-0.9002,0.0589
1998,7,12,0.6258,-0.8905,0.0589
1998,7,13,0.6441,-0.8897,0.0595
1998,7,14,0.6625,-0.8888,0.0581
1998,7,15,0.6748,-0.8794,0.0581
1998,7,16,0.6932,-0.8777,0.0586
1998,7,17,0.7055,-0.8681,0.0567
1998,7,18,0.7239,-0.8658,0.0572
1998,7,19,0.7409,-0.8645,0.0577
1998,7,20,0.753,-0.8541,0.0557
1998,7,21,0.7701,-0.8523,0.0562
1998,7,22,0.7819,-0.8414,0.0562
1998,7,23,0.7991,-0.8391,0.0546
1998,7,24,0.8162,-0.8364,0.0551
1998,7,25,0.8278,-0.825,0.0551
1998,7,26,0.8451,-0.8218,0.0535
1998,7,27,0.8551,-0.8114,0.0535
1998,7,28,0.8722,-0.8077,0.054
1998,7,29,0.8821,-0.797,0.0519
1998,7,30,0.8979,-0.7944,0.0523
1998,7,31,0.9151,-0.7899,0.0528
1998,8,1,0.9247,-0.7787,0.0507
1998,8,2,0.9419,-0.7737,0.0511
1998,8,3,0.95,-0.7638,0.0511
1998,8,4,0.9672,-0.7583,0.0494
1998,8,5,0.975,-0.7482,0.0494
1998,8,6,0.9922,-0.7422,0.0476
1998,8,7,0.9999,-0.7318,0.0476
1998,8,8,1.0156,-0.7271,0.048
1998,8,9,1.0245,-0.7147,0.0458
1998,8,10,1.0402,-0.7096,0.0462
1998,8,11,1.0559,-0.7042,0.0465
1998,8,12,1.0633,-0.6931,0.0443
1998,8,13,1.0789,-0.6873,0.0447
1998,8,14,1.086,-0.676,0.0447
1998,8,15,1.1016,-0.6698,0.0428
1998,8,16,1.1086,-0.6582,0.0428
1998,8,17,1.1241,-0.6516,0.0431
1998,8,18,1.1309,-0.6398,0.0408
1998,8,19,1.1463,-0.6328,0.0411
1998,8,20,1.1518,-0.6228,0.0411
1998,8,21,1.1671,-0.6154,0.0392
1998,8,22,1.1735,-0.6031,0.0392
1998,8,23,1.1787,-0.5928,0.0392
1998,8,24,1.1939,-0.5849,0.0371
1998,8,25,1.199,-0.5744,0.0371
1998,8,26,1.214,-0.5661,0.0374
1998,8,27,1.2189,-0.5555,0.0351
1998,8,28,1.2338,-0.5468,0.0353
1998,8,29,1.2385,-0.536,0.0353
1998,8,30,1.2534,-0.5269,0.0332
1998,8,31,1.2579,-0.5159,0.0332
1998,9,1,1.2716,-0.5086,0.0335
1998,9,2,1.2761,-0.4975,0.0311
1998,9,3,1.2812,-0.4841,0.0311
1998,9,4,1.2948,-0.4764,0.0313
1998,9,5,1.2989,-0.4651,0.0289
1998,9,6,1.3124,-0.457,0.0291
1998,9,7,1.3163,-0.4456,0.0291
1998,9,8,1.3202,-0.4341,0.0267
1998,9,9,1.3335,-0.4256,0.0269
1998,9,10,1.3371,-0.4139,0.0269
1998,9,11,1.3503,-0.4051,0.0246
1998,9,12,1.3538,-0.3933,0.0246
1998,9,13,1.3572,-0.3815,0.0246
1998,9,14,1.3702,-0.3723,0.0223
1998,9,15,1.3734,-0.3603,0.0223
1998,9,16,1.3861,-0.3507,0.0225
1998,9,17,1.3892,-0.3386,0.02
1998,9,18,1.3915,-0.3289,0.02
1998,9,19,1.4041,-0.319,0.0201
1998,9,20,1.4068,-0.3067,0.0201
1998,9,21,1.4095,-0.2945,0.0176
1998,9,22,1.4213,-0.2866,0.0177
1998,9,23,1.4237,-0.2742,0.0177
1998,9,24,1.4261,-0.2617,0.0152
1998,9,25,1.4377,-0.2535,0.0153
1998,9,26,1.4399,-0.241,0.0153
1998,9,27,1.442,-0.2284,0.0127
1998,9,28,1.4534,-0.2198,0.0128
1998,9,29,1.4553,-0.2071,0.0128
1998,9,30,1.4567,-0.197,0.0103
1998,10,1,1.4683,-0.1855,0.0103
1998,10,2,1.4696,-0.1752,0.0103
1998,10,3,1.471,-0.1624,0.0103
1998,10,4,1.4721,-0.1521,0.0077
1998,10,5,1.4834,-0.1402,0.0078
1998,10,6,1.4843,-0.1299,0.0078
1998,10,7,1.4854,-0.1169,0.0052
1998,10,8,1.4962,-0.1072,0.0052
1998,10,9,1.4969,-0.0968,0.0052
1998,10,10,1.4977,-0.0837,0.0026
1998,10,11,1.4982,-0.0733,0.0026
1998,10,12,1.5087,-0.0632,0.0026
1998,10,13,1.5092,-0.0501,0.0026
1998,10,14,1.5095,-0.0395,0
1998,10,15,1.5097,-0.029,0
1998,10,16,1.5199,-0.0159,0
1998,10,17,1.52,-0.0053,-0.0027
1998,10,18,1.52,0.0053,-0.0027
1998,10,19,1.5199,0.0159,-0.0027
1998,10,20,1.5197,0.0292,-0.0027
1998,10,21,1.5295,0.0401,-0.0053
1998,10,22,1.5291,0.0507,-0.0053
1998,10,23,1.5288,0.0614,-0.0053
1998,10,24,1.5283,0.0721,-0.0053
1998,10,25,1.5277,0.0827,-0.008
1998,10,26,1.5369,0.0967,-0.0081
1998,10,27,1.5362,0.1074,-0.0081
1998,10,28,1.5354,0.1181,-0.0108
1998,10,29,1.5346,0.1289,-0.0108
1998,10,30,1.5336,0.1396,-0.0108
1998,10,31,1.5426,0.1512,-0.0108
1998,11,1,1.5415,0.162,-0.0135
1998,11,2,1.54,0.1755,-0.0135
1998,11,3,1.5387,0.1862,-0.0135
1998,11,4,1.5374,0.1969,-0.0162
1998,11,5,1.5359,0.2077,-0.0162
1998,11,6,1.5345,0.2184,-0.0162
1998,11,7,1.5428,0.2306,-0.0163
1998,11,8,1.5411,0.2413,-0.0191
1998,11,9,1.5394,0.2521,-0.0191
1998,11,10,1.5376,0.2628,-0.0191
1998,11,11,1.5357,0.2736,-0.0191
1998,11,12,1.5337,0.2843,-0.0218
1998,11,13,1.5317,0.295,-0.0218
1998,11,14,1.5296,0.3056,-0.0218
1998,11,15,1.5372,0.3183,-0.0219
1998,11,16,1.5349,0.3291,-0.0247
1998,11,17,1.5326,0.3398,-0.0247
1998,11,18,1.5302,0.3505,-0.0247
1998,11,19,1.5277,0.3611,-0.0247
1998,11,20,1.5251,0.3718,-0.0274
1998,11,21,1.5225,0.3824,-0.0274
1998,11,22,1.5198,0.393,-0.0274
1998,11,23,1.5169,0.4036,-0.0301
1998,11,24,1.5141,0.4142,-0.0301
1998,11,25,1.5111,0.4248,-0.0301
1998,11,26,1.5081,0.4353,-0.0301
1998,11,27,1.505,0.4458,-0.0329
1998,11,28,1.5114,0.4592,-0.0331
1998,11,29,1.5082,0.4697,-0.0331
1998,11,30,1.5049,0.4803,-0.0331
1998,12,1,1.5014,0.4907,-0.0358
1998,12,2,1.498,0.5012,-0.0358
1998,12,3,1.4944,0.5117,-0.0358
1998,12,4,1.4917,0.5195,-0.0358
1998,12,5,1.488,0.5299,-0.0386
1998,12,6,1.4843,0.5402,-0.0386
1998,12,7,1.4805,0.5506,-0.0386
1998,12,8,1.4766,0.5609,-0.0386
1998,12,9,1.4726,0.5712,-0.0386
1998,12,10,1.4685,0.5814,-0.0414
1998,12,11,1.4655,0.5891,-0.0414
1998,12,12,1.4613,0.5993,-0.0414
1998,12,13,1.4571,0.6095,-0.0414
1998,12,14,1.4528,0.6197,-0.0441
1998,12,15,1.4484,0.6298,-0.0441
1998,12,16,1.444,0.6399,-0.0441
1998,12,17,1.4406,0.6474,-0.0441
1998,12,18,1.436,0.6574,-0.0469
1998,12,19,1.4223,0.6632,-0.0466
1998,12,20,1.4176,0.6731,-0.0466
1998,12,21,1.4129,0.683,-0.0466
1998,12,22,1.408,0.6928,-0.0493
1998,12,23,1.4031,0.7026,-0.0493
1998,12,24,1.3982,0.7124,-0.0493
1998,12,25,1.3944,0.7197,-0.0493
1998,12,26,1.3893,0.7294,-0.0521
1998,12,27,1.3842,0.7391,-0.0521
1998,12,28,1.379,0.7487,-0.0521
1998,12,29,1.3737,0.7583,-0.0521
1998,12,30,1.3684,0.7679,-0.0521
1998,12,31,1.3542,0.7724,-0.0544
1999,1,1,1.3488,0.7819,-0.0544
1999,1,2,1.3433,0.7913,-0.0544
1999,1,3,1.3378,0.8006,-0.0544
1999,1,4,1.3321,0.8099,-0.0572
1999,1,5,1.3264,0.8192,-0.0572
1999,1,6,1.3221,0.8261,-0.0572
1999,1,7,1.3163,0.8353,-0.0572
1999,1,8,1.302,0.8391,-0.0568
1999,1,9,1.296,0.8481,-0.0595
1999,1,10,1.2901,0.8571,-0.0595
1999,1,11,1.2841,0.8661,-0.0595
1999,1,12,1.278,0.8751,-0.0595
1999,1,13,1.2718,0.8839,-0.0622
1999,1,14,1.2574,0.887,-0.0618
1999,1,15,1.2512,0.8957,-0.0618
1999,1,16,1.2449,0.9045,-0.0618
1999,1,17,1.2385,0.9131,-0.0618
1999,1,18,1.2304,0.9238,-0.0645
1999,1,19,1.224,0.9324,-0.0645
1999,1,20,1.2095,0.9348,-0.0641
1999,1,21,1.203,0.9432,-0.0641
1999,1,22,1.1963,0.9516,-0.0641
1999,1,23,1.1896,0.9599,-0.0667
1999,1,24,1.1751,0.9618,-0.0663
1999,1,25,1.1684,0.97,-0.0663
1999,1,26,1.1616,0.9781,-0.0663
1999,1,27,1.1529,0.9882,-0.069
1999,1,28,1.146,0.9962,-0.069
1999,1,29,1.1315,0.9976,-0.0685
1999,1,30,1.1245,1.0054,-0.0685
1999,1,31,1.1175,1.0133,-0.0685
1999,2,1,1.1085,1.0229,-0.0711
1999,2,2,1.094,1.0238,-0.0707
1999,2,3,1.0869,1.0314,-0.0707
1999,2,4,1.0796,1.0389,-0.0707
1999,2,5,1.0634,1.0413,-0.0702
1999,2,6,1.056,1.0487,-0.0728
1999,2,7,1.0487,1.056,-0.0728
1999,2,8,1.0394,1.0651,-0.0728
1999,2,9,1.025,1.0651,-0.0723
1999,2,10,1.0175,1.0723,-0.0723
1999,2,11,1.0081,1.081,-0.0749
1999,2,12,0.9937,1.0807,-0.0744
1999,2,13,0.9843,1.0893,-0.0744
1999,2,14,0.9766,1.0962,-0.0744
1999,2,15,0.9624,1.0954,-0.0739
1999,2,16,0.9527,1.1037,-0.0764
1999,2,17,0.945,1.1103,-0.0764
1999,2,18,0.9288,1.1109,-0.0759
1999,2,19,0.9191,1.1189,-0.0759
1999,2,20,0.9113,1.1253,-0.0759
1999,2,21,0.8951,1.1253,-0.0779
1999,2,22,0.8872,1.1315,-0.0779
1999,2,23,0.8773,1.1392,-0.0779
1999,2,24,0.8613,1.1389,-0.0773
1999,2,25,0.8534,1.1449,-0.0773
1999,2,26,0.8374,1.1441,-0.0793
1999,2,27,0.8273,1.1514,-0.0793
1999,2,28,0.8173,1.1585,-0.0793
1999,3,1,0.8035,1.156,-0.0787
1999,3,2,0.7933,1.163,-0.0787
1999,3,3,0.7776,1.1616,-0.0782
1999,3,4,0.7674,1.1682,-0.0806
1999,3,5,0.7571,1.1748,-0.0806
1999,3,6,0.7415,1.173,-0.08
1999,3,7,0.7313,1.1794,-0.08
1999,3,8,0.7157,1.1772,-0.0794
1999,3,9,0.7054,1.1834,-0.0794
1999,3,10,0.69,1.1808,-0.0812
1999,3,11,0.6797,1.1867,-0.0812
1999,3,12,0.6693,1.1926,-0.0812
1999,3,13,0.654,1.1897,-0.0807
1999,3,14,0.6415,1.1965,-0.0807
1999,3,15,0.6264,1.1932,-0.0801
1999,3,16,0.6159,1.1985,-0.0824
1999,3,17,0.601,1.1949,-0.0818
1999,3,18,0.5884,1.2011,-0.0818
1999,3,19,0.5736,1.1972,-0.0812
1999,3,20,0.561,1.2031,-0.0812
1999,3,21,0.5464,1.1989,-0.0806
1999,3,22,0.5337,1.2044,-0.0829
1999,3,23,0.5192,1.1999,-0.0823
1999,3,24,0.5066,1.2053,-0.0823
1999,3,25,0.4923,1.2004,-0.0816
1999,3,26,0.4797,1.2055,-0.0816
1999,3,27,0.4635,1.2011,-0.081
1999,3,28,0.4509,1.2059,-0.081
1999,3,29,0.4348,1.2012,-0.0804
1999,3,30,0.4243,1.2048,-0.0826
1999,3,31,0.4084,1.1997,-0.082
1999,4,1,0.3927,1.1945,-0.0813
1999,4,2,0.3802,1.1985,-0.0813
1999,4,3,0.3647,1.1929,-0.0807
1999,4,4,0.3501,1.1973,-0.0807
1999,4,5,0.3348,1.1912,-0.08
1999,4,6,0.3224,1.1947,-0.08
1999,4,7,0.3073,1.1882,-0.0815
1999,4,8,0.2928,1.1919,-0.0815
1999,4,9,0.278,1.1852,-0.0809
1999,4,10,0.2613,1.1787,-0.0802
1999,4,11,0.249,1.1814,-0.0802
1999,4,12,0.2326,1.1746,-0.0795
1999,4,13,0.2182,1.1773,-0.0795
1999,4,14,0.2041,1.1697,-0.0789
1999,4,15,0.1882,1.1623,-0.0782
1999,4,16,0.174,1.1645,-0.0782
1999,4,17,0.1584,1.1566,-0.0775
1999,4,18,0.1443,1.1585,-0.0775
1999,4,19,0.129,1.1502,-0.0769
1999,4,20,0.114,1.1418,-0.0762
1999,4,21,0.098,1.1433,-0.0762
1999,4,22,0.0833,1.1343,-0.0775
1999,4,23,0.0688,1.1253,-0.0769
1999,4,24,0.0531,1.1261,-0.0769
1999,4,25,0.037,1.1168,-0.0762
1999,4,26,0.0232,1.1072,-0.0755
1999,4,27,0.0077,1.1074,-0.0755
1999,4,28,-0.0077,1.0974,-0.0748
1999,4,29,-0.0228,1.0872,-0.0741
1999,4,30,-0.038,1.0868,-0.0741
1999,5,1,-0.0526,1.0763,-0.0716
1999,5,2,-0.0689,1.0654,-0.0709
1999,5,3,-0.0838,1.0644,-0.0709
1999,5,4,-0.0977,1.0531,-0.0703
1999,5,5,-0.1132,1.0416,-0.0696
1999,5,6,-0.1295,1.0397,-0.0696
1999,5,7,-0.1444,1.0276,-0.0689
1999,5,8,-0.1572,1.0156,-0.0683
1999,5,9,-0.1749,1.0127,-0.0683
1999,5,10,-0.189,1.0001,-0.0676
1999,5,11,-0.2026,0.9872,-0.0669
1999,5,12,-0.2198,0.9835,-0.0669
1999,5,13,-0.233,0.9703,-0.0645
1999,5,14,-0.2474,0.9565,-0.0639
1999,5,15,-0.2613,0.9424,-0.0632
1999,5,16,-0.2778,0.9377,-0.0632
1999,5,17,-0.2911,0.9232,-0.0626
1999,5,18,-0.304,0.9086,-0.0603
1999,5,19,-0.3198,0.9032,-0.0603
1999,5,20,-0.3336,0.8875,-0.0597
1999,5,21,-0.3469,0.8717,-0.059
1999,5,22,-0.3636,0.8649,-0.0574
1999,5,23,-0.3761,0.8487,-0.0568
1999,5,24,-0.3881,0.8322,-0.0562
1999,5,25,-0.3996,0.8158,-0.054
1999,5,26,-0.4166,0.8072,-0.054
1999,5,27,-0.4287,0.7895,-0.0534
1999,5,28,-0.4402,0.7718,-0.0512
1999,5,29,-0.4563,0.7624,-0.0512
1999,5,30,-0.4669,0.7443,-0.0491
1999,5,31,-0.4782,0.7252,-0.0486
1999,6,1,-0.4933,0.7151,-0.047
1999,6,2,-0.5035,0.6956,-0.0465
1999,6,3,-0.5132,0.6761,-0.0445
1999,6,4,-0.5296,0.6634,-0.0445
1999,6,5,-0.5381,0.6436,-0.0425
1999,6,6,-0.5471,0.6228,-0.042
1999,6,7,-0.5622,0.6093,-0.0405
1999,6,8,-0.57,0.5882,-0.0386
1999,6,9,-0.5781,0.5661,-0.0382
1999,6,10,-0.5918,0.5518,-0.0367
1999,6,11,-0.5986,0.5296,-0.0349
1999,6,12,-0.6046,0.5074,-0.0331
1999,6,13,-0.6186,0.4903,-0.0331
1999,6,14,-0.6233,0.468,-0.0313
1999,6,15,-0.6361,0.4504,-0.0299
1999,6,16,-0.6402,0.4269,-0.0282
