ax,ay,az
-0.352,-1.57,1.433
-0.742,-1.793,-1.145
-0.172,-0.223,-0.569
-0.307,1.399,-1.287
-0.773,2.781,1.108
-0.794,1.293,1.248
-0.317,-0.745,-0.177
0.377,-2.109,-1.753
-0.122,-0.63,-0.819
0.442,2.613,0.355
0.675,2.487,0.246
0.275,-1.869,2.131
0.008,-1.103,-0.042
-1.151,-1.607,-0.799
-0.843,-0.368,-1.638
0.387,1.112,0.416
0.939,2.795,0.099
-2.541,2.194,2.433
1.764,-3.183,-1.335
1.637,-1.661,-0.443
-1.017,-0.439,1.081
-0.459,2.746,-2.021
0.909,2.458,-1.166
1.995,0.002,0.38
-0.743,-1.593,1.343
0.088,-1.506,-0.643
0.898,-0.895,-1.606
0.098,1.562,0.384
-0.067,3.092,-1.865
-2.473,0.7,5.063
-0.127,-2.011,-0.802
0.196,-1.511,-1.124
-1.555,0.911,-0.724
0.148,1.273,-0.434
0.755,2.104,0.126
2.097,0.185,-0.159
0.074,-2.169,-0.333
-1.017,-1.347,-0.179
0.1,-0.447,-1.469
0.643,2.485,0.182
-2.748,1.708,4.171
-2.365,-0.252,1.85
-1.651,-1.506,-1.459
0.77,-1.875,-1.644
3.585,-0.068,1.235
3.757,2.866,-0.539
3.875,0.893,1.663
0.531,0.972,3.568
-1.059,-3.071,1.011
-2.592,-0.4,-0.699
-0.984,-0.424,-0.654
-1.139,0.241,-0.392
-1.715,2.953,0.583
0.038,-0.014,0.961
1.951,-0.693,-1.092
0.463,-1.587,-0.498
-0.768,0.002,-0.397
-0.062,1.749,-1.839
0.821,3.067,-0.626
0.314,0.525,1.919
0.247,-1.917,-0.251
-0.783,-1.577,-0.498
0.281,-0.937,-1.452
0.575,1.21,-0.886
0.767,3.198,-0.834
-0.772,0.462,2.436
-0.462,-0.781,-1.387
0.311,-1.593,-0.85
-0.343,-0.911,-1.522
-0.1,0.605,0.053
0.611,2.539,-0.612
-0.135,0.347,2.679
1.39,-0.969,-0.578
-0.794,-1.766,-0.183
-0.082,-1.186,-1.152
0.27,0.718,-0.637
-0.229,2.985,1.063
-1.337,1.591,1.079
-1.54,-1.821,1.28
0.551,-2.226,-2.471
0.111,-0.474,-0.365
-0.203,0.976,0.49
-0.08,2.985,-0.35
-0.713,1.599,2.272
0.972,-0.575,-0.951
-0.488,-2.316,0.074
-0.165,-1.834,-0.78
0.236,0.273,-0.809
0.758,2.646,0.494
-1.608,2.221,1.951
-1.507,-1.437,1.19
0.113,-1.868,-1.976
-0.041,-0.395,-0.602
0.026,-0.027,0.141
0.773,2.557,-0.37
0.533,2.176,1.61
1.368,-1.007,-0.525
-0.59,-2.001,-0.424
-0.36,-1.22,-0.629
0.573,0.386,-0.34
1.048,1.58,-0.572
-1.026,2.489,1.616
-0.568,-0.625,2.023
-0.377,-1.767,-0.436
0.426,-1.089,-1.204
-0.618,0.127,0.297
-0.467,1.916,-0.062
0.986,2.199,-0.587
0.06,0.1,0.619
-0.099,-1.068,-0.596
-0.568,-1.832,-0.472
0,-0.646,-0.97
0.526,1.07,-0.684
-0.453,2.856,1.141
-1.918,0.803,1.773
-1.063,-2.117,-0.634
0.581,-1.523,-0.98
0.157,-0.313,-0.261
0.056,1.871,0.359
2.291,2.897,-0.412
-1.652,0.484,7.505
-0.057,-1.723,0.018
-0.537,-1.195,1.11
0.594,-1.269,-1.676
0.901,0.255,-0.525
0.793,1.461,-0.225
0.951,1.368,0.217
0.075,0.667,-0.465
-1.58,-0.604,2.258
0.284,-1.448,0.331
0.431,-0.374,0.296
0.142,0.06,-1.189
0.178,-0.271,-1.084
0.289,0.939,-0.686
-0.273,1.648,1.31
0.139,1.219,0.538
-0.375,-0.64,1.703
