ax,ay,az
0.05,-0.541,-0.348
1.165,1.434,0.35
0.067,2.574,0.46
-2.558,1.385,1.862
0.338,-2.808,-0.465
0.116,-1.359,-1.292
0.126,-1.007,-0.634
-0.411,1.393,-0.641
0.267,2.693,-0.301
-0.716,1.157,2.343
1.445,-0.103,-1.082
-0.811,-2.661,0.425
0.373,-1.868,-1.102
0.771,1.346,-0.184
1.196,2.063,-0.206
-0.804,2.035,0.233
-0.385,-2.012,-0.124
0.422,-2.259,-0.101
0.094,-0.149,-0.093
-0.451,0.333,-0.564
0.133,1.435,-0.631
0.855,2.875,-0.701
0.47,-0.635,-0.058
-0.155,-1.614,0.236
-0.561,-1.265,0.002
0.272,-0.931,-1.394
0.695,2.14,-0.703
0.724,2.15,0.204
-1.074,-1.387,-0.671
-0.959,-1.94,-0.477
-0.013,-0.997,-0.665
-0.231,0.283,-0.49
0.528,1.952,-0.314
0.591,2.388,-0.667
0.308,-0.545,-0.419
0.714,-0.919,0.878
-0.108,-1.393,-1.141
0.799,-0.282,-1.273
0.546,2.065,0.849
-0.877,2.976,0.54
-0.35,-1.988,0.828
-1.324,-1.954,-1.003
0.599,-1.458,-1.111
-0.017,1.121,0.467
0.797,2.317,-0.844
0.415,1.913,0.451
1.099,-0.624,-0.632
-0.726,-1.779,1.09
-0.32,-2.178,-1.056
0.448,1.217,0.086
0.582,3.043,0.155
-1.634,2.047,0.839
-1.058,-2.639,-1.645
0.677,-1.626,-2.293
0.323,0.374,-0.593
-0.95,0.914,-0.214
0.193,2.356,-0.414
0.955,1.213,3.847
0.319,-0.292,-0.176
-0.996,-2.195,-0.412
-0.265,-2.043,-0.872
-0.221,1.311,-1.289
0.728,3,0.782
-1.912,-0.057,3.547
-0.359,-2.34,-0.554
0.601,-0.862,-2.007
-1.054,-0.088,0.406
0.919,0.748,-2.606
1.908,2.926,-1.555
0.211,-0.096,3.802
1.232,-0.326,-1.153
-1.173,-1.302,-0.883
-0.882,-1.227,-1.019
0.2,0.145,-0.369
0.645,3.479,0.773
-2.198,-0.182,3.816
-0.406,-1.752,-2.358
1.478,-1.532,-2.138
0.287,0.393,0.622
0.637,2.404,-0.229
1.221,2.441,-0.254
1.757,-0.241,1.701
0.028,-1.538,1.032
-1.353,-1.951,-0.616
0.132,-0.724,-1.511
-0.06,1.91,0.319
-0.235,2.689,1.196
-1.424,-0.736,0.849
-0.94,-2.374,-1.494
-0.107,-1.677,-1.748
0.166,1.418,-0.511
0.107,1.138,0.514
0.825,1.552,0.334
0.394,-0.237,3.138
0.601,-0.511,-0.116
-1.134,-1.539,-0.378
0.507,-0.384,-1.799
1.348,0.679,-0.178
0.797,2.426,0.68
-1.775,-0.394,4.131
-0.908,-1.776,-1.793
-0.273,-1.264,-1.217
-0.146,0.713,-0.431
-0.081,0.873,1.069
0.372,1.847,-1.44
-0.29,0.271,3.548
1.395,-0.268,-0.907
-1.723,-1.24,-0.395
-0.184,-2.088,-0.65
0.512,1.618,-1.354
