ax,ay,az
0.334,-0.232,-0.215
-0.132,-1.474,0.774
0.273,-1.214,-1.407
0.243,-0.512,-0.543
0.034,0.454,-0.31
-0.071,2.541,0.66
0.447,0.285,0.831
-0.486,-0.221,1.514
-0.267,-0.751,0.319
0.473,-1.506,-1.114
-0.348,-0.056,-0.5
0.151,0.958,-0.839
0.362,2.137,-0.662
-0.172,0.073,3.398
0.643,-0.724,0.241
-0.106,-0.811,-0.013
-0.35,-1.468,-0.581
-0.012,-0.271,-0.805
0.285,1.485,0.742
-0.446,3.16,-0.53
-0.462,-1.727,3.132
-0.415,-1.586,-0.738
-0.056,-1.167,-0.64
-0.465,0.34,-0.568
0.338,0.751,-0.586
0.533,2.865,0.169
-1.127,1.288,3.677
1.013,-1.793,-0.547
-0.291,-1.796,0.236
0.074,-1.381,-0.932
-0.026,1.172,0.441
0.656,2.105,-0.359
-2.204,1.449,3.943
-0.511,-1.873,-1.067
0.394,-1.674,-1.799
-0.413,-0.423,-0.55
0.575,0.481,-0.793
0.261,3.539,-0.247
0.456,-0.073,3.789
0.916,-0.928,-0.131
-0.764,-2.395,-0.683
-0.346,-2.885,-0.613
0.713,1.227,-0.656
0.118,3.999,0.527
-2.119,0.983,3.792
-0.717,-2.144,0.117
0.454,-1.392,-1.407
-0.702,-0.25,-0.419
-0.289,0.104,-2.47
0.614,3.111,-0.457
0.297,1.148,4.253
0.212,-0.782,0.997
-0.841,-3.261,-0.906
-0.248,-1.189,-1.268
0.187,1.72,0.489
-1.14,3.523,-0.081
0.223,-0.184,-0.536
-1.375,-2.384,-0.087
1.161,-2.149,-1.76
-0.287,0.794,1.929
-0.109,2.484,-0.022
0.968,1.322,1.709
0.998,0.421,1.714
-0.878,-2.505,-1.32
-0.33,-1.446,-1.63
0.38,0.699,0.035
0.375,2.821,0.99
-1.192,2.245,1.677
-0.016,-0.944,-0.548
-0.339,-2.213,-1.718
-0.368,-1.04,-0.568
0.104,0.423,0.629
-0.167,2.333,0.13
1.109,0.265,0.08
-0.332,-0.78,1.18
0.413,-1.966,-1.387
1.247,-0.845,-0.442
-1.195,1.129,1.081
-0.618,2.121,0.208
-1.677,1.084,1.651
-0.136,-0.297,0.754
0.805,-1.213,-1.203
-0.16,-0.164,-0.908
-1.08,1.731,0.754
0.018,2.013,-0.377
-0.136,-0.628,0.653
-1.529,-0.861,0.511
-0.54,-1.274,-0.478
0.042,-0.644,-1.63
-0.022,1.224,0.7
0.027,2.63,-0.029
-2.227,1.116,1.65
-0.128,-1.617,0.196
0.677,-1.574,-0.289
-0.302,-0.238,-1.524
-0.025,0.122,0.046
0.255,1.406,0.508
1.061,0.534,0.762
-0.256,-1.585,0.907
-0.441,-0.763,-1.28
1.207,-0.71,-1.66
0.509,0.021,-0.099
0.159,2.607,1.873
-1.32,0.573,2.636
-0.112,-1.3,-0.838
0.102,-2.305,-0.814
-0.881,0.672,0.972
-0.417,1.589,-0.076
0.573,1.511,0.38
1.073,-0.009,-0.151
-0.449,-1.73,-0.093
-1.14,-0.401,-0.253
0.429,-0.498,0.574
0.791,1.315,0.829
-1.099,1.56,1.94
-0.13,-0.314,-0.706
0.429,-0.934,0.241
-0.666,-1.324,-0.252
0.319,0.513,0.004
-0.742,2.125,0.532
0.88,0.854,1.63
0.089,-0.21,0.903
-0.335,-2.135,-0.854
-0.004,-0.699,-1.88
0.612,0.478,0.622
0.149,1.721,1.001
-1.931,1.209,1.564
-0.077,-1.112,-0.372
0.792,-1.648,-0.13
