ax,ay,az
-0.677,0.83,-0.259
-0.68,1.398,0.241
-0.975,1.067,0.473
-0.03,-0.851,-0.214
-0.748,-0.788,0.337
-0.826,0.038,-0.259
-0.287,0.596,0.079
0.103,2.196,-0.326
0.775,0.083,0.903
0.217,-0.725,0.102
-0.033,-1.727,-0.013
0.765,-0.357,-0.702
0.009,0.801,0.693
0.041,1.859,0.107
-0.744,0.465,0.271
-0.267,-0.817,0.179
-0.089,-0.946,-0.695
0.369,-0.42,0.339
-0.083,0.821,0.315
0.549,1.653,0.441
0.36,-0.16,-0.144
0.003,-1.299,-0.319
0.399,-0.941,-1.097
-0.074,0.15,0.111
-0.381,1.531,0.481
-1.615,1.698,1.534
-0.106,0.105,0.37
-0.115,-0.788,0.077
0.147,-1.372,-1.037
-0.304,0.636,0.126
-0.241,1.73,1.008
0.248,0.121,1.886
0.543,-0.959,-0.467
-0.031,-1.469,-0.72
0.109,-0.554,-0.44
0.419,-0.062,0.214
-0.45,1.42,-0.562
-0.723,1.493,-0.412
0.141,-0.416,0.452
-0.27,-1.953,-0.297
-0.669,-0.54,-0.851
0.3,0.569,0.208
-0.123,2.426,-0.547
1.015,-0.254,0.482
0.369,-1.167,0.499
0.313,-1.484,-0.863
-0.09,0.055,-0.613
0.494,0.155,1.025
0.04,1.914,-0.65
-1.442,1.44,0.46
-0.637,-0.662,0.086
-0.437,-1.582,-0.661
-0.375,-1.655,-0.644
-0.49,0.189,-0.02
0.817,2.004,-0.238
0.906,-0.733,0.463
-0.437,0.666,0.189
-0.53,-0.915,-0.379
0.025,-0.652,-0.928
0.495,1.201,-0.138
-1.178,2.767,0.354
0.207,-0.89,0.505
0.281,-2.432,-0.908
-0.467,-1.113,0.211
-1.887,-1.006,-3.184
-0.178,2.837,-0.853
-1.091,2.869,0.94
-0.186,0.658,1.599
-1.176,-1.03,0.73
-0.03,-2.489,-0.897
0.148,-0.718,-1.552
0.937,0.377,-0.247
-0.098,2.475,0.917
-1.592,0.722,2.525
0.719,-1.237,-0.608
1.433,-1.39,-1.32
-0.448,-0.317,-0.39
0.148,1.355,0.337
1.289,1.33,0.041
0.667,0.452,1.682
-0.601,-1.048,1.22
-0.124,-2.03,-1.751
-0.206,-0.134,0.035
-0.326,1.208,0.899
-0.006,1.603,-0.178
-1.247,-0.204,2.057
-0.662,-1.624,-0.249
0.511,-0.375,-2.462
0.274,0.294,0.207
-1.121,0.611,1.466
0.559,0.704,-2.812
1.039,0.553,1.439
-1.375,-0.634,-0.37
0.293,-2.302,-0.762
1.439,-0.904,-1.362
0.885,0.448,0.692
0.392,2.33,0.409
-0.985,0.283,0.595
-0.23,-0.861,0.398
0.457,-1.649,-1.664
