ax,ay,az
-0.675,-1.497,-1.482
0.67,-0.122,-0.622
-0.227,1.099,1.138
1.249,1.837,-1.533
-1.696,0.441,4.141
-0.061,-1.497,-1.035
0.546,-1.576,-1.006
-0.097,-0.474,-1.097
-0.115,0.48,-0.016
0.152,2.034,0.15
0.23,1.783,1.537
0.674,-0.094,-0.825
-0.13,-1.306,1.084
-0.654,-1.152,-1.567
0.776,-0.907,-0.919
0.465,1.057,0.179
0.282,3.171,0.071
-2.033,1.885,3.258
-0.957,-1.66,-0.424
0.993,-2.381,-1.378
0.665,-0.904,-0.44
-0.073,0.572,0.317
0.119,2.049,-0.037
-1.021,1.832,2.792
0.963,-0.503,-0.912
-0.883,-1.486,1.762
-0.035,-1.695,-1.264
0.397,-0.332,-0.914
0.232,1.183,-0.196
-0.781,2.68,0.354
-1.392,-0.08,1.926
-1.234,-0.724,0.419
0.361,-1.546,-1.587
-0.035,-0.903,-0.05
0.368,0.886,0.128
0.372,3.936,-0.059
0.769,-0.32,3.525
0.76,-0.972,-0.17
-0.582,-2.38,-0.005
-0.537,-0.74,-1.335
0.397,2.211,-0.237
0.582,2.286,-0.098
-2.68,0.116,4.762
-0.187,-1.895,-2.207
0.109,-1.302,-1.203
-1.357,-0.114,-0.352
-0.415,0.539,-1.4
0.239,2.549,0.352
2.02,-0.291,1.738
0.148,-0.285,1.035
-1.207,-1.903,-0.601
0.167,0.192,-2.85
0.439,1.402,1.113
0.167,1.805,-0.018
-1.636,1.034,2.3
-0.759,-1.487,-0.433
0.586,-1.753,-1.654
-0.485,-0.011,-0.407
-0.582,0.963,-0.369
0.521,2.584,0.026
1.615,0.586,1.714
-0.499,-1.685,1.533
-0.243,-2.189,-2.021
1.066,0.27,-1.017
1.191,1.064,1.582
0.41,2.334,0.934
-1.102,-0.727,0.316
-0.636,-1.789,0.028
0.643,-0.151,-0.53
-0.018,0.164,-0.304
-0.168,1.21,0.126
-0.375,1.414,0.417
0.745,-0.161,-0.543
-0.247,-0.617,1.192
-0.655,-2.054,-1.523
0.48,-0.117,-0.942
1.066,2.323,0.995
-0.375,2.68,1.059
0.238,-0.261,0.701
-0.658,-1.946,0.347
-0.151,-1.257,-0.893
-0.416,0.391,-0.045
-0.654,1.742,-0.563
0.55,1.898,0.158
1.278,-0.474,1.461
-0.1,-1.755,-0.247
-1.27,-1.338,-0.217
0.619,-0.301,-1.23
