ax,ay,az
1.045,2.001,-0.122
-1.321,-0.118,0.899
-0.86,-1.503,0.933
-0.212,-1.442,-0.346
-0.051,-0.555,-1.433
0.944,-0.203,-0.849
-0.777,1.669,1.241
0.665,2.402,2.418
-1.227,2.145,2.338
-1.04,-2.071,-0.64
-0.221,-2.019,-0.931
0.422,0.129,-0.953
0.82,0.865,-0.721
-0.085,2.713,0.051
-1.024,-0.298,-0.794
0.196,-3.328,-1.302
0.165,-1.014,-1.771
-1.162,0.881,0.326
0.835,3.451,-0.314
0.12,2.346,3.714
1.319,-1.293,-0.056
-0.75,-2.299,-1.212
0.167,-0.802,-1.762
0.066,0.359,0.512
-0.482,1.395,0.193
-1.387,2.553,2.155
-1.003,-0.859,-0.61
0.684,-3.021,-2.121
0.422,0.35,-0.126
0.131,1.244,1.781
-0.11,2.807,-0.042
0.744,2.333,0.189
0.548,-0.738,1.146
-0.942,-1.967,0.729
0.175,-2.561,-2.171
0.213,0.21,-1.404
-1.038,2.319,1.392
-0.855,2.619,0.625
-0.889,-0.135,-0.515
0.064,-3.439,0.037
0.495,-1.692,-2.148
-0.989,1.872,0.335
0.114,1.77,0.328
0.401,2.282,0.413
2.273,-0.838,-1.217
-0.346,-1.693,1.896
-0.421,-1.058,-1.514
0.21,1.405,-0.998
1.117,3.16,0.222
-3.22,-1.516,5.326
0.115,-1.271,-3.496
-0.616,-0.879,0.593
-0.654,-1.946,-1.208
-0.377,0.964,-1.363
0.427,3.727,1.225
1.057,1.228,0.515
1.078,-2.032,-0.166
0.368,-0.783,0.947
0.714,-2.416,-0.948
0.35,0.463,-1.295
0.356,2.139,-0.054
0.695,1.012,-0.981
-1.435,-1.154,2.864
-0.283,-0.872,-1.248
-0.002,-0.567,-1.265
-0.537,0.592,-0.292
-0.63,0.601,-0.076
-0.712,1.306,-0.078
0.582,1.518,0.06
1.407,-0.302,-0.949
-0.234,-0.981,1.549
0.029,-1.959,-1.678
0.572,0.417,-2.908
-0.57,1.561,-0.89
0.05,1.94,2.066
-1.276,-0.98,3.057
-0.862,-0.396,0.149
0.339,-1.281,-1.128
2.318,-1.165,-1.316
0.26,0.158,-0.815
-0.347,0.76,0.68
0.403,-0.446,0.769
0.615,0.966,0.182
-1.855,0.013,1.058
0.623,-2.077,-1.134
0.976,-0.91,-1.077
0.335,1.272,1.373
1.082,3.745,-1.378
-1.415,0.858,3.727
0.542,-1.517,-0.873
