playerID,name,pos,height,weight,GP,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
brownde01,DeCovan Brown,G,73,160,608,16843,6758,319,1250,1569,2227,800,205,920,1264,5823,2540,1300,1073,1697,605
brownkw01,Kwame Brown,C-F,83,240,576,12937,3937,1045,2157,3202,541,310,365,749,1327,3011,1480,1695,976,9,1
brownpj01,Collier Brown,C-F,83,225,1089,33822,9870,3002,5407,8409,1661,912,1116,1342,3218,8365,3852,2718,2158,59,8
brownti01,Tierre Brown,G,74,189,134,1653,527,41,125,166,266,64,4,143,95,526,202,121,93,85,30
bryanma01,Mark Bryant,F-C,81,245,683,12114,3865,1001,1666,2667,445,292,179,595,1781,3081,1549,1077,766,12,1
budinch01,Chase Budinger,G-F,79,218,152,3225,1422,90,411,501,215,75,29,115,199,1221,528,225,185,523,181
buechju01,Judson Buechler,F-G,78,220,720,8444,2385,431,835,1266,560,314,144,297,732,2221,961,316,200,718,263
burresc01,Scott Burrell,G-F,79,218,383,7592,2647,395,937,1332,527,341,180,337,865,2321,971,506,366,909,339
burttst01,Steven Burtt,G,74,185,35,391,216,12,25,37,65,18,4,37,63,186,84,64,46,9,2
butleca01,James Butler,F,79,217,589,21370,9754,971,2514,3485,1679,961,175,1333,1608,8172,3605,2597,2202,1071,342
butlemi02,Mitchell Butler,G-F,77,210,362,5464,1868,246,471,717,342,214,53,353,576,1613,707,576,359,313,95
bynumwi01,William Bynum,G,72,185,196,3754,1574,61,242,303,654,148,13,288,351,1334,596,435,349,133,33
caffeja01,Jason Caffey,F,80,255,462,9045,3368,841,1181,2022,420,209,110,647,1148,2652,1276,1282,816,8,0
caldejo01,Jose Calderon Borrallo,G,75,210,427,11841,4180,154,895,1049,2968,394,35,727,755,3332,1618,716,626,831,318
caldwad01,Adrian Caldwell,F-C,80,255,146,1272,293,144,243,387,26,45,23,94,201,262,122,109,49,3,0
campbel01,Elden Campbell,F-C,83,215,1045,25775,10805,1880,4236,6116,1199,702,1602,1378,3006,8835,4062,3832,2679,37,2
cardibr01,Brian Cardinal,F,80,245,412,6202,2065,282,734,1016,449,287,67,322,852,1573,650,618,532,604,233
carran01,Antoine Carr,F-C,81,225,608,12934,5983,681,1378,2059,645,212,571,702,1907,4844,2419,1474,1143,25,2
carrch01,Chris Carr,G,77,207,297,4505,1988,176,482,658,294,93,46,310,502,1753,730,457,369,470,159
carrode01,DeMarre Carroll,F,80,212,83,845,219,55,103,158,37,29,10,24,112,234,92,55,35,6,0
carrojo01,Joe Carroll,C-F,82,225,11,96,37,3,21,24,11,1,8,12,18,36,13,12,11,0,0
cartwbi01,James Cartwright,C,85,230,277,6207,1930,411,871,1282,363,88,50,318,605,1697,792,516,346,0,0
catlete01,Terry Catledge,F,80,220,150,4151,1998,443,507,950,172,96,26,270,340,1627,785,638,428,9,0
causwdu01,Duane Causwell,C,84,240,541,9409,2648,794,1479,2273,243,220,767,500,1471,2029,1029,952,588,7,2
chambto01,Thomas Chambers,F-C,81,220,392,9317,4952,442,1349,1791,593,233,174,523,1064,4184,1835,1480,1213,222,69
chandty01,Tyson Chandler,F-C,84,235,662,18286,5494,2016,3837,5853,516,342,891,1024,2062,3601,2046,2241,1402,6,0
chandwi01,Wilson Chandler,F,80,220,254,8142,3532,297,1031,1328,461,180,234,378,717,3109,1402,590,464,814,264
chapmre01,Rex Chapman,G,76,185,537,15561,7519,253,1026,1279,1490,476,98,817,948,6443,2813,1481,1195,1968,698
cheanca01,Calbert Cheaney,F-G,79,209,825,22007,7826,732,1878,2610,1398,659,198,994,2074,7227,3366,1288,890,684,204
chievde01,Derrick Chievous,F,79,195,18,110,43,11,7,18,2,3,1,6,16,46,17,16,9,0,0
chilcpe01,Peter Chilcutt,F-C,82,230,584,8394,2494,663,1272,1935,488,267,210,390,853,2366,1044,313,218,494,188
claxtsp01,Craig Claxton,G,71,166,334,8548,3096,194,636,830,1441,503,40,580,827,2753,1126,1053,802,218,42
cleavma01,Mateen Cleaves,G,74,205,167,1863,609,33,142,175,310,67,5,201,213,599,233,180,131,45,12
closske01,Keith Closs,C,87,212,130,1647,502,133,239,372,44,28,163,78,167,427,201,165,100,4,0
colembe01,Benjamin Coleman,F,81,235,9,77,28,10,16,26,0,2,2,7,9,25,12,8,4,0,0
colemde01,Derrick Coleman,F,82,230,781,25903,12884,2079,5153,7232,1985,606,1051,2036,2062,10335,4616,4326,3326,1105,326
collida01,Darren Collison,G,72,160,155,4469,1985,81,336,417,835,165,18,396,201,1659,774,406,350,239,87
collija03,Jarron Collins,F,83,252,542,8540,2097,645,934,1579,419,138,98,334,1316,1501,683,1046,731,5,0
collima01,Maurice Collins,G,78,220,189,2771,742,91,245,336,327,110,22,203,256,778,296,187,112,127,38
coltest01,R. Colter,G,75,165,76,1003,254,18,67,85,138,41,7,47,80,225,90,81,61,49,13
conloma01,Martin Conlon,F-C,82,224,379,6316,2454,498,812,1310,378,148,73,413,684,1942,967,687,505,75,15
connele01,Lester Conner,G,76,180,199,3024,654,110,259,369,555,231,17,167,215,546,241,236,172,15,0
cookbr01,Brian Cook,F,81,234,389,5374,2231,298,754,1052,242,129,129,241,741,1985,884,271,211,636,252
coopewa01,Artis Cooper,C-F,82,220,102,1090,224,92,197,289,43,11,88,37,177,227,92,53,40,1,0
corzida01,David Corzine,C,83,240,28,147,47,10,23,33,4,5,5,2,18,38,17,22,13,0,0
crawfja01,Aaron Crawford,G,77,175,752,24203,11572,310,1652,1962,2962,741,171,1551,1237,9871,4049,2561,2167,3729,1307
crittja01,Javaris Crittenton,G,77,198,113,1854,595,84,193,277,201,59,8,137,147,518,229,196,125,52,12
croshau01,Austin Croshere,F,81,235,659,11481,4475,700,1949,2649,627,245,216,656,1094,3659,1491,1236,1064,1262,429
cummipa01,Patrick Cummings,F-C,81,230,4,26,15,3,2,5,0,0,0,2,8,6,4,10,7,0,0
cummivo01,Vonteego Cummings,G,75,185,199,3789,1381,118,255,373,534,176,32,259,387,1359,521,317,230,340,109
curetea01,Earl Cureton,F-C,81,210,20,235,28,14,43,57,7,0,3,8,30,40,13,8,2,1,0
currymi01,Michael Curry,F-G,77,210,667,13209,2986,198,847,1045,804,333,66,459,1523,2448,1094,872,719,265,79
dailequ01,Quintin Dailey,G,75,180,41,397,215,13,31,44,20,12,2,29,31,192,82,78,51,2,0
dampier01,Erick Dampier,C-F,83,265,972,23923,7307,2713,4267,6980,813,329,1394,1432,2860,5587,2783,2779,1739,16,2
daniean01,Antonio Daniels,G,76,195,871,19673,6626,219,1394,1613,2934,564,85,929,917,5110,2271,2173,1724,1155,360
daniema01,Marquis Daniels,F,78,200,451,10134,3874,457,880,1337,854,437,118,571,769,3438,1588,855,615,357,83
dareyi01,Yinka Dare,C-F,84,265,110,1002,233,101,180,281,4,12,70,96,179,217,86,107,61,0,0
daughbr01,Bradley Daugherty,C,83,245,270,10118,5491,660,2164,2824,976,233,216,656,700,3682,1997,1930,1496,7,1
davisan01,Antonio Davis,F-C,81,215,903,26083,9041,2323,4432,6755,1017,430,889,1346,2551,7120,3187,3668,2665,23,2
davisbr01,Bradley Davis,G,75,180,113,1855,523,17,134,151,296,56,20,104,269,459,197,133,102,103,27
davisda01,Elliott Davis,F,81,230,1094,29607,8706,3303,5302,8605,978,691,1270,1090,2878,6779,3592,2708,1522,8,0
davisem01,Emanual Davis,G,76,194,226,3935,1100,79,361,440,396,167,29,267,344,1020,402,178,140,443,156
davisgl01,Ronald Davis,F,81,289,277,5810,2098,418,721,1139,224,183,83,274,753,1751,787,731,520,24,4
davisma02,Mark Davis,G-F,79,205,230,3681,1261,291,406,697,294,200,75,324,481,1071,473,438,287,114,28
daviste01,Terry Davis,F-C,81,225,417,9485,2763,1013,1645,2658,248,158,121,450,1005,2283,1080,994,600,18,3
daviswa03,Walter Davis,G-F,78,193,117,2224,1381,91,160,251,193,109,4,133,219,1265,588,211,189,52,16
dawkijo01,Johnny Dawkins,G,74,165,282,7050,2506,131,484,615,1402,287,15,509,401,2226,980,494,421,367,125
dayeau01,Austin Daye,F,82,200,141,2361,886,98,350,448,112,64,65,107,279,766,330,164,128,267,98
dayto01,Todd Day,G-F,78,184,483,12214,5917,578,1071,1649,713,532,291,717,1348,5017,2036,1727,1277,1646,568
deherte01,Lennox Dehere,G,76,190,402,7305,3235,144,444,588,1034,213,36,617,830,2632,1082,954,743,867,328
delfica01,Carlos Delfino,G-F,78,230,386,8355,2919,249,1138,1387,629,314,69,371,614,2596,1039,546,407,1196,434
diawbo01,Boris Diaw-Riffiod,G-F,80,203,623,19007,6089,866,2169,3035,2498,438,373,1270,1528,5105,2528,1074,763,805,270
dickada01,Daniel Dickau,G,72,190,299,4616,1745,75,330,405,752,164,12,323,514,1517,608,421,350,525,179
dienetr01,Travis Diener,G,73,175,179,2655,854,39,205,244,432,76,9,99,200,768,298,111,94,465,164
dioguik01,Ikechukwa Diogu,F,80,250,223,2784,1346,275,414,689,69,36,65,199,424,956,488,470,369,2,1
diopde01,Desagana Diop,C,84,280,552,7857,1138,790,1293,2083,234,216,601,328,1164,1108,480,373,177,5,1
dixonju01,Juan Dixon,G,75,164,436,8510,3678,155,661,816,775,341,34,552,733,3393,1400,657,547,972,331
donalja01,James Donaldson,C,86,275,189,4582,1235,325,827,1152,117,49,177,220,363,948,491,355,253,0,0
doubyqu01,Quincy Douby,G,75,175,143,1536,590,34,118,152,93,51,21,87,128,572,223,86,76,218,68
douglsh01,Sherman Douglas,G,72,180,684,18678,7270,488,978,1466,3917,640,66,1515,1428,5948,2872,2035,1377,545,149
douglto01,Toney Douglas,G,74,190,137,3058,1337,105,247,352,356,131,7,144,293,1146,493,175,140,558,211
dreilgr01,Gregory Dreiling,C,85,250,328,3336,744,212,567,779,148,69,106,174,693,619,288,266,165,9,3
drexlcl01,Clyde Drexler,G-F,79,210,535,19077,11008,1130,2242,3372,3016,961,348,1419,1519,8695,3913,3083,2455,2193,727
duckwke01,Kevin Duckworth,C,83,275,380,9240,3743,639,1363,2002,352,185,180,611,1152,3383,1534,935,670,21,5
dudlech02,Christen Dudley,C,83,235,706,13908,2768,1914,2819,4733,292,271,913,581,1995,2720,1107,1148,554,4,0
dudleja01,Jared Dudley,G-F,79,225,305,6677,2337,413,678,1091,360,280,55,238,535,1752,825,579,424,630,263
dumasri02,Richard Dumas,F,79,200,102,2226,1080,160,191,351,111,137,47,150,228,852,434,301,209,13,3
duncati01,Timothy Duncan,C-F,82,248,1053,37737,21663,3182,8830,12012,3296,784,2380,2756,2665,16459,8356,7161,4925,143,26
dunlemi02,Michael Dunleavy,G-F,81,221,627,17987,7565,538,2387,2925,1534,520,196,999,1345,6136,2708,1729,1378,2133,771
duprero01,Ronald Dupree,F,79,209,157,1757,555,116,223,339,100,57,29,90,252,510,218,204,114,13,5
eacklle01,Ledell Eackles,G-F,77,215,283,5762,2811,188,436,624,435,158,22,329,481,2399,1079,712,544,309,109
eatonma01,Mark Eaton,C,87,275,225,5707,852,405,1017,1422,108,93,472,202,680,662,347,249,158,0,0
edneyty01,Tyus Edney,G,70,152,226,4743,1728,122,271,393,910,217,6,395,387,1438,583,617,497,202,65
edwarbl01,Theodore Edwards,G-F,76,200,622,16520,6858,629,1496,2125,1264,652,261,1035,1643,5798,2735,1387,1093,878,295
edwarja01,James Edwards,C-F,84,225,297,4966,2391,212,515,727,200,56,89,314,802,1961,906,806,578,3,1
ehlocr01,Joel Ehlo,G-F,78,180,499,13260,4738,579,1311,1890,1460,606,123,740,985,4211,1886,737,518,1231,448
eisleho01,Howard Eisley,G,74,177,786,16011,5116,208,1116,1324,2748,540,83,1172,1701,4617,1881,1013,838,1474,516
eliema01,Mario Elie,G-F,77,205,732,18654,6265,520,1497,2017,1875,671,129,960,1438,4492,2123,1692,1445,1572,574
ellinwa01,Wayne Ellington,G,76,200,138,2565,915,59,208,267,146,48,8,127,157,845,350,123,103,283,112
ellisda01,Dale Ellis,G-F,79,205,704,20233,9755,641,1537,2178,888,502,86,850,1344,7949,3723,1476,1158,2861,1151
ellisla01,LaPhonso Ellis,F,80,240,624,17616,7410,1320,2712,4032,981,433,477,1001,1934,6409,2895,1888,1379,797,241
ellismo01,Monta Ellis,G,75,175,376,13363,7276,323,1077,1400,1595,637,115,1014,933,6003,2815,1747,1345,910,301
elsonfr01,Francisco Elson,C,83,230,467,7194,1724,497,1140,1637,259,227,254,354,1000,1515,724,390,273,16,3
englial01,Alexander English,F,79,190,79,1748,763,108,146,254,105,40,25,101,141,734,322,140,119,1,0
evansbr01,Brian Evans,F,80,220,102,1097,375,56,108,164,77,35,18,42,115,378,144,61,50,108,37
evansre01,Reginald Evans,F-C,80,245,572,11175,2432,1412,2563,3975,345,402,89,640,1368,1759,819,1516,793,9,1
ewingda01,Daniel Ewing,G,75,185,127,1683,431,32,126,158,174,69,10,107,148,416,162,91,71,122,36
farmeji01,James Farmer,G,76,190,31,485,259,29,41,70,42,13,2,43,61,229,103,65,48,25,5
farmeto01,Anthony Farmer,F,81,225,101,1368,532,134,193,327,79,76,20,91,190,365,144,304,234,53,10
favorde01,Derrick Favors,F,82,246,78,1535,533,171,241,412,39,29,68,77,246,416,215,173,103,0,0
feitlda01,Dave Feitl,C,83,235,86,547,219,50,111,161,14,5,15,44,74,217,85,63,49,3,0
fernaru01,Rudolfo Fernandez Farres,G-F,78,185,218,5255,1986,119,424,543,478,218,37,246,332,1628,641,387,331,1025,373
fesenky01,Kyrylo Fesenko,C,84,235,132,1090,297,95,165,260,39,17,53,66,222,247,123,128,51,2,0
fieldla01,Landry Fields,G-F,79,210,82,2541,797,105,416,521,155,80,17,107,114,602,299,147,113,219,86
finlemi01,Michael Finley,G-F,79,215,1103,38004,17306,1120,3684,4804,3245,996,323,1629,1812,15095,6696,3032,2460,3880,1454
fizerma01,Darnell Fizer,F,80,260,289,6032,2782,375,965,1340,352,134,81,428,648,2536,1103,803,555,110,21
flemive01,Vern Fleming,G,77,180,413,8655,3512,311,662,973,1396,303,41,650,669,2865,1397,951,698,120,20
fortsda01,Daniel Fortson,F,79,260,440,8832,3615,1195,1989,3184,301,182,94,655,1553,2534,1196,1556,1221,12,2
fosteje01,Jeffrey Foster,F-C,83,230,753,15621,3722,2082,3125,5207,699,499,307,606,1895,2942,1463,1286,790,53,6
foxri01,Ulrich Fox,G-F,78,230,930,23723,8966,996,2521,3517,2649,967,355,1611,2739,7519,3382,1858,1431,2208,771
foyera01,Randy Foye,G,76,210,324,8851,3801,125,668,793,1097,241,81,570,732,3284,1359,823,709,1040,374
foylead01,Adonal Foyle,C-F,82,250,733,13061,2989,1301,2160,3461,344,264,1193,597,1575,2766,1318,707,353,2,0
francst01,Steve Francis,G,75,193,576,21633,10446,960,2255,3215,3473,846,223,2030,1813,8267,3543,3494,2785,1684,575
fredean01,Anthony Frederick,F,79,205,101,1327,566,111,117,228,115,62,39,98,141,538,228,152,106,17,4
fryech01,Channing Frye,C,83,248,436,10291,4159,508,1694,2202,409,222,285,426,1265,3580,1612,710,572,900,363
fulleto02,Todd Fuller,F-C,83,255,225,2500,835,240,434,674,46,34,60,146,351,752,317,301,201,4,0
gadzuda01,Daniel Gadzuric,C,83,240,525,7777,2467,909,1412,2321,196,242,447,356,1246,2099,1050,735,367,8,0
gainesu01,Sundiata Gaines,G,73,195,56,517,217,19,48,67,81,28,1,41,42,187,80,82,41,64,16
gallida01,Danilo Gallinari,F,82,225,171,5264,2361,137,621,758,254,140,89,208,383,1692,713,725,614,853,321
garcifr01,Francisco Garcia,G-F,79,195,373,8748,3408,235,836,1071,575,321,275,451,928,2773,1225,694,561,1078,397
garlawi01,Winston Garland,G,74,170,286,6846,2249,193,471,664,1184,305,49,463,695,2022,876,557,459,142,38
garrito01,Thomas Garrick,G,74,185,107,1498,397,52,131,183,321,98,6,110,155,379,159,105,78,26,1
gasolma01,Marc Gasol Saez,C,85,265,232,7575,2934,563,1251,1814,508,206,335,445,784,2003,1092,1045,747,9,3
gattike01,Kenneth Gattison,F-C,80,225,352,7873,3146,582,1277,1859,369,231,263,447,1089,2375,1240,1026,666,8,0
gayru01,Rudy Gay,F,81,220,372,13378,6607,538,1553,2091,699,489,334,837,975,5534,2527,1510,1159,1118,394
geigema01,Matthew Geiger,C,84,243,552,12221,5059,1152,2006,3158,388,306,347,744,1629,4083,2039,1325,965,69,16
georgde01,Devean George,G-F,80,220,630,11684,3536,546,1429,1975,543,436,230,447,1270,3360,1318,656,473,1246,427
georgta01,Tate George,G,77,190,177,2019,736,65,115,180,325,76,11,157,182,717,297,172,141,14,1
gibsoda01,Daniel Gibson,G,74,190,316,7481,2602,126,505,631,617,187,66,297,653,2151,894,442,347,1117,467
gibsota01,Taj Gibson,F,81,225,162,3946,1304,388,681,1069,128,89,210,185,485,1131,545,323,213,8,1
gilled01,Eddie Gill,G,72,190,187,2030,571,28,179,207,217,104,14,139,209,496,179,177,150,197,63
gilliar01,Armen Gilliam,F-C,81,230,724,20068,9438,1607,3220,4827,865,495,500,1276,1478,7305,3544,2961,2350,15,0
glassge01,Gerald Glass,G-F,77,221,201,3347,1553,228,284,512,298,130,58,179,361,1583,686,241,155,110,26
glovedi01,Micaiah Glover,G,77,220,294,6131,2407,213,684,897,455,233,65,370,487,2222,914,570,431,467,148
goldwan01,Anthony Goldwire,G,73,175,266,4951,1667,72,287,359,737,167,9,264,388,1425,580,380,301,533,206
gordobe01,Benjamin Gordon,G,75,200,542,16338,9148,293,1218,1511,1529,416,84,1225,1394,7400,3221,2043,1754,2357,952
gortama01,Marcin Gortat,F-C,83,240,230,3954,1367,356,918,1274,103,72,215,154,441,1034,573,316,219,8,2
grahagr01,Gregory Graham,G,76,174,207,2530,938,59,160,219,201,128,12,179,213,813,331,293,227,169,49
grahajo01,Joey Graham,F,79,225,377,6117,2239,272,786,1058,207,134,43,309,804,1776,857,578,471,180,54
grahast01,Stephen Graham,G,78,215,240,2959,984,79,357,436,120,57,24,157,353,864,384,210,162,174,54
grangda01,Danny Granger,F,80,225,447,14853,8128,539,1810,2349,924,471,412,912,1347,6212,2745,2169,1830,2098,808
grantga01,Gary Grant,G,75,185,437,9149,2947,208,642,850,2065,569,55,804,910,2793,1262,427,338,299,85
grantho01,Horace Grant,F-C,82,215,925,31232,10353,2836,4850,7686,2091,914,937,979,2130,8554,4334,2416,1681,56,4
grayeje01,Jeffrey Grayer,F-G,76,200,356,6650,2628,466,576,1042,506,213,54,383,592,2365,1080,657,434,127,34
greenac01,A.C. Green,F-C,81,220,871,24915,7872,2219,4097,6316,976,667,267,878,1453,6023,2911,2693,1944,413,106
greendo01,Donte Greene,F,83,226,200,3484,1256,121,346,467,149,93,87,190,306,1175,477,239,162,437,140
greenge01,Gerald Green,F,80,200,181,2890,1362,105,263,368,145,72,37,207,335,1208,507,269,218,363,130
greenje02,Jeffrey Green,F,81,228,315,10584,4367,405,1342,1747,516,284,189,565,831,3706,1650,1012,782,846,285
greenli01,Litterial Green,G,73,185,148,1189,423,24,51,75,182,49,6,78,124,343,144,200,133,26,2
greenri01,Rickey Green,G,72,170,105,2615,899,36,125,161,481,74,7,126,158,825,380,159,130,40,9
greenwi01,Willie Green,G,76,200,499,10851,4626,184,786,970,805,293,74,559,912,4394,1866,769,581,973,313
griffda01,Darrell Griffith,G,76,190,75,1005,430,17,73,90,37,42,7,48,100,445,174,45,34,138,48
haddaha01,Hamed Haddadi,C,86,254,86,528,185,66,124,190,23,4,39,40,106,151,69,72,47,4,0
haleyja01,Jack Haley,C-F,82,240,223,1915,709,204,347,551,46,31,36,118,348,597,259,305,191,2,0
hamda01,Darvin Ham,F,79,220,417,5178,1139,472,491,963,229,136,154,308,766,856,443,504,249,16,4
hamilri01,Richard Hamilton,G-F,78,185,843,27769,14892,758,1945,2703,2922,678,125,1844,2180,12503,5625,3691,3145,1432,497
hancoda01,Darrin Hancock,G-F,79,205,133,1395,467,58,111,169,89,56,10,97,157,370,196,126,73,6,2
hansebo01,Robert Hansen,G,78,190,104,1620,402,50,123,173,159,47,8,62,206,434,175,58,26,96,26
hardaan01,Anfernee Hardaway,G-F,79,195,704,23714,10684,975,2171,3146,3525,1125,312,1786,1562,8731,3995,2831,2191,1591,503
hardati01,Timothy Hardaway,G,72,175,788,27963,14211,487,2058,2545,6406,1263,117,2221,1795,12091,5176,2987,2340,4261,1519
harpede01,Derek Harper,G,76,185,634,20143,8284,299,1071,1370,3140,871,96,1216,1450,7122,3134,1768,1306,1966,710
harpero01,Ronald Harper,G-F,78,185,753,22087,8833,893,2186,3079,2625,1119,478,1418,1591,7814,3364,2296,1648,1530,457
harrial01,Albert Harrington,F,81,230,873,25619,12051,1402,3583,4985,1524,782,233,1685,2798,10281,4581,2815,2055,2344,834
harride01,Devin Harris,G,75,185,480,13523,6378,198,1001,1199,2412,579,104,1073,1197,4793,2114,2294,1849,986,301
harriju01,Lorinza Harrington,G,76,180,140,3096,733,69,312,381,428,126,25,250,401,782,290,193,133,73,20
harriot01,Othella Harrington,F-C,81,235,709,13926,5212,1087,2043,3130,443,185,286,948,1868,4001,2021,1585,1170,11,0
harvean01,Antonio Harvey,F-C,83,225,187,1954,553,155,278,433,58,54,130,108,255,565,230,180,92,3,1
hassetr01,Trenton Hassell,G,74,200,644,16283,3741,541,1285,1826,1132,282,272,597,1399,3481,1549,716,548,299,95
hawessp01,Spencer Hawes,C,84,244,301,6809,2517,490,1189,1679,472,119,287,444,778,2352,1095,388,248,260,79
haywago01,Gordon Hayward,F,80,207,72,1218,388,41,98,139,81,30,19,70,106,293,142,97,69,74,35
hendece02,Cedric Henderson,F,79,215,260,6182,1885,170,585,755,419,228,111,401,578,1797,783,438,313,43,6
hensost01,Steven Henson,G,71,177,238,2282,739,46,130,176,465,88,2,175,283,631,254,145,126,243,105
herreca01,Carl Herrera,F,81,215,465,8042,2481,577,1113,1690,261,237,204,447,934,2183,1039,624,401,14,2
herrmwa01,Walter Herrmann Heinrich,F-C,81,225,152,1944,819,78,241,319,66,31,12,61,143,681,312,103,81,299,114
hilarne01,Nene,F-C,83,260,527,15614,6492,1140,2511,3651,953,658,484,1014,1795,4303,2423,2423,1644,21,2
hillge01,George Hill,G,74,180,231,5697,2286,96,466,562,555,180,68,274,525,1743,790,653,530,465,176
hillty01,Tyrone Hill,C-F,81,240,801,22388,7532,2396,4458,6854,647,614,379,1244,2893,5643,2834,2901,1864,13,0
hinriki01,Kirk Hinrich,G,75,190,586,19662,7640,224,1710,1934,3293,730,164,1237,1784,6676,2788,1451,1177,2332,887
hinsoro01,Roy Hinson,F-C,81,210,9,91,41,6,13,19,4,0,3,6,14,39,20,3,1,0,0
hodgedo01,Donald Hodge,C,84,230,249,3501,1182,306,503,809,191,84,95,236,531,1057,462,357,254,14,4
hoibefr01,Fredrick Hoiberg,G,76,203,541,9977,2944,143,1295,1438,846,428,59,292,783,2227,959,765,653,941,373
holliry01,Ryan Hollins,C,84,230,274,3565,1172,258,369,627,99,62,149,227,612,745,415,515,342,1,0
hopsode01,Dennis Hopson,G-F,77,195,132,2042,1007,154,161,315,167,92,53,159,194,837,380,336,234,52,13
hornaje01,Jeffrey Hornacek,G,75,190,770,25395,12221,646,1975,2621,3578,1113,189,1426,1751,9212,4541,2704,2407,1775,732
horryro01,Robert Horry,F,81,220,1107,27065,7715,1644,3625,5269,2343,1158,1035,1378,2680,6643,2820,1762,1280,2329,795
houseed01,Edward House,G,72,176,717,12409,5356,164,1059,1223,1112,469,58,571,927,5076,2078,450,383,2096,817
houstby01,Byron Houston,F,77,250,214,2674,835,237,411,648,114,103,86,173,543,673,307,312,211,39,10
howarju01,Juwan Howard,F-C,81,240,1172,36461,16118,2333,5050,7383,2647,815,312,2447,3465,13898,6525,4009,3061,56,7
humphja01,John Humphries,G,75,185,322,8841,3477,180,507,687,1559,423,42,543,886,2991,1387,698,546,480,157
hunteli01,Lindsey Hunter,G,74,170,937,23252,7956,438,1583,2021,2506,1121,165,1159,1857,7663,2970,1261,941,2984,1075
ibakase01,Sergeballu Ibaka,F,82,235,155,3539,1269,352,667,1019,32,56,295,139,461,987,536,276,196,3,1
iguodan01,Andre Iguodala,F,78,207,553,21006,8651,603,2609,3212,2651,969,280,1345,1195,6528,3014,2867,2136,1507,487
ilyaser01,Ersan Ilyasova,F,81,235,207,4376,1813,320,751,1071,189,131,64,185,557,1599,683,351,276,510,171
iuzzomi01,Michael Iuzzolino,G,70,172,122,3049,1096,58,180,238,522,82,7,221,180,833,381,277,221,280,113
iveyro01,Royal Ivey,G,75,200,403,5106,1400,130,345,475,459,193,35,227,647,1311,534,309,225,307,107
jackja01,Jarrett Jack,G,75,202,487,13155,5026,161,1112,1273,1940,390,41,924,900,3915,1745,1405,1195,975,341
jacksda01,Darnell Jackson,F,81,253,138,1033,308,90,113,203,26,24,11,50,159,274,123,90,58,17,4
jacksja01,Jaren Jackson,G-F,76,190,403,7050,2303,191,571,762,487,245,52,330,709,2146,840,364,277,977,346
jacksma01,Mark Jackson,G,73,180,1060,30967,9347,949,2959,3908,8243,1155,100,2460,1702,7944,3549,2129,1663,1716,586
jacobca01,Casey Jacobsen,G-F,77,215,287,5321,1488,118,398,516,304,121,24,210,372,1210,476,425,327,594,209
jameshe01,Henry James,F,80,220,212,2703,1292,106,212,318,87,48,18,134,306,1139,472,242,196,402,152
jamesle01,LeBron James,F,80,240,627,25174,17362,758,3693,4451,4364,1079,532,2086,1233,12888,6173,5580,4153,2623,863
jamesmi01,Michael James,G,74,188,528,13303,5526,201,1034,1235,1890,426,33,821,1075,4791,2013,1081,868,1673,632
jasiksa01,Sarunas Jasikevicius,G,76,195,138,2530,933,34,188,222,399,66,5,206,183,751,298,228,207,366,130
jeffeal01,Al Jefferson,F,82,256,489,14583,7757,1348,2979,4327,624,322,660,764,1399,6490,3257,1765,1243,21,0
jeffrja01,Jared Jeffries,F,81,215,551,12478,2789,1071,1279,2350,757,400,292,627,1380,2530,1088,941,543,274,70
jennibr01,Brandon Jennings,G,73,169,145,4840,2289,91,425,516,775,200,39,346,322,2142,812,519,422,691,243
jerebjo01,Jonas Jerebko,F,83,231,80,2232,741,194,284,478,58,79,29,82,230,603,290,176,125,115,36
jianlyi01,Jianlian Yi,F,83,238,200,4768,1649,317,725,1042,142,109,152,236,477,1542,626,467,366,107,31
johnsam01,Amir Johnson,F,81,210,289,5148,1704,549,812,1361,186,146,310,215,853,1200,703,417,296,11,2
johnsav01,Avery Johnson,G,70,175,958,25749,8609,347,1337,1684,5611,960,150,1682,1570,7339,3538,2134,1508,173,25
johnsde03,DerMarr Johnson,G-F,81,201,344,5929,2121,192,577,769,304,198,149,349,598,1872,770,389,307,815,274
johnser02,Ervin Johnson,C,83,245,845,16988,3473,1677,3471,5148,387,471,1087,724,2430,2756,1393,1133,685,10,2
johnsfr01,Franklin Johnson,G,73,185,147,1997,656,70,125,195,334,101,9,145,231,611,270,145,113,24,3
johnsja01,James Johnson,F,81,245,103,1579,527,71,199,270,137,54,80,126,221,447,203,141,98,80,23
johnske02,Kevin Johnson,G,73,180,500,17183,9080,363,1240,1603,4437,749,114,1527,1017,6277,3089,3306,2757,437,145
johnsli01,Linton Johnson,F,80,205,151,2111,582,159,334,493,65,84,63,100,271,574,239,103,72,105,32
johnsma02,Earvin Johnson,G-F,80,215,111,3891,1999,145,589,734,1209,128,30,417,198,1270,603,774,691,308,102
johnsvi01,Vincent Johnson,G,74,200,142,3740,1436,177,285,462,416,116,29,192,259,1435,608,294,190,94,30
jonesch01,Charles Jones,F-C,81,215,331,5500,466,447,859,1306,201,154,371,142,775,392,185,179,96,2,0
