ID,GroupCount,max_Windspeed,max_HurrCat,FirstTS,HurrDurrs,mean_Windspeed
61942,13,52,TS,27/09/1942 06:00,72:00:00,44.2308
61943,19,98,2,15/09/1943 18:00,108:00:00,76.0526
61944,9,52,TS,09/09/1944 00:00,48:00:00,45.4444
61945,13,58,TS,29-Aug-1945 06:00:00,72:00:00,45.2308
61946,14,46,TS,31/10/1946 06:00,78:00:00,35.7143
61947,23,58,TS,20/09/1947 06:00,132:00:00,43.087
61948,51,132,4,04/09/1948 06:00,300:00:00,96.7451
61949,27,46,TS,05/09/1949 06:00,156:00:00,45.3333
61950,37,138,4,08/09/1950 06:00,216:00:00,96.1892
61951,36,115,3,02/09/1951 18:00,210:00:00,80.2778
61952,21,109,2,06/10/1952 12:00,120:00:00,54.7619
61953,27,127,3,14/09/1953 06:00,156:00:00,77.7037
61954,7,75,1,11/09/1954 06:00,36:00:00,55.1429
61955,30,104,2,02/09/1955 06:00,174:00:00,81.3333
61956,10,69,TS,11/09/1956 18:00,54:00:00,49
61957,12,52,TS,16/09/1957 18:00,66:00:00,44.75
61958,34,92,1,04/09/1958 12:00,198:00:00,57
61959,8,58,TS,17-Aug-1959 18:00:00,42:00:00,42.5
61960,14,161,5,14/09/1960 12:00,78:00:00,59.5714
61961,14,40,TS,12/09/1961 12:00,78:00:00,36.3571
61963,24,98,2,23/09/1963 12:00,138:00:00,60.7917
61964,75,132,4,28-Aug-1964 12:00:00,444:00:00,74.88
61965,27,81,1,12/10/1965 12:00,156:00:00,59.2963
61966,69,127,3,21-Aug-1966 00:00:00,408:00:00,91.0145
61967,13,86,1,01/10/1967 18:00,72:00:00,59
61968,38,81,1,14/09/1968 12:00,222:00:00,58.5526
61969,27,115,3,29-Aug-1969 00:00:00,156:00:00,68.2963
61970,20,127,3,08/09/1970 12:00,114:00:00,59.2
61971,51,161,5,05/09/1971 18:00,300:00:00,60.0196
61972,11,69,TS,19/09/1972 12:00,60:00:00,55
61973,37,115,3,14/09/1973 12:00,216:00:00,70.0811
61974,49,150,4,29-Aug-1974 06:00:00,288:00:00,76.3469
61975,46,104,2,18/09/1975 06:00,270:00:00,55.8696
61976,62,104,2,20-Aug-1976 12:00:00,366:00:00,77.0484
61977,10,58,TS,16/10/1977 18:00,54:00:00,38.8
61978,28,138,4,30-Aug-1978 00:00:00,162:00:00,90.5357
61979,68,132,4,29-Aug-1979 06:00:00,402:00:00,59.8382
61980,61,115,3,06/09/1980 00:00,360:00:00,88
61981,37,115,3,03/09/1981 12:00,216:00:00,64.2703
61982,11,69,TS,30/09/1982 12:00,60:00:00,48.8182
61984,7,63,TS,14/09/1984 00:00,36:00:00,42
61985,16,63,TS,15/09/1985 18:00,90:00:00,53.1875
61986,13,86,1,18/11/1986 18:00,72:00:00,61.1538
61987,28,127,3,20/09/1987 00:00,162:00:00,66.5
61988,13,58,TS,07/09/1988 00:00,72:00:00,43.0769
61989,63,86,1,26-Aug-1989 00:00:00,372:00:00,49.6032
61990,13,40,TS,11-Aug-1990 12:00:00,72:00:00,32.3846
61991,9,46,TS,15/10/1991 00:00,48:00:00,42.2222
61992,29,63,TS,26/09/1992 18:00,168:00:00,43.4828
61993,23,81,1,07/09/1993 12:00,132:00:00,64.7391
61994,28,109,2,02/11/1994 00:00,162:00:00,68.6786
61995,69,138,4,08-Aug-1995 00:00:00,408:00:00,74.4783
61996,71,121,3,23-Aug-1996 12:00:00,420:00:00,60.9155
61997,67,127,3,03/09/1997 06:00,396:00:00,73.0299
61998,21,63,TS,08/09/1998 18:00,120:00:00,38.8095
61999,48,155,4,07/09/1999 18:00,282:00:00,84.5625
62000,29,81,1,10/09/2000 18:00,168:00:00,62.1034
62001,46,115,3,07/09/2001 18:00,270:00:00,62.3261
62002,22,58,TS,05/09/2002 18:00,126:00:00,27.0455
62003,53,144,4,27-Aug-2003 18:00:00,312:00:00,100.2264
62004,68,144,4,25-Aug-2004 00:00:00,402:00:00,86.0294
62005,38,69,TS,21/07/2005 18:00,222:00:00,51.4474
62006,43,75,1,24-Aug-2006 18:00:00,252:00:00,45.4884
62007,26,173,5,31-Aug-2007 12:00:00,150:00:00,80.3846
62008,52,69,TS,15-Aug-2008 12:00:00,306:00:00,43.7308
62009,48,121,3,07/09/2009 18:00,282:00:00,50.0625
62010,24,63,TS,30-Aug-2010 00:00:00,138:00:00,43.9583
71853,1,58,TS,28-Sep-1853 12:00:00,00:00:00,58
71859,10,69,TS,16-Oct-1859 00:00:00,54:00:00,63.3
71860,18,104,2,20-Oct-1860 00:00:00,102:00:00,88.4444
71861,1,58,TS,07-Oct-1861 12:00:00,00:00:00,58
71863,6,58,TS,18-Sep-1863 12:00:00,30:00:00,54
71865,32,104,2,18-Oct-1865 00:00:00,186:00:00,75.6875
71866,7,69,TS,29-Oct-1866 06:00:00,36:00:00,61
71867,32,104,2,02-Oct-1867 00:00:00,186:00:00,82.3125
71869,32,104,2,11-Sep-1869 00:00:00,186:00:00,92.6875
71870,1,81,1,07-Oct-1870 12:00:00,00:00:00,81
71871,32,81,1,30-Sep-1871 00:00:00,186:00:00,63.8438
71874,20,104,2,31-Oct-1874 00:00:00,114:00:00,71
71877,18,58,TS,24-Oct-1877 00:00:00,102:00:00,49.3333
71878,60,138,4,24-Sep-1878 00:00:00,354:00:00,101.85
71879,24,81,1,24-Oct-1879 00:00:00,138:00:00,61.5
71880,12,92,1,08-Sep-1880 00:00:00,66:00:00,76.8333
71881,28,69,TS,18-Sep-1881 00:00:00,162:00:00,57.3214
71885,16,92,1,26-Sep-1885 00:00:00,90:00:00,67.875
71886,22,115,3,20-Aug-1886 12:00:00,126:00:00,83.5
71887,39,127,3,18-Aug-1887 06:00:00,228:00:00,98.2564
71888,18,109,2,08-Oct-1888 12:00:00,102:00:00,72.2778
71889,31,58,TS,12-Sep-1889 06:00:00,180:00:00,50.2581
71891,24,52,TS,04-Oct-1891 12:00:00,138:00:00,47.75
71892,45,98,2,05-Oct-1892 00:00:00,264:00:00,84.2
71893,39,98,2,20-Aug-1893 06:00:00,228:00:00,84.0513
71894,42,109,2,21-Oct-1894 06:00:00,246:00:00,85.4524
71896,12,58,TS,27-Nov-1896 00:00:00,66:00:00,49.5
71898,48,132,4,25-Sep-1898 00:00:00,282:00:00,75.6875
71899,17,46,TS,10-Oct-1899 12:00:00,96:00:00,46
71900,24,52,TS,24/10/1900 00:00,138:00:00,43.4167
71901,55,104,2,29-Aug-1901 06:00:00,324:00:00,80.5818
71903,40,98,2,01/10/1903 00:00,234:00:00,77.125
71906,44,69,TS,22/09/1906 00:00,258:00:00,61.3636
71908,10,69,TS,16/09/1908 12:00,54:00:00,51.8
71909,14,52,TS,22-Aug-1909 00:00:00,78:00:00,38.3571
71912,43,115,3,11/11/1912 06:00,252:00:00,75.5349
71916,21,109,2,21-Aug-1916 06:00:00,120:00:00,59.4286
71921,28,58,TS,19/11/1921 00:00,162:00:00,39.0357
71923,20,63,TS,15/10/1923 00:00,114:00:00,54.8
71924,48,58,TS,24/09/1924 00:00,282:00:00,44.9167
71926,45,150,4,11/09/1926 12:00,264:00:00,104.2222
71927,18,46,TS,30/10/1927 12:00,102:00:00,40.4444
71931,33,98,2,08/09/1931 18:00,192:00:00,66.1212
71932,44,63,TS,16/09/1932 00:00,258:00:00,52.3182
71933,31,46,TS,14-Aug-1933 00:00:00,180:00:00,36.6129
71934,22,104,2,05/09/1934 06:00,126:00:00,67.5909
71935,39,104,2,30/10/1935 06:00,228:00:00,67.1026
71936,23,40,TS,07-Aug-1936 06:00:00,132:00:00,39.7826
71937,34,98,2,20/09/1937 06:00,198:00:00,82.1471
71938,9,46,TS,23/10/1938 06:00,48:00:00,41.4444
71940,13,52,TS,20/10/1940 18:00,72:00:00,44.6923
71942,19,58,TS,01/10/1942 06:00,108:00:00,47.2632
71943,14,58,TS,28/09/1943 06:00,78:00:00,47.4286
71944,30,138,4,09/09/1944 06:00,174:00:00,93.6667
71945,13,40,TS,03/09/1945 18:00,72:00:00,34.9231
71947,11,52,TS,06/10/1947 06:00,60:00:00,37.8182
71948,31,121,3,18/09/1948 06:00,180:00:00,88.4194
71949,19,58,TS,13/09/1949 06:00,108:00:00,44.9474
71950,42,109,2,27/09/1950 06:00,246:00:00,69.5714
71951,7,58,TS,20/09/1951 06:00,36:00:00,51.1429
71952,33,150,4,20/10/1952 12:00,192:00:00,82.3939
71953,28,69,TS,14/09/1953 06:00,162:00:00,63.5
71954,13,69,TS,24/09/1954 18:00,72:00:00,59.3077
71955,10,92,1,04/09/1955 12:00,54:00:00,57
71956,39,92,1,21/09/1956 06:00,228:00:00,48.7179
71957,29,81,1,20/09/1957 12:00,168:00:00,52.6207
71958,10,69,TS,13/09/1958 12:00,54:00:00,45.5
71959,21,75,1,09/09/1959 06:00,120:00:00,55.2381
71960,41,46,TS,17/09/1960 06:00,240:00:00,28.8293
71961,41,127,3,30/09/1961 06:00,240:00:00,76.6098
71963,69,144,4,26/09/1963 12:00,408:00:00,94.2319
71964,49,115,3,04/09/1964 06:00,288:00:00,79.2857
71966,26,58,TS,01/09/1966 12:00,150:00:00,37.5
71967,14,52,TS,05/10/1967 12:00,78:00:00,38.5
71968,30,58,TS,23/09/1968 12:00,174:00:00,40.0667
71969,19,127,3,06/09/1969 00:00,108:00:00,58.0526
71970,23,69,TS,12/09/1970 00:00,132:00:00,38.3043
71971,39,92,1,03/09/1971 12:00,228:00:00,46.1538
71972,25,46,TS,01/11/1972 18:00,144:00:00,37.16
71973,20,81,1,08/10/1973 18:00,114:00:00,69
71974,12,52,TS,02/09/1974 18:00,66:00:00,43.8333
71975,46,138,4,22/09/1975 18:00,270:00:00,76.4565
71976,45,115,3,27-Aug-1976 12:00:00,264:00:00,70.4889
71978,50,98,2,04/09/1978 00:00,294:00:00,54.42
71979,44,98,2,04/09/1979 12:00,258:00:00,71.0682
71980,32,81,1,01/09/1980 00:00,186:00:00,40.4062
71981,36,104,2,07/09/1981 00:00,210:00:00,58.0556
71984,21,63,TS,15/09/1984 12:00,120:00:00,47.5714
71985,63,144,4,16/09/1985 12:00,372:00:00,68.6032
71987,20,75,1,09/10/1987 06:00,114:00:00,49.3
71988,18,81,1,07/09/1988 06:00,102:00:00,46.1667
71989,57,144,4,30-Aug-1989 12:00:00,336:00:00,87.386
71990,41,121,3,24-Aug-1990 06:00:00,240:00:00,83.6829
71991,17,98,2,25/10/1991 18:00,96:00:00,63.7059
71992,31,86,1,22/10/1992 12:00,180:00:00,58.871
71993,29,98,2,14/09/1993 18:00,168:00:00,43.5862
71994,54,86,1,08/11/1994 12:00,318:00:00,46.2407
71995,10,69,TS,09-Aug-1995 18:00:00,54:00:00,46.8
71996,29,46,TS,26-Aug-1996 00:00:00,168:00:00,38.931
71997,17,46,TS,04/10/1997 18:00,96:00:00,38.1176
71998,64,155,4,15/09/1998 12:00,378:00:00,84.6719
71999,49,150,4,11/09/1999 12:00,288:00:00,102.3469
72000,28,81,1,14/09/2000 12:00,162:00:00,42.9643
72001,41,81,1,11/09/2001 18:00,240:00:00,58.0488
72002,27,98,2,08/09/2002 12:00,156:00:00,56.3333
72003,12,40,TS,30-Aug-2003 12:00:00,66:00:00,30.1667
72004,27,75,1,27-Aug-2004 12:00:00,156:00:00,45.9259
72005,9,46,TS,23/07/2005 18:00,48:00:00,35.2222
72006,62,92,1,03/09/2006 18:00,366:00:00,57.8065
72007,14,58,TS,08/09/2007 00:00,78:00:00,42.9286
72008,47,144,4,25-Aug-2008 00:00:00,276:00:00,63.3191
72009,37,63,TS,27/09/2009 18:00,216:00:00,47.3784
72010,30,40,TS,01/09/2010 00:00,174:00:00,32.1333
81853,14,104,2,19-Oct-1853 00:00:00,78:00:00,93.8571
81859,24,92,1,24-Oct-1859 00:00:00,138:00:00,71.0417
81861,11,81,1,01-Nov-1861 06:00:00,60:00:00,69.2727
81863,4,58,TS,26-Sep-1863 12:00:00,18:00:00,55
81867,1,46,TS,09-Oct-1867 12:00:00,00:00:00,46
81869,1,69,TS,14-Sep-1869 12:00:00,00:00:00,69
81870,6,81,1,10-Oct-1870 00:00:00,30:00:00,81
81871,14,81,1,10-Oct-1871 00:00:00,78:00:00,79.3571
81877,12,58,TS,28-Nov-1877 00:00:00,66:00:00,50
81878,28,81,1,09-Oct-1878 00:00:00,162:00:00,67.25
81879,16,104,2,18-Nov-1879 00:00:00,90:00:00,80
81880,32,138,4,27-Sep-1880 00:00:00,186:00:00,101.5625
81885,16,69,TS,10-Oct-1885 12:00:00,90:00:00,51.875
81886,36,98,2,16-Sep-1886 00:00:00,210:00:00,69.5833
81887,23,104,2,01-Sep-1887 00:00:00,132:00:00,76.4348
81888,31,58,TS,01-Nov-1888 06:00:00,180:00:00,50.6452
81889,29,69,TS,29-Sep-1889 12:00:00,168:00:00,53.6897
81891,35,63,TS,07-Oct-1891 12:00:00,204:00:00,47.2
81892,30,92,1,13-Oct-1892 00:00:00,174:00:00,68.3
81893,23,98,2,04-Sep-1893 06:00:00,132:00:00,61.6087
81898,13,52,TS,25-Sep-1898 18:00:00,72:00:00,41.7692
81899,14,46,TS,15-Oct-1899 12:00:00,78:00:00,38.7143
81901,43,81,1,09/09/1901 06:00,252:00:00,54.5581
81903,24,69,TS,05/10/1903 00:00,138:00:00,54.9167
81906,63,121,3,08/10/1906 06:00,372:00:00,73.1111
81908,66,109,2,21/09/1908 12:00,390:00:00,75.5
81909,16,52,TS,28-Aug-1909 00:00:00,90:00:00,41.0625
81916,26,81,1,27-Aug-1916 06:00:00,150:00:00,64.6154
81923,22,58,TS,16/10/1923 12:00,126:00:00,41.3636
81924,17,75,1,27/09/1924 00:00,96:00:00,48.5294
81926,42,104,2,21/09/1926 12:00,246:00:00,77.6905
81927,12,58,TS,19/11/1927 00:00,66:00:00,48.1667
81931,25,75,1,23/09/1931 06:00,144:00:00,55.6
81932,16,63,TS,18/09/1932 00:00,90:00:00,41.375
81933,59,161,5,22-Aug-1933 06:00:00,348:00:00,85.0508
81934,29,52,TS,16/09/1934 12:00,168:00:00,39.7586
81935,45,46,TS,03/11/1935 00:00,264:00:00,41.7333
81936,19,81,1,15-Aug-1936 06:00:00,108:00:00,71.1053
81937,21,46,TS,26/09/1937 06:00,120:00:00,41.4286
81938,17,69,TS,06/11/1938 18:00,96:00:00,52.8235
81940,7,46,TS,24/10/1940 18:00,36:00:00,41.8571
81942,11,40,TS,10/10/1942 06:00,60:00:00,36
81943,13,69,TS,01/10/1943 06:00,72:00:00,58.3846
81944,14,81,1,19/09/1944 06:00,78:00:00,71.3571
81945,12,58,TS,10/09/1945 00:00,66:00:00,49.5833
81947,31,86,1,09/10/1947 06:00,180:00:00,66.3226
81948,50,132,4,03/10/1948 18:00,294:00:00,69.8
81949,26,98,2,20/09/1949 12:00,150:00:00,67.2692
81950,15,58,TS,01/10/1950 06:00,84:00:00,47.8
81951,42,109,2,28/09/1951 06:00,246:00:00,64.5
81953,22,127,3,23/09/1953 12:00,126:00:00,72.8182
81954,48,98,2,25/09/1954 06:00,282:00:00,58.9167
81955,39,127,3,10/09/1955 18:00,228:00:00,83.6154
81956,33,138,4,30/10/1956 06:00,192:00:00,64.4545
81957,20,58,TS,23/10/1957 00:00,114:00:00,39.1
81958,53,132,4,21/09/1958 06:00,312:00:00,70.0377
81959,50,138,4,20/09/1959 12:00,294:00:00,69.56
81961,28,69,TS,16/10/1961 00:00,162:00:00,42.6429
81963,56,109,2,16/10/1963 12:00,330:00:00,72.2143
81964,19,46,TS,05/09/1964 18:00,108:00:00,36.6842
81966,7,52,TS,20/09/1966 12:00,36:00:00,40.4286
81967,54,92,1,19/10/1967 12:00,318:00:00,67.5
81968,34,86,1,13/10/1968 12:00,198:00:00,64.2353
81969,27,86,1,14/09/1969 12:00,156:00:00,52
81970,35,52,TS,26/09/1970 12:00,204:00:00,34.8571
81971,118,109,2,06/09/1971 00:00,702:00:00,68.0508
81973,56,69,TS,16/10/1973 06:00,330:00:00,50.7321
81974,38,69,TS,04/09/1974 18:00,222:00:00,43.7368
81975,14,52,TS,24/10/1975 18:00,78:00:00,40.1429
81976,15,46,TS,13/09/1976 12:00,84:00:00,29.8667
81978,26,132,4,13/09/1978 18:00,150:00:00,70.9231
81979,39,86,1,15/09/1979 00:00,228:00:00,39.5641
81980,23,69,TS,20/09/1980 12:00,132:00:00,51.1304
81981,34,132,4,11/09/1981 18:00,198:00:00,74.4412
81984,11,52,TS,16/09/1984 18:00,60:00:00,39.6364
81985,14,58,TS,21/09/1985 18:00,78:00:00,38.3571
81988,46,184,5,08/09/1988 18:00,270:00:00,85.8261
81989,61,161,5,10/09/1989 12:00,360:00:00,89.7869
81990,26,63,TS,25-Aug-1990 00:00:00,150:00:00,44.1923
81991,21,75,1,28/10/1991 18:00,120:00:00,59.5714
81993,13,75,1,18/09/1993 18:00,72:00:00,48.5385
81995,41,109,2,22-Aug-1995 00:00:00,240:00:00,83.7805
81996,52,138,4,03/09/1996 12:00,306:00:00,70.4423
81997,13,46,TS,14/10/1997 12:00,72:00:00,40.2308
81998,14,46,TS,17/09/1998 12:00,78:00:00,36.4286
81999,12,58,TS,19/09/1999 06:00,66:00:00,48.25
82000,42,69,TS,15/09/2000 12:00,246:00:00,40.2381
82001,26,104,2,21/09/2001 12:00,150:00:00,69.1923
82002,15,58,TS,12/09/2002 00:00,84:00:00,41.5333
82003,21,58,TS,03/09/2003 18:00,120:00:00,35.1429
82004,16,58,TS,27-Aug-2004 18:00:00,90:00:00,39.375
82005,46,63,TS,02-Aug-2005 18:00:00,270:00:00,49.1957
82006,57,121,3,10/09/2006 18:00,336:00:00,73.4912
82007,10,92,1,12/09/2007 06:00,54:00:00,46.6
82008,47,86,1,28-Aug-2008 00:00:00,276:00:00,56.2553
82009,23,52,TS,06/10/2009 00:00,132:00:00,32.5652
82010,22,63,TS,04/09/2010 18:00,126:00:00,34.5909
91863,12,69,TS,29-Sep-1863 00:00:00,66:00:00,54.75
91867,17,127,3,27-Oct-1867 00:00:00,96:00:00,80
91869,1,58,TS,01-Oct-1869 12:00:00,00:00:00,58
91870,16,104,2,19-Oct-1870 00:00:00,90:00:00,89.5
91878,32,81,1,09-Oct-1878 00:00:00,186:00:00,70.75
91880,24,81,1,05-Oct-1880 00:00:00,138:00:00,68.8333
91886,36,98,2,22-Sep-1886 00:00:00,210:00:00,88.1944
91887,46,98,2,11-Sep-1887 12:00:00,270:00:00,85.7826
91888,64,98,2,17-Nov-1888 00:00:00,378:00:00,77.7344
91889,25,58,TS,05-Oct-1889 06:00:00,144:00:00,47.76
91891,34,86,1,12-Oct-1891 12:00:00,198:00:00,70.1471
91892,34,52,TS,21-Oct-1892 00:00:00,198:00:00,48.6471
91893,83,121,3,25-Sep-1893 06:00:00,492:00:00,98.7108
91898,51,69,TS,02-Oct-1898 06:00:00,300:00:00,58.9412
91899,40,109,2,26-Oct-1899 00:00:00,234:00:00,63.625
91901,24,58,TS,12/09/1901 00:00,138:00:00,45.0417
91903,27,58,TS,21/10/1903 06:00,156:00:00,46.1111
91906,15,52,TS,14/10/1906 06:00,84:00:00,44.5333
91908,20,104,2,14/10/1908 12:00,114:00:00,63.2
91909,35,121,3,13/09/1909 12:00,204:00:00,77.5429
91916,11,52,TS,04/09/1916 12:00,60:00:00,44
91923,12,46,TS,24/10/1923 06:00,66:00:00,41.5
91924,16,58,TS,11/10/1924 12:00,90:00:00,52.875
91926,11,40,TS,03/10/1926 00:00,60:00:00,37.6364
91931,13,46,TS,13/10/1931 12:00,72:00:00,38.6923
91932,31,144,4,25/09/1932 06:00,180:00:00,71.3871
91933,34,63,TS,23-Aug-1933 12:00:00,198:00:00,43.8824
91934,30,58,TS,18/09/1934 00:00,174:00:00,45.9
91936,13,52,TS,20-Aug-1936 06:00:00,72:00:00,39.3846
91937,21,40,TS,29/09/1937 06:00,120:00:00,39.2381
91942,21,52,TS,13/10/1942 18:00,120:00:00,48.5714
91943,28,109,2,11/10/1943 06:00,162:00:00,79.5357
91944,29,98,2,21/09/1944 12:00,168:00:00,67.4828
91945,36,138,4,12/09/1945 00:00,210:00:00,77.9167
91947,23,121,3,16/10/1947 18:00,132:00:00,89.3478
91948,11,81,1,08/11/1948 18:00,60:00:00,71.8182
91949,7,81,1,21/09/1949 06:00,36:00:00,71.7143
91950,11,109,2,08/10/1950 06:00,60:00:00,72.8182
91951,23,81,1,12/10/1951 06:00,132:00:00,53.7391
91953,15,81,1,02/10/1953 06:00,84:00:00,53.8667
91954,54,138,4,05/10/1954 06:00,318:00:00,99.2037
91955,56,121,3,10/09/1955 06:00,330:00:00,69.9107
91958,25,132,4,24/09/1958 06:00,144:00:00,89.16
91959,46,127,3,27/09/1959 12:00,270:00:00,97.8696
91961,20,161,5,27/10/1961 12:00,114:00:00,114.3
91963,18,52,TS,25/10/1963 12:00,102:00:00,35.5
91964,48,144,4,13/09/1964 06:00,282:00:00,95.4792
91966,81,150,4,21/09/1966 12:00,480:00:00,87.8148
91969,99,115,3,20/09/1969 12:00,588:00:00,61.7879
91970,23,104,2,12/10/1970 12:00,132:00:00,60.8696
91971,17,63,TS,11/09/1971 00:00,96:00:00,46.6471
91974,33,109,2,14/09/1974 12:00,192:00:00,59.6364
91975,17,69,TS,09-Dec-1975 12:00:00,96:00:00,46.1176
91976,35,104,2,26/09/1976 12:00,204:00:00,63.2571
91978,39,63,TS,12/09/1978 00:00,228:00:00,44.9231
91979,9,75,1,23/10/1979 12:00,48:00:00,50.1111
91980,45,104,2,01/10/1980 00:00,264:00:00,69.9333
91981,48,121,3,21/09/1981 12:00,282:00:00,75.7708
91984,40,75,1,23/09/1984 00:00,234:00:00,49.55
91985,35,69,TS,07/10/1985 00:00,204:00:00,41.4
91988,44,144,4,19/09/1988 18:00,258:00:00,94.1818
91989,21,69,TS,16/09/1989 18:00,120:00:00,43.7143
91990,55,98,2,04/09/1990 00:00,324:00:00,67.3636
91995,65,109,2,22-Aug-1995 12:00:00,384:00:00,72.3538
91996,33,115,3,24/09/1996 12:00,192:00:00,67.4242
91998,36,92,1,19/09/1998 00:00,210:00:00,58.6111
91999,30,109,2,12/10/1999 12:00,174:00:00,71.0333
92000,52,138,4,21/09/2000 12:00,306:00:00,85.9231
92001,21,144,4,04/10/2001 12:00,120:00:00,73.4762
92002,53,127,3,14/09/2002 18:00,312:00:00,60.3962
92003,57,167,5,06/09/2003 00:00,336:00:00,115.0877
92004,87,167,5,02/09/2004 18:00,516:00:00,90.6782
92005,56,104,2,04-Aug-2005 18:00:00,330:00:00,55.4107
92006,62,121,3,12/09/2006 12:00,366:00:00,74.0645
92007,26,46,TS,12/09/2007 06:00,150:00:00,34.8462
92008,58,144,4,01/09/2008 06:00,342:00:00,90.6897
92009,29,104,2,04/11/2009 06:00,168:00:00,59.4828
92010,60,155,4,08/09/2010 06:00,354:00:00,92.9167
