ID,GroupCount,max_Windspeed,max_HurrCat,FirstTS,HurrDurrs,mean_Windspeed
31965,69,155,4,27-Aug-1965 00:00:00,408:00:00,87.1304
31966,36,81,1,13/07/1966 12:00,210:00:00,40.9722
31967,68,109,2,05/09/1967 00:00,402:00:00,74.7206
31968,15,69,TS,22/06/1968 18:00,84:00:00,34.8
31969,32,190,5,14-Aug-1969 18:00:00,186:00:00,85.375
31970,24,127,3,31/07/1970 00:00,138:00:00,62.7917
31971,29,86,1,10-Aug-1971 12:00:00,168:00:00,49.6552
31972,42,104,2,22-Aug-1972 12:00:00,246:00:00,63.2143
31973,16,92,1,18-Aug-1973 06:00:00,90:00:00,56.625
31974,19,58,TS,10-Aug-1974 12:00:00,108:00:00,46.9474
31975,33,115,3,24-Aug-1975 12:00:00,192:00:00,45
31976,18,121,3,06-Aug-1976 06:00:00,102:00:00,78.3889
31977,27,75,1,05/09/1977 12:00,156:00:00,46.8519
31978,13,52,TS,05-Aug-1978 12:00:00,72:00:00,38.6154
31979,57,52,TS,15/07/1979 12:00,336:00:00,30.4912
31980,22,81,1,20-Aug-1980 12:00:00,126:00:00,54.2273
31981,12,58,TS,02-Aug-1981 18:00:00,66:00:00,45.9167
31982,37,69,TS,28-Aug-1982 12:00:00,216:00:00,47.1622
31983,20,75,1,10/09/1983 12:00,114:00:00,53
31984,22,40,TS,30-Aug-1984 12:00:00,126:00:00,31
31985,30,86,1,09-Aug-1985 18:00:00,174:00:00,55.7
31986,67,81,1,13-Aug-1986 12:00:00,396:00:00,44.9403
31987,26,52,TS,18-Aug-1987 00:00:00,150:00:00,39
31988,38,52,TS,21-Aug-1988 12:00:00,222:00:00,33.1842
31989,15,81,1,30/07/1989 12:00,84:00:00,45.4
31990,31,52,TS,31/07/1990 00:00,180:00:00,41.9677
31991,42,132,4,04/09/1991 12:00,246:00:00,60.2143
31992,61,109,2,17/09/1992 18:00,360:00:00,67.2459
31993,11,46,TS,14-Aug-1993 12:00:00,60:00:00,39.6364
31994,30,81,1,16-Aug-1994 12:00:00,174:00:00,56.1
31995,41,69,TS,12/07/1995 00:00,240:00:00,51.878
31996,17,81,1,24/07/1996 18:00,96:00:00,54.7059
31997,9,75,1,11/07/1997 06:00,48:00:00,58.3333
31998,12,69,TS,21-Aug-1998 06:00:00,66:00:00,35.5833
31999,51,138,4,19-Aug-1999 00:00:00,300:00:00,75.5294
32000,9,40,TS,17-Aug-2000 12:00:00,48:00:00,30.8889
32001,32,69,TS,14-Aug-2001 18:00:00,186:00:00,46.875
32002,13,52,TS,05-Aug-2002 18:00:00,72:00:00,44
32003,43,86,1,07/07/2003 00:00,252:00:00,54.5581
32004,25,144,4,09-Aug-2004 12:00:00,144:00:00,71.4
32005,31,75,1,03/07/2005 18:00,180:00:00,34.7419
32006,17,58,TS,18/07/2006 12:00,96:00:00,46.4706
32007,23,69,TS,31/07/2007 00:00,132:00:00,56.8696
32008,18,63,TS,19/07/2008 00:00,102:00:00,52.1667
32009,7,58,TS,16-Aug-2009 06:00:00,36:00:00,40.4286
32010,24,58,TS,02-Aug-2010 12:00:00,138:00:00,42.2083
41851,48,115,3,16-Aug-1851 00:00:00,282:00:00,74.2292
41852,36,92,1,22-Sep-1852 00:00:00,210:00:00,83.8889
41853,12,115,3,08-Sep-1853 00:00:00,66:00:00,113.1667
41854,10,104,2,18-Sep-1854 00:00:00,54:00:00,83.1
41855,16,69,TS,24-Aug-1855 00:00:00,90:00:00,62
41856,1,58,TS,21-Aug-1856 12:00:00,00:00:00,58
41857,28,104,2,24-Sep-1857 00:00:00,162:00:00,75.8571
41858,32,92,1,17-Sep-1858 00:00:00,186:00:00,87.75
41859,7,104,2,12-Sep-1859 06:00:00,36:00:00,94
41860,22,104,2,11-Sep-1860 00:00:00,126:00:00,98.2273
41861,1,81,1,17-Sep-1861 12:00:00,00:00:00,81
41862,1,58,TS,06-Oct-1862 00:00:00,00:00:00,58
41863,8,104,2,27-Aug-1863 00:00:00,42:00:00,101
41864,16,58,TS,05-Sep-1864 00:00:00,90:00:00,58
41865,36,104,2,06-Sep-1865 00:00:00,210:00:00,98.8611
41866,1,81,1,18-Sep-1866 12:00:00,00:00:00,81
41867,16,81,1,31-Aug-1867 00:00:00,90:00:00,75
41868,12,104,2,15-Oct-1868 00:00:00,66:00:00,92.3333
41869,8,69,TS,01-Sep-1869 00:00:00,42:00:00,63.5
41870,20,127,3,09-Sep-1870 00:00:00,114:00:00,103.8
41871,56,115,3,17-Aug-1871 00:00:00,330:00:00,73.4107
41872,28,81,1,30-Sep-1872 00:00:00,162:00:00,71
41873,12,58,TS,22-Sep-1873 00:00:00,66:00:00,51
41874,24,58,TS,02-Sep-1874 00:00:00,138:00:00,43.4167
41875,17,58,TS,24-Sep-1875 00:00:00,96:00:00,53.1176
41876,26,104,2,29-Sep-1876 00:00:00,150:00:00,76.8462
41877,60,115,3,21-Sep-1877 00:00:00,354:00:00,83.7333
41878,24,104,2,25-Aug-1878 00:00:00,138:00:00,83.5833
41879,20,127,3,29-Aug-1879 00:00:00,114:00:00,85.45
41880,36,104,2,24-Aug-1880 00:00:00,210:00:00,78.9167
41881,24,81,1,16-Aug-1881 00:00:00,138:00:00,62.5
41882,14,58,TS,21-Sep-1882 00:00:00,78:00:00,47.7143
41883,28,81,1,22-Oct-1883 00:00:00,162:00:00,61
41884,44,104,2,07-Oct-1884 00:00:00,258:00:00,76.8636
41885,28,92,1,17-Sep-1885 00:00:00,162:00:00,60.6786
41886,43,86,1,14-Jul-1886 06:00:00,252:00:00,70.1163
41887,36,98,2,20-Jul-1887 00:00:00,210:00:00,83.2778
41888,34,127,3,31-Aug-1888 00:00:00,198:00:00,90.8529
41889,48,104,2,01-Sep-1889 00:00:00,282:00:00,88.3542
41890,6,92,1,31-Oct-1890 00:00:00,30:00:00,78.5
41891,34,98,2,02-Sep-1891 06:00:00,198:00:00,76.5882
41892,36,58,TS,08-Sep-1892 18:00:00,210:00:00,48.5
41893,47,115,3,15-Aug-1893 06:00:00,276:00:00,82.7021
41894,54,121,3,18-Sep-1894 00:00:00,318:00:00,81.0741
41895,23,40,TS,02-Oct-1895 00:00:00,132:00:00,38.4348
41896,34,127,3,22-Sep-1896 06:00:00,198:00:00,83.3824
41897,20,46,TS,25-Sep-1897 00:00:00,114:00:00,42.7
41898,61,109,2,05-Sep-1898 12:00:00,360:00:00,92.377
41899,43,104,2,29-Aug-1899 06:00:00,252:00:00,74.3953
41900,20,52,TS,11/09/1900 00:00,114:00:00,41.3
41901,68,92,1,02-Aug-1901 00:00:00,402:00:00,47.8088
41902,43,104,2,03/10/1902 00:00,252:00:00,61.8372
41903,24,98,2,12/09/1903 00:00,138:00:00,71.2083
41904,39,81,1,12/10/1904 06:00,228:00:00,49.1026
41905,51,121,3,01/10/1905 06:00,300:00:00,68.7647
41906,74,132,4,25-Aug-1906 12:00:00,438:00:00,98.2162
41907,12,52,TS,17/10/1907 06:00,66:00:00,51
41908,24,58,TS,29/07/1908 00:00,138:00:00,43.1667
41909,37,115,3,13/07/1909 12:00,216:00:00,58.4865
41910,23,98,2,24/09/1910 06:00,132:00:00,71.5652
41911,38,98,2,03/09/1911 12:00,222:00:00,57
41912,20,92,1,10/09/1912 12:00,114:00:00,65.1
41913,21,86,1,30-Aug-1913 12:00:00,120:00:00,62.4762
41915,26,98,2,31-Aug-1915 12:00:00,150:00:00,60.3077
41916,19,115,3,11/07/1916 06:00,108:00:00,72.1579
41917,42,150,4,20/09/1917 00:00,246:00:00,99.6429
41918,23,69,TS,31-Aug-1918 12:00:00,132:00:00,52.7391
41919,13,46,TS,29/09/1919 00:00,72:00:00,38.5385
41920,18,46,TS,23/09/1920 12:00,102:00:00,41.8889
41921,28,92,1,08/09/1921 00:00,162:00:00,63.9643
41922,46,109,2,11/10/1922 00:00,270:00:00,56.6304
41923,21,81,1,10/09/1923 00:00,120:00:00,49.8095
41924,48,109,2,26-Aug-1924 00:00:00,282:00:00,84.9375
41925,35,92,1,27/11/1925 00:00,204:00:00,53.0857
41926,95,132,4,01/09/1926 00:00,564:00:00,91
41927,36,109,2,23/09/1927 00:00,210:00:00,80.5833
41928,61,161,5,06/09/1928 00:00,360:00:00,94.9836
41929,22,69,TS,15/10/1929 00:00,126:00:00,66.1364
41931,21,40,TS,16-Aug-1931 06:00:00,120:00:00,34.2381
41932,73,161,5,30-Aug-1932 18:00:00,432:00:00,85.8904
41933,11,58,TS,24/07/1933 12:00,60:00:00,44.6364
41934,11,40,TS,20-Aug-1934 18:00:00,60:00:00,39.0909
41935,15,58,TS,30-Aug-1935 00:00:00,84:00:00,39.7333
41936,7,46,TS,26/07/1936 06:00,36:00:00,41
41937,24,98,2,09/09/1937 00:00,138:00:00,81.0417
41938,51,161,5,10/09/1938 06:00,300:00:00,91.0392
41939,24,132,4,12/10/1939 18:00,138:00:00,83.4583
41940,19,81,1,30-Aug-1940 06:00:00,108:00:00,71.1053
41941,28,121,3,23/09/1941 18:00,162:00:00,74.0357
41942,29,52,TS,15/09/1942 18:00,168:00:00,48.1034
41943,36,121,3,01/09/1943 06:00,210:00:00,99.6944
41944,31,121,3,16-Aug-1944 18:00:00,180:00:00,81.3548
41945,15,69,TS,17-Aug-1945 18:00:00,84:00:00,51.8667
41946,22,98,2,12/09/1946 06:00,126:00:00,70.9545
41947,70,161,5,04/09/1947 06:00,414:00:00,103.0286
41948,8,58,TS,31-Aug-1948 00:00:00,42:00:00,45.5
41949,34,127,3,03/09/1949 06:00,198:00:00,96.5
41950,70,184,5,30-Aug-1950 18:00:00,414:00:00,106.3143
41951,39,115,3,27-Aug-1951 06:00:00,228:00:00,56.4872
41952,38,121,3,22/09/1952 06:00,222:00:00,75.7895
41953,50,150,4,28-Aug-1953 06:00:00,294:00:00,78.2
41954,18,98,2,31-Aug-1954 06:00:00,102:00:00,67.5556
41955,54,98,2,21-Aug-1955 12:00:00,318:00:00,67.4815
41956,26,52,TS,05/09/1956 06:00,150:00:00,41.0769
41957,91,155,4,02/09/1957 06:00,540:00:00,92.6484
41958,30,127,3,24-Aug-1958 12:00:00,174:00:00,83.6
41959,30,75,1,05/07/1959 12:00,174:00:00,46
41960,15,92,1,17-Aug-1960 18:00:00,84:00:00,68.2
41961,40,121,3,06/09/1961 18:00,234:00:00,88.625
41962,41,109,2,29/09/1962 06:00,240:00:00,64.3659
41963,15,81,1,16/09/1963 12:00,84:00:00,49.6667
41964,13,52,TS,07-Aug-1964 18:00:00,72:00:00,45.7692
41965,63,98,2,16/09/1965 06:00,372:00:00,66.7302
41966,37,86,1,22/07/1966 18:00,216:00:00,63.2703
41967,55,86,1,08/09/1967 00:00,324:00:00,54.6909
41968,29,81,1,10-Aug-1968 00:00:00,168:00:00,53.2414
41969,45,121,3,14-Aug-1969 12:00:00,264:00:00,88.9333
41970,15,69,TS,15-Aug-1970 12:00:00,84:00:00,42.0667
41971,29,63,TS,18-Aug-1971 12:00:00,168:00:00,35.5862
41972,29,69,TS,29-Aug-1972 12:00:00,168:00:00,49
41973,42,69,TS,25-Aug-1973 12:00:00,246:00:00,46.9762
41974,13,63,TS,12-Aug-1974 12:00:00,72:00:00,41.6154
41975,29,109,2,28-Aug-1975 12:00:00,168:00:00,77.1379
41976,25,92,1,18-Aug-1976 12:00:00,144:00:00,65.4
41977,15,86,1,26/09/1977 18:00,84:00:00,58.8667
41978,19,92,1,07-Aug-1978 12:00:00,108:00:00,55
41979,55,173,5,25-Aug-1979 12:00:00,324:00:00,95.4
41980,12,58,TS,04/09/1980 18:00,66:00:00,33.25
41981,60,81,1,07-Aug-1981 06:00:00,354:00:00,38.7
41982,16,63,TS,09/09/1982 00:00,90:00:00,40.1875
41983,17,63,TS,26/09/1983 18:00,96:00:00,52.7647
41984,12,58,TS,31-Aug-1984 00:00:00,66:00:00,45.6667
41985,36,92,1,12-Aug-1985 00:00:00,210:00:00,40.0278
41986,14,58,TS,07/09/1986 06:00,78:00:00,43.4286
41987,22,52,TS,05/09/1987 12:00,126:00:00,40.0909
41988,33,75,1,31-Aug-1988 18:00:00,192:00:00,36.2121
41989,37,104,2,31/07/1989 06:00,216:00:00,72.9459
41990,23,98,2,04-Aug-1990 00:00:00,132:00:00,48.913
41991,19,52,TS,07/09/1991 00:00,108:00:00,41.9474
41992,30,109,2,21/09/1992 18:00,174:00:00,69.9
41993,21,52,TS,23-Aug-1993 12:00:00,120:00:00,41.2857
41994,7,69,TS,09/09/1994 12:00,36:00:00,52
41995,21,46,TS,28/07/1995 18:00,120:00:00,30.0476
41996,24,81,1,19-Aug-1996 06:00:00,138:00:00,47.125
41997,16,46,TS,13/07/1997 00:00,90:00:00,39.9375
41998,61,104,2,24-Aug-1998 06:00:00,360:00:00,76.2459
41999,64,104,2,24-Aug-1999 00:00:00,378:00:00,60.5625
42000,20,86,1,19-Aug-2000 18:00:00,114:00:00,61.1
42001,29,69,TS,22-Aug-2001 12:00:00,168:00:00,43.8621
42002,26,58,TS,29-Aug-2002 12:00:00,150:00:00,45.1923
42003,44,75,1,16/07/2003 12:00,258:00:00,38.5227
42004,46,109,2,13-Aug-2004 12:00:00,270:00:00,54.6304
42005,55,150,4,04/07/2005 18:00,324:00:00,50.9455
42006,23,63,TS,01-Aug-2006 00:00:00,132:00:00,38.3913
42007,40,173,5,13-Aug-2007 06:00:00,234:00:00,99
42008,27,98,2,20/07/2008 12:00,156:00:00,49.5185
42009,11,58,TS,26-Aug-2009 12:00:00,60:00:00,48.1818
42010,51,132,4,21-Aug-2010 12:00:00,300:00:00,73.8431
51851,16,58,TS,13-Sep-1851 00:00:00,90:00:00,58
51852,24,104,2,06-Oct-1852 00:00:00,138:00:00,91.4583
51853,1,58,TS,21-Sep-1853 12:00:00,00:00:00,58
51854,12,69,TS,20-Oct-1854 00:00:00,66:00:00,63.5
51855,10,127,3,15-Sep-1855 00:00:00,54:00:00,94.6
51856,40,115,3,25-Aug-1856 00:00:00,234:00:00,84.6
51858,14,92,1,22-Sep-1858 12:00:00,78:00:00,80.7143
51859,16,81,1,15-Sep-1859 00:00:00,90:00:00,68.625
51860,16,69,TS,18-Sep-1860 00:00:00,90:00:00,61.875
51861,6,81,1,27-Sep-1861 06:00:00,30:00:00,69.3333
51862,14,81,1,14-Oct-1862 00:00:00,78:00:00,76
51863,32,81,1,09-Sep-1863 00:00:00,186:00:00,75.875
51864,12,81,1,22-Oct-1864 00:00:00,66:00:00,71.3333
51865,1,69,TS,07-Sep-1865 00:00:00,00:00:00,69
51866,12,104,2,22-Sep-1866 00:00:00,66:00:00,86.5
51867,1,58,TS,08-Sep-1867 12:00:00,00:00:00,58
51869,9,81,1,04-Sep-1869 00:00:00,48:00:00,74.5556
51870,16,92,1,17-Sep-1870 00:00:00,90:00:00,87.875
51871,16,104,2,30-Aug-1871 00:00:00,90:00:00,104
51872,26,81,1,22-Oct-1872 00:00:00,150:00:00,51.4231
51873,58,115,3,26-Sep-1873 00:00:00,342:00:00,78.3276
51874,16,58,TS,08-Sep-1874 00:00:00,90:00:00,58
51875,16,104,2,07-Oct-1875 00:00:00,90:00:00,90.875
51876,48,115,3,12-Oct-1876 00:00:00,282:00:00,78.6458
51877,24,58,TS,24-Sep-1877 00:00:00,138:00:00,50
51878,52,104,2,01-Sep-1878 00:00:00,306:00:00,72.75
51879,20,58,TS,03-Oct-1879 00:00:00,114:00:00,49.05
51880,40,92,1,26-Aug-1880 00:00:00,234:00:00,77.3
51881,36,104,2,21-Aug-1881 00:00:00,210:00:00,76.8889
51882,20,81,1,24-Sep-1882 00:00:00,114:00:00,75.2
51885,16,81,1,18-Sep-1885 00:00:00,90:00:00,73.75
51886,39,150,4,12-Aug-1886 06:00:00,228:00:00,84.4615
51887,36,58,TS,30-Jul-1887 06:00:00,210:00:00,49.1667
51888,28,58,TS,06-Sep-1888 06:00:00,162:00:00,44.0714
51889,40,81,1,02-Sep-1889 00:00:00,234:00:00,64.9
51891,44,98,2,16-Sep-1891 00:00:00,258:00:00,77.0682
51892,48,98,2,12-Sep-1892 00:00:00,282:00:00,84.1667
51893,16,98,2,15-Aug-1893 12:00:00,90:00:00,77.0625
51894,47,121,3,01-Oct-1894 00:00:00,276:00:00,83.0426
51895,59,104,2,12-Oct-1895 00:00:00,348:00:00,84.8475
51896,39,98,2,07-Oct-1896 00:00:00,228:00:00,64.6923
51897,53,81,1,09-Oct-1897 18:00:00,312:00:00,52.3208
51898,42,58,TS,12-Sep-1898 06:00:00,246:00:00,52.119
51899,52,121,3,03-Sep-1899 00:00:00,306:00:00,91.9231
51900,42,69,TS,04/10/1900 06:00,246:00:00,46.9286
51901,18,52,TS,18-Aug-1901 12:00:00,102:00:00,38.2222
51902,24,69,TS,01/11/1902 00:00,138:00:00,50.4583
51903,32,58,TS,19/09/1903 00:00,186:00:00,41.8438
51904,27,52,TS,19/10/1904 06:00,156:00:00,42.4444
51905,27,52,TS,05/10/1905 06:00,156:00:00,42.9259
51906,62,92,1,03/09/1906 12:00,366:00:00,62.8871
51907,28,46,TS,06/11/1907 00:00,162:00:00,43.4286
51908,14,52,TS,30-Aug-1908 12:00:00,78:00:00,44.7857
51909,20,46,TS,06-Aug-1909 00:00:00,114:00:00,38.35
51910,59,150,4,09/10/1910 06:00,348:00:00,76.1864
51911,22,63,TS,15/09/1911 12:00,126:00:00,51.3636
51912,30,92,1,03/10/1912 12:00,174:00:00,59.2
51913,35,75,1,02/10/1913 12:00,204:00:00,55.6286
51915,16,58,TS,19/09/1915 12:00,90:00:00,47.625
51916,10,58,TS,04-Aug-1916 12:00:00,54:00:00,46.1
51918,27,109,2,02/09/1918 00:00,156:00:00,74.6667
51919,24,69,TS,10/11/1919 00:00,138:00:00,51.375
51920,23,86,1,25/09/1920 06:00,132:00:00,48.1739
51921,36,81,1,15/10/1921 12:00,210:00:00,58.5833
51922,24,52,TS,12/10/1922 00:00,138:00:00,38.9583
51923,41,121,3,24/09/1923 18:00,240:00:00,81.3659
51924,28,86,1,13/09/1924 00:00,162:00:00,56.4643
51926,19,104,2,10/09/1926 06:00,108:00:00,81.9474
51927,16,58,TS,30/09/1927 12:00,90:00:00,42
51928,20,69,TS,08/09/1928 12:00,114:00:00,61.55
51929,15,81,1,19/10/1929 12:00,84:00:00,61.2
51931,13,46,TS,01/09/1931 00:00,72:00:00,35.1538
51932,16,69,TS,04/09/1932 00:00,90:00:00,54.75
51933,50,92,1,24/07/1933 12:00,294:00:00,66.92
51934,27,81,1,26-Aug-1934 06:00:00,156:00:00,59.8519
51935,39,138,4,23/09/1935 06:00,228:00:00,91.3846
51936,22,92,1,27/07/1936 06:00,126:00:00,58.5909
51937,27,109,2,13/09/1937 06:00,156:00:00,89.1111
51938,28,58,TS,11/10/1938 00:00,162:00:00,46.0357
51939,35,92,1,29/10/1939 06:00,204:00:00,58.4857
51940,39,98,2,10/09/1940 06:00,228:00:00,65.4103
51941,45,121,3,03/10/1941 18:00,264:00:00,64.7778
51942,27,52,TS,18/09/1942 12:00,156:00:00,44.4444
51943,17,52,TS,13/09/1943 06:00,96:00:00,46.7059
51944,15,58,TS,19-Aug-1944 18:00:00,84:00:00,49.6667
51945,23,138,4,24-Aug-1945 06:00:00,132:00:00,86.6087
51946,39,132,4,05/10/1946 06:00,228:00:00,46.4615
51947,5,46,TS,07/09/1947 18:00,24:00:00,42.6
51948,22,81,1,01/09/1948 18:00,126:00:00,51.9091
51949,11,46,TS,03/09/1949 06:00,60:00:00,44.4545
51950,35,127,3,01/09/1950 06:00,204:00:00,69.7429
51951,45,161,5,02/09/1951 18:00,264:00:00,102.6
51952,17,86,1,25/09/1952 06:00,96:00:00,58.2353
51953,39,115,3,08/09/1953 06:00,228:00:00,64.5897
51954,53,121,3,02/09/1954 06:00,312:00:00,66.434
51955,28,46,TS,23-Aug-1955 06:00:00,162:00:00,39.9643
51956,11,69,TS,10/09/1956 06:00,60:00:00,58.6364
51957,9,40,TS,07/09/1957 06:00,48:00:00,38.8889
51958,31,115,3,30-Aug-1958 06:00:00,180:00:00,67.9355
51959,22,86,1,23/07/1959 00:00,126:00:00,46.7273
51960,62,161,5,29-Aug-1960 18:00:00,366:00:00,110.8548
51961,67,144,4,10/09/1961 18:00,396:00:00,94.0448
51962,36,115,3,14/10/1962 18:00,210:00:00,73.9167
51963,23,75,1,19/09/1963 06:00,132:00:00,49.9565
51964,64,155,4,20-Aug-1964 18:00:00,378:00:00,80.6719
51965,23,52,TS,24/09/1965 12:00,132:00:00,34.5217
51966,26,52,TS,22/07/1966 12:00,150:00:00,43.6154
51967,21,58,TS,26/09/1967 12:00,120:00:00,38.6667
51968,31,63,TS,11/09/1968 18:00,180:00:00,44.3226
51969,12,58,TS,25-Aug-1969 00:00:00,66:00:00,41.0833
51970,25,69,TS,17-Aug-1970 12:00:00,144:00:00,45.72
51971,36,63,TS,20-Aug-1971 12:00:00,210:00:00,38
51972,39,81,1,05/09/1972 00:00,228:00:00,49.6667
51973,23,69,TS,01/09/1973 18:00,132:00:00,50.2174
51974,28,115,3,26-Aug-1974 12:00:00,162:00:00,77.8214
51975,47,127,3,13/09/1975 06:00,276:00:00,51.3404
51976,15,52,TS,18-Aug-1976 00:00:00,84:00:00,34.1333
51977,10,81,1,13/10/1977 18:00,54:00:00,58.4
51978,14,58,TS,26-Aug-1978 12:00:00,78:00:00,32.7143
51979,13,40,TS,30-Aug-1979 00:00:00,72:00:00,36.6923
51980,27,75,1,04/09/1980 12:00,156:00:00,58.7037
51981,47,92,1,31-Aug-1981 12:00:00,276:00:00,63.8511
51982,30,132,4,13/09/1982 12:00,174:00:00,86
51984,32,132,4,08/09/1984 12:00,186:00:00,76.625
51985,32,127,3,28-Aug-1985 00:00:00,186:00:00,74.2812
51986,38,104,2,10/09/1986 18:00,222:00:00,84.5
51987,49,52,TS,08/09/1987 18:00,288:00:00,38.0612
51988,9,63,TS,03/09/1988 00:00,48:00:00,45.5556
51989,37,104,2,18-Aug-1989 00:00:00,216:00:00,67.973
51990,44,46,TS,02-Aug-1990 18:00:00,258:00:00,34.5909
51991,17,58,TS,08/09/1991 18:00,96:00:00,43.2353
51992,17,63,TS,22/09/1992 12:00,96:00:00,47.7647
51993,60,115,3,22-Aug-1993 18:00:00,354:00:00,66.7167
51994,18,58,TS,21/09/1994 18:00,102:00:00,38.8889
51995,27,92,1,31/07/1995 00:00,156:00:00,55.6296
51996,73,144,4,19-Aug-1996 18:00:00,432:00:00,89.0411
51997,45,81,1,16/07/1997 12:00,264:00:00,44.6667
51998,33,98,2,31-Aug-1998 12:00:00,192:00:00,57.2121
51999,18,52,TS,24-Aug-1999 06:00:00,102:00:00,43.4444
52000,10,40,TS,01/09/2000 12:00,54:00:00,37.4
52001,62,121,3,01/09/2001 18:00,366:00:00,65.0323
52002,20,63,TS,01/09/2002 18:00,114:00:00,36.75
52003,10,75,1,14-Aug-2003 18:00:00,54:00:00,51.8
52004,9,52,TS,13-Aug-2004 18:00:00,48:00:00,40.4444
52005,43,161,5,11/07/2005 00:00,252:00:00,92.4419
52006,26,52,TS,21-Aug-2006 18:00:00,150:00:00,40.0385
52007,20,58,TS,15-Aug-2007 00:00:00,114:00:00,31.15
52008,14,63,TS,03-Aug-2008 12:00:00,78:00:00,42.4286
52009,11,52,TS,01/09/2009 18:00,60:00:00,41.9091
52010,53,144,4,24-Aug-2010 00:00:00,312:00:00,77.2264
61851,16,69,TS,16-Oct-1851 00:00:00,90:00:00,61.25
61853,22,81,1,26-Sep-1853 00:00:00,126:00:00,75.7273
61856,20,81,1,18-Sep-1856 00:00:00,114:00:00,70.4
61858,22,104,2,21-Oct-1858 00:00:00,126:00:00,81.8182
61859,20,127,3,02-Oct-1859 00:00:00,114:00:00,113
61860,16,104,2,30-Sep-1860 00:00:00,90:00:00,76.4375
61861,16,69,TS,06-Oct-1861 00:00:00,90:00:00,66.25
61862,14,69,TS,22-Nov-1862 00:00:00,78:00:00,64.1429
61863,14,69,TS,16-Sep-1863 00:00:00,78:00:00,60.9286
61865,1,81,1,28-Sep-1865 12:00:00,00:00:00,81
61866,48,138,4,24-Sep-1866 00:00:00,282:00:00,105.0833
61867,10,104,2,29-Sep-1867 00:00:00,54:00:00,88.9
61869,10,115,3,07-Sep-1869 00:00:00,54:00:00,102.6
61870,40,115,3,05-Oct-1870 00:00:00,234:00:00,91.2
61871,16,81,1,05-Sep-1871 00:00:00,90:00:00,72.1875
61874,26,92,1,25-Sep-1874 00:00:00,150:00:00,61.2692
61875,20,81,1,12-Oct-1875 00:00:00,114:00:00,65.8
61877,24,58,TS,13-Oct-1877 00:00:00,138:00:00,58
61878,28,104,2,12-Sep-1878 00:00:00,162:00:00,89.8571
61879,32,58,TS,09-Oct-1879 00:00:00,186:00:00,53.1562
61880,24,81,1,06-Sep-1880 00:00:00,138:00:00,62.5
61881,20,104,2,07-Sep-1881 00:00:00,114:00:00,78.55
61882,44,138,4,05-Oct-1882 00:00:00,258:00:00,77.6591
61885,36,81,1,24-Sep-1885 00:00:00,210:00:00,52.9444
61886,52,121,3,15-Aug-1886 00:00:00,306:00:00,96.3269
61887,38,121,3,14-Aug-1887 12:00:00,222:00:00,82.2895
61888,17,81,1,23-Sep-1888 12:00:00,96:00:00,56.9412
61889,59,109,2,12-Sep-1889 00:00:00,348:00:00,69.661
61891,39,98,2,29-Sep-1891 06:00:00,228:00:00,72.0256
61892,11,58,TS,25-Sep-1892 06:00:00,60:00:00,51.4545
61893,74,121,3,15-Aug-1893 12:00:00,438:00:00,82.8919
61894,40,132,4,11-Oct-1894 00:00:00,234:00:00,98.6
61895,16,40,TS,13-Oct-1895 06:00:00,90:00:00,39
61896,59,98,2,26-Oct-1896 06:00:00,348:00:00,84.1695
61897,35,63,TS,23-Oct-1897 06:00:00,204:00:00,57.4
61898,34,58,TS,20-Sep-1898 12:00:00,198:00:00,54.6765
61899,25,58,TS,02-Oct-1899 06:00:00,144:00:00,47.2
61900,23,46,TS,10/10/1900 06:00,132:00:00,39.1739
61901,22,81,1,25-Aug-1901 12:00:00,126:00:00,60.5
61903,19,109,2,26/09/1903 06:00,108:00:00,79.6842
61904,26,52,TS,31/10/1904 12:00,150:00:00,41.5
61906,44,121,3,19/09/1906 12:00,258:00:00,65.5682
61908,50,121,3,07/09/1908 12:00,294:00:00,84.3
61909,34,121,3,20-Aug-1909 06:00:00,198:00:00,92.1176
61911,25,52,TS,26/10/1911 00:00,144:00:00,44.08
61912,27,98,2,11/10/1912 12:00,156:00:00,66.1852
61913,10,75,1,28/10/1913 00:00,54:00:00,53.5
61915,42,144,4,21/09/1915 12:00,246:00:00,102.6429
61916,32,132,4,12-Aug-1916 06:00:00,186:00:00,80.25
61918,23,46,TS,09/09/1918 00:00,132:00:00,40.8696
61921,42,138,4,20/10/1921 00:00,246:00:00,88.7857
61923,22,81,1,12/10/1923 06:00,126:00:00,51.6364
61924,12,46,TS,20/09/1924 00:00,66:00:00,41.1667
61926,27,40,TS,11/09/1926 00:00,156:00:00,35.4074
61927,14,46,TS,16/10/1927 00:00,78:00:00,42.7857
61928,22,92,1,10/10/1928 00:00,126:00:00,72.2273
61931,28,132,4,06/09/1931 18:00,162:00:00,66.2857
61932,37,75,1,09/09/1932 06:00,216:00:00,50.2432
61933,61,138,4,13-Aug-1933 12:00:00,360:00:00,78.4262
61934,14,52,TS,01/09/1934 00:00,78:00:00,42.7857
61935,36,86,1,18/10/1935 12:00,210:00:00,54.9167
61936,27,46,TS,04-Aug-1936 06:00:00,156:00:00,42
61937,22,46,TS,16/09/1937 12:00,126:00:00,42.0455
61938,14,46,TS,17/10/1938 12:00,78:00:00,41.7857
61940,25,46,TS,19/09/1940 06:00,144:00:00,41.08
61941,29,52,TS,15/10/1941 06:00,168:00:00,41.6207
