ax,ay,az
-0.424,0.358,0.078
-0.336,0.174,0.006
-0.156,0.104,-0.398
0.059,0.05,-0.419
-0.063,0.125,-0.212
0.218,0.243,-0.162
0.081,0.183,0.258
-0.294,0.183,0.255
0.07,0.158,0.14
-0.159,0.315,-0.916
0.086,0.423,-0.145
0.09,0,1.093
-0.108,0.02,-1.393
-0.049,-0.065,0.539
0.513,-0.129,1.842
0.484,0.153,-0.389
-0.226,0.589,0.589
0.526,0.111,0.773
0.003,-0.011,-0.181
-0.18,-0.047,0.019
0.067,-0.023,0.018
0.293,0.098,0.12
0.127,0.01,-0.183
-0.297,0.29,-0.281
-0.296,0.154,0.001
0.201,0.135,0.153
0.213,0.1,-0.393
-0.054,0.264,-0.581
0.006,0.264,-0.277
-0.176,0.144,-0.069
-0.139,0.153,-0.293
0.037,0.208,0.214
-0.031,0.054,-0.099
-0.224,-0.248,0.052
-0.094,-0.038,-0.251
0.074,0.103,-0.548
-0.149,0.118,0.319
-0.278,0.264,0.149
-0.132,-0.178,0.003
-0.101,-0.002,-0.588
0.296,0.34,0.193
0.382,1.393,0.432
-0.021,-0.322,2.06
-0.018,-0.179,-0.453
-0.131,-0.252,1.158
-0.46,0.401,0.142
0.38,0.098,0.006
-0.219,0.016,0.402
-0.552,0.032,-0.414
-0.751,-0.056,-0.099
0.309,-0.161,-0.294
0.745,0.185,0.376
0.646,-0.193,0.545
0.209,0.213,0.069
-0.03,-0.009,-0.116
-0.266,0.1,0.351
-0.065,0.181,0.669
-0.366,-0.4,0.576
0.904,0.16,0.243
-0.544,0.528,-0.468
0.609,0.291,0.513
0.67,-0.064,0.521
0.239,-0.036,-0.873
0.399,0.184,-0.522
0.441,-0.029,-0.029
0.629,0.166,0.771
0.002,0.314,1.621
-0.263,0.168,0.541
-0.34,-0.124,0.065
-0.492,0.001,-0.625
0.13,-0.081,0.484
-0.189,0.103,-0.277
-0.02,0.23,-0.403
-0.132,0.573,-0.765
-0.315,0.157,0.251
-0.383,0.11,0.085
0.168,0.067,-0.291
0.192,0.055,-0.511
-0.521,0.105,0.532
-0.115,0.259,0.421
0.671,0.522,0.076
-0.154,0.292,0.062
0.467,-0.327,0.065
-0.37,-0.448,-0.661
0.073,0.455,-0.48
0.377,-0.058,1.001
-0.193,0.25,0.046
-0.017,0.323,-0.44
-0.13,0.701,0.145
0.078,0.207,-0.447
