ax,ay,az
-0.12,0.501,0.038
-0.217,-0.052,0.796
-0.079,-0.058,-1.007
-0.035,-0.359,0.374
-0.085,-0.053,0.079
0.398,-0.003,-0.19
0.482,0.386,-0.066
0.911,0.577,1.996
-0.336,0.268,0.42
-0.531,-0.161,-1.091
-1.098,-0.005,-0.73
0.833,-0.084,-0.058
0.731,0.025,-0.313
-0.08,0.13,0.263
-1.388,0.122,0.764
-0.159,0.199,0.397
0.733,0.645,0.058
0.872,0.304,0.306
1.086,-0.535,0.89
-0.491,0.154,0.489
-0.351,0.092,0.332
-0.447,0.04,0.748
-0.031,-0.266,0.163
0.768,0.85,0.752
-1.431,-0.483,0.232
0.816,1.191,-2.989
-0.139,0.214,0.686
0.238,0.331,0.032
0.293,0.172,-0.194
0.21,0.336,0.858
0.055,0.491,-0.747
0.575,-0.46,0.312
0.157,-0.407,0.732
0.434,0.176,-0.142
0.132,0.039,0.07
-0.07,-0.291,-0.039
0.22,0.057,-0.534
0.048,0.173,0.311
0.185,0.43,-0.263
0.161,-0.082,-0.077
-0.011,0.306,-0.3
-0.044,0.481,-0.073
0.185,0.213,-0.034
0.339,-0.097,-0.046
-0.047,-0.194,-0.055
-0.518,-0.365,-0.247
0.056,-0.027,-0.035
0.101,0.326,0.346
0.121,0.236,0.318
-0.015,0.057,0.332
-0.664,0.28,0.954
-0.391,-0.163,0.477
0.14,-0.05,-0.193
-0.303,-0.205,0.08
0.357,0.266,-0.865
0.364,0.348,-0.35
-0.005,0.291,-0.676
0.21,0.012,0.051
-0.102,-0.12,0.112
0.319,0.287,-2.588
-0.001,0.097,1.286
0.282,-0.536,2.333
0.13,-0.228,-0.936
-0.265,0.298,0.093
-0.155,0.002,0.289
0.255,-0.162,-0.096
0.458,-0.084,-0.339
0.224,0.18,-0.751
0.132,0.192,-0.612
0.057,0.31,-0.4
-0.19,0.323,0.253
0.073,0.376,1.001
0.406,0.25,0.824
-0.029,0.264,0.229
-0.408,0.12,0.462
-0.54,-0.632,-0.796
-0.531,-0.492,-0.734
-0.249,-0.167,0.001
0.005,-0.198,0.281
-0.021,0.127,-0.253
0.432,0.299,-0.22
0.098,0.046,-0.461
0.099,0.204,-0.197
0.333,1.353,-1.192
0.203,0.245,1.484
0.568,-0.239,1.258
0.341,0.179,-0.465
0.279,-0.058,-0.591
0.228,-0.262,-0.747
0.329,-0.126,-0.121
0.516,0.233,0.041
0.188,0.311,-0.092
-0.38,0.189,-0.122
-0.176,-0.021,0.19
0.042,0.224,-0.015
0.125,0.335,-0.089
0.141,-0.086,-0.015
0.252,0.312,0.138
-0.219,-0.031,0.646
-0.637,-0.443,0.153
-0.417,-0.212,0.53
0.285,0.14,0.058
0.435,0.056,-0.558
0.311,0.108,-0.24
-0.031,0.066,0.29
-0.214,0.153,-0.065
-0.502,0.252,0.005
0.1,0.545,-0.245
