ax,ay,az
-0.233,-0.26,-0.242
-0.232,0.011,0.661
-0.094,0.279,0.894
-0.031,0.338,0.284
-0.139,0.331,-0.086
-0.043,0.146,0.644
0.005,0.081,-0.423
0.356,0.31,-0.239
0.16,0.302,0.158
-0.294,0.244,-0.551
0.018,-0.274,-0.32
0.29,0.059,-0.497
0.503,-0.128,0.544
0.446,0.439,-0.124
-0.364,0.589,-0.245
0.399,-0.282,1.191
-0.201,0.081,-0.048
-0.452,0.375,-0.193
-0.139,0.182,0.397
0.053,0.031,-0.556
0.027,-0.367,-0.122
0.216,0.357,-0.777
-0.148,0.336,0.067
-0.235,-0.322,0.068
0.088,0,0.204
-0.225,0.426,-0.336
0.263,0.445,0.795
0.168,0.159,0.838
0.008,-0.605,0.487
-0.163,-0.586,-0.213
0.075,0.324,-0.455
-0.631,0.552,-0.402
-0.469,0.615,0.248
0.19,0.239,0.833
-0.038,-0.063,-0.07
-0.068,-0.372,-0.042
-0.041,-0.058,-0.385
0.161,-0.163,0.479
1.252,0.443,1.159
1.607,0.34,1.353
0.096,0.104,0.005
-0.296,-0.485,0.274
-0.272,-0.168,-0.183
-0.541,0.349,-0.811
-0.597,0.234,-0.456
-0.48,0.165,0.069
-0.131,0.114,0
0.203,0.059,0.008
0.691,-0.276,0.235
0.506,0.088,0.694
-0.134,0.03,-0.184
0.512,0.912,-0.236
-0.693,-0.434,1.319
-0.09,-0.17,0.561
0.308,0.19,0.198
-0.025,0.306,-0.353
-0.267,0.259,0.391
-0.393,0.23,0.665
0.067,0.449,-0.221
0.213,0.012,-0.441
-0.142,-0.296,0.169
-0.087,-0.467,0.133
-0.118,-0.013,-0.48
-0.494,1.595,-0.613
0.107,0.63,1.008
0.8,0.102,1.586
1.081,-0.567,-0.093
-0.561,-0.012,-0.884
-0.384,0.213,-0.146
-0.121,-0.05,0.499
0.539,0.187,-0.077
-0.056,0.307,-0.59
0.213,0.075,0.391
-0.237,-0.384,0.146
-0.102,-0.416,0.005
0.034,0.039,-0.276
0.374,0.33,0.659
0.187,0.215,-0.373
-1.014,0.076,1.074
-0.641,0.078,0.425
0.75,-0.181,1.148
-0.181,-0.198,0.2
-0.463,0.132,-0.244
-0.318,-0.04,0.346
0.053,-0.171,-0.544
0.321,-0.191,-0.171
