ax,ay,az
-0.17,-0.23,-0.297
-0.49,-0.857,0.813
-0.943,-0.11,0.768
0.593,0.824,-0.067
-0.478,0.585,0.154
-0.264,0.373,-0.257
-0.664,0.355,0.921
0.041,0.599,-0.539
0.184,-0.081,0.859
0.699,-0.388,0.563
0.101,0.069,0.938
-0.336,-0.442,-0.971
-0.268,0.019,-0.22
0.38,0.569,-1.51
0.321,-0.992,0.788
0.42,-0.999,-0.229
0.245,0.059,0.638
0.084,0.543,-0.274
-0.464,0.549,-0.411
-0.021,0.024,-0.561
0.166,0.246,-0.04
0.757,0.857,-0.678
-0.108,0.676,1.057
-0.868,0.5,0.96
-0.744,-0.17,-0.06
-0.257,-0.062,0.073
0.331,-0.538,0.883
0.113,-0.184,0.332
-0.085,0.459,-0.371
0.029,0.483,-0.341
0.289,0.291,-0.023
0.237,0.231,-0.298
0.572,0.529,-0.534
0.203,0.151,-0.413
-0.252,-0.338,0.038
-0.492,0.271,0.842
-0.147,-0.353,0.905
-0.078,0.049,0.085
-1.204,-1.818,1.054
-0.135,0.798,0.209
0.494,0.444,-0.381
0.343,0.307,-0.635
-0.322,0.554,-0.011
-0.302,1.09,-0.328
0.433,-0.468,-0.596
0.8,-0.874,-0.082
-1.218,0.818,0.803
0.416,1.036,-0.236
-0.127,0.235,-0.139
-0.811,-0.155,-0.228
-0.055,-0.498,0.267
-0.43,-0.131,0.089
-0.567,0.106,-0.323
-0.074,0.39,0.253
0.08,0.785,0.543
0.236,0.88,-0.297
-0.962,1.196,-0.042
0.47,-0.875,0.009
1.053,0.533,-0.798
0.529,0.191,0.425
-0.069,-0.234,0.797
0.222,0.27,-0.227
0.267,0.253,-0.283
0.778,0.391,-0.7
0.506,0.271,0.458
-0.034,-0.017,0.921
-0.243,-0.173,-0.006
-0.109,0.282,-0.45
-0.194,-0.136,0.13
-0.901,0.338,0.135
1.016,0.373,-1.133
0.48,0.284,1.295
-1.212,0.089,0.346
-0.604,-0.691,0.149
-0.722,0.912,-0.419
0.156,0.193,-0.366
0.105,-0.142,0.036
0.04,-0.068,-0.417
0.349,0.068,-0.438
0.594,0.136,-0.167
0.227,0.463,-0.263
-0.343,-0.097,0.244
0.112,0.522,-0.268
-0.73,0.188,0.806
-0.411,0.327,0.478
-0.2,1.569,-0.455
0.092,-0.596,-0.098
0.18,-0.524,0.28
0.855,-0.095,1.022
0.253,-0.261,-0.62
