ax,ay,az
0.11,-0.043,-0.946
0.425,0.156,-0.29
-0.001,0.368,-0.03
-0.223,0.245,0.567
-0.362,0.108,0.695
-0.316,0.337,-0.048
0.009,0.104,0.399
0.275,-0.017,-0.098
-0.071,-0.019,0.42
-0.565,-0.124,0.09
-0.243,0.109,-0.023
-0.517,0.191,-0.204
-0.52,0.14,-0.057
-0.176,0.011,0.004
-0.071,-0.011,-0.283
0.058,0.094,-0.185
0.215,-0.01,0.192
0.224,-0.159,0.003
0.295,0.516,-0.446
-0.07,0.502,0.138
-0.308,0.232,0.257
-0.076,0.145,0.791
0.473,-0.113,0.46
0.148,-0.335,0.307
0.204,-0.064,0.1
0.04,-0.356,0.306
0.427,0.085,0.063
0.734,0.591,-0.504
0.323,0.201,-0.398
-0.096,-0.143,-0.434
-0.145,0.072,-0.324
-0.181,0.419,-0.037
-0.129,0.356,1.109
-0.415,1.024,-0.256
-0.151,0.332,-0.25
0.315,-0.414,0.507
-0.233,-0.031,-0.318
-0.222,-0.226,0.323
-0.137,-0.148,0.311
0.247,0.159,-0.448
-0.041,-0.011,-0.808
-0.178,0.073,-0.331
-0.137,0.034,-0.013
-0.259,0.055,-0.199
0.03,0.589,-0.192
0.02,0.352,-0.207
-0.156,0.122,-0.24
-0.284,-0.056,0.558
0.258,0.719,-1.923
-0.356,-0.006,0.562
-0.183,0.312,2.07
1.322,-0.151,-0.052
-0.094,0.029,-0.897
0.373,0.112,0.959
-0.151,-0.25,-0.235
-0.164,-0.162,-0.851
-0.095,-0.112,-0.465
0.286,0.274,-0.143
0.439,-0.028,0.425
0.206,0.531,0.094
-0.081,0.27,0.061
0.241,0.107,0.326
0.323,-0.134,-0.511
-0.021,-0.124,-0.166
0.226,0.515,-0.364
0.244,0.061,1.062
0.032,0.094,0.944
-0.583,-0.16,0.426
0.278,-0.62,0.652
0.586,-0.178,-0.064
0.054,-0.028,-0.14
-0.374,0.19,-0.224
-0.312,0.206,-0.087
-0.055,0.065,-0.322
0.152,0.02,0.141
0.106,0.142,-0.205
0.126,0.197,0.36
0.283,0.496,-0.373
-0.162,0.437,-0.712
0.798,-0.112,0.487
0.546,-0.308,0.119
-0.109,-0.049,-0.456
-0.19,0.506,-0.339
0.179,0.307,-0.118
0.05,-0.199,-0.301
0.283,-0.006,0.201
0.235,0.161,0.119
-0.006,0.171,0.03
0.019,0.352,-0.368
-0.48,0.535,-0.165
0.203,0.067,0.991
-0.306,-0.6,0.418
-0.495,-0.258,0.069
-0.271,-0.147,-0.455
-0.443,0.015,-0.379
0.235,0.074,0.112
0.147,0.043,-0.008
0.524,0.415,0.75
0.68,1.032,0.768
-0.04,0.059,-0.869
-0.204,-0.002,-0.119
0,0.283,0.437
0.606,-0.056,1.093
