ax,ay,az
-0.73,0.553,-0.245
0.533,-0.543,-1.301
-0.172,-0.349,2.049
-0.163,1.419,0.978
-0.339,0.925,-0.195
0.322,-0.307,-0.599
0.41,-0.846,-0.033
0.069,-0.166,0.146
0.339,-0.557,-0.138
0.239,0.106,0.861
-1.06,0.772,0.424
0.039,0.912,-1.471
0.111,0.398,-1.698
0.466,0.347,-1.076
0.22,0.26,-0.132
-0.193,0.884,0.12
-0.21,0.497,0.29
-0.179,-0.175,0.044
-0.012,-0.473,-0.294
-0.571,0.165,-0.053
-0.049,0.168,-0.394
-0.167,0.516,-0.696
0.091,0.079,-0.462
-0.522,-0.015,-0.21
0.114,-0.416,1.351
0.013,0.614,0.312
-0.655,1.204,0.499
0.163,0.265,-0.089
0.005,-0.262,-0.047
0.575,-0.488,0.038
0.978,0.31,-0.271
0.279,0.444,0.061
-0.041,0.113,-0.717
-0.028,-0.002,-0.222
-0.087,0.535,-0.376
0.139,-0.142,-0.144
-0.108,0.112,0.533
-0.324,-0.345,1.334
-0.593,-0.495,0.397
-0.329,-0.016,-0.086
-0.084,-0.52,0.749
-0.114,0.965,-0.092
-0.366,0.515,0.369
0.321,-0.148,-0.036
0.196,0.453,-0.111
-0.08,0.64,0.073
0.239,-0.323,-0.428
-0.257,0.029,-0.307
-0.254,-0.774,0.402
0.116,1.776,-0.036
0.299,1.013,-0.634
0.074,-0.107,0.281
-0.036,-0.239,-0.057
-0.093,-0.382,-0.212
0.089,0.426,0.159
0.178,0.024,0.219
-0.192,0.42,-0.1
-0.348,0.193,0.31
0.104,0.216,-0.059
0.494,-0.071,-0.819
-0.502,-0.116,0.535
0.351,0.215,-0.409
0.237,0.549,0.596
-1.169,0.491,1.015
-0.651,0.374,0.24
-0.91,-0.513,-0.6
0.275,0.23,0.396
0.534,-0.069,0.313
0.124,-0.077,-0.016
0.136,0.29,-0.467
-0.244,-0.23,0.532
-0.225,-0.061,0.928
0.18,0.137,-0.191
-0.819,2.088,0.325
0.064,0.571,0.013
1.001,-1.253,0.166
0.351,-0.804,0.371
-0.524,0.736,0.106
0.46,0.588,-0.479
0.635,0.341,-0.179
0.407,-0.045,-0.002
0.071,0.101,0.38
-0.762,0.365,0.389
