ax,ay,az
-0.241,-0.003,-0.368
0.134,0.084,-0.075
-0.044,0.514,0.01
0.51,0.178,-0.115
0.428,0.493,0.046
0.082,0.719,0.127
-0.084,0.063,0.563
0.049,0.493,-0.503
0.019,-0.408,0.392
-0.61,-0.441,-0.208
0.045,0.243,-0.744
-0.789,0.625,0.184
-0.481,0.423,-0.365
-0.008,-0.143,-0.727
0.537,0.411,-0.259
0.136,0.49,0.622
-0.336,-0.047,0.242
-0.602,0.118,-0.713
-0.163,-0.073,-0.734
0.085,-0.12,-0.095
0.127,0.593,-0.139
0.464,0.42,0.841
0.386,-0.058,0.481
0.204,-0.497,0.145
0.203,-0.6,0.136
-0.007,0.079,-0.006
-0.221,0.376,-0.375
0.078,0.208,0.248
0.023,0.407,-0.013
0.153,0.103,-0.441
-0.158,-0.085,0.235
-0.182,-0.131,0.759
-0.162,-0.022,1.423
-0.355,-0.289,0.909
-0.072,0.347,-0.621
0.294,0.106,0.086
0.181,0.032,-0.29
-0.281,0.146,-0.43
-0.232,-0.127,-0.048
0.113,-0.247,0.212
0.108,0.23,0.099
0.373,0.879,-0.174
0.129,0.39,0.237
-0.01,0.086,0.077
-0.279,-0.018,0.743
0.046,0.207,-0.395
0.252,-0.568,0.561
-0.311,-0.017,0.104
0.322,-0.073,-0.05
0.02,0.499,0.212
-0.181,-0.236,0.838
-0.087,0.429,-0.445
0.282,-0.056,-0.235
0.344,0.597,0.221
0.181,0.495,-0.289
-0.164,-0.147,0.329
-0.47,-0.316,0.64
0.024,0.109,-0.357
-0.244,-0.449,0.282
-0.563,-0.178,0.374
-0.099,-0.135,0.607
-0.132,0.005,0.307
0.088,0.256,-0.169
0.243,0.008,-0.502
0.082,0.122,-0.309
0.002,0.571,0.44
0.496,0.101,-0.032
-1.068,0.353,0.551
0.009,-0.463,0.704
0.46,0,-0.292
0.071,-0.481,0.075
-0.454,0.023,0.939
0.279,0.343,-0.99
0.239,0.801,-0.15
0.103,0.493,-0.068
0.052,0.23,0.088
0.228,0.046,-0.387
0.131,0.13,-0.507
0.194,0.106,0.007
0.323,0.176,-0.275
-0.066,0.132,0.531
-0.465,0.507,0.441
0.115,-0.099,0.982
0.189,-0.048,0.499
-0.15,-0.181,0.229
0.017,0.058,-0.347
-0.024,0.287,-0.34
0.073,0.023,-0.253
0.07,-0.031,-0.388
-0.102,0.565,-0.051
0.264,0.588,-0.404
-0.014,0.599,-0.429
-0.475,0.35,0.29
-0.33,-0.379,0.224
-0.775,-0.335,1.533
-0.719,1.38,1.429
0.052,-0.441,1.365
-0.338,0.235,0.56
-0.298,0.468,0.074
-0.569,0.162,-0.164
0.429,0.12,0.189
-0.599,0.235,-0.085
-0.152,0.616,0.057
0.676,-0.446,0.153
0.142,0.248,0.133
