ax,ay,az
-0.279,-0.12,-0.209
0.929,-0.069,-0.133
0.263,0.988,-0.268
-0.099,0.512,0.491
0.688,-0.341,1.532
0.63,-0.472,-0.637
-0.105,-0.255,-0.268
-0.452,0.319,0.17
-0.055,0.075,0.108
0.151,0.063,-0.999
-0.266,0.148,-0.197
-0.083,0.13,0.151
0.114,0.303,-0.17
-0.048,-0.021,0.125
-0.758,0.018,0.028
0.171,0.115,0.23
-0.146,0.17,0.224
-0.254,-0.016,0.599
-0.665,0.32,0.468
-0.522,0.98,-0.594
0.34,0.291,2.687
-0.176,-0.488,0.109
0.193,-0.975,0.419
-0.002,-0.025,-0.809
1.074,0.532,-0.438
-0.176,0.054,1.255
-0.193,0.336,-0.526
0.125,0.76,-0.7
-0.217,0.092,-0.416
-0.415,-0.313,-0.351
0.144,-0.124,0.162
0.25,-0.124,0.741
0.153,0.416,0.111
-0.056,0.163,-0.27
-0.193,-0.399,0.391
0.07,-0.411,0.403
0.131,0.329,0.314
0.422,0.189,0.104
0.477,-0.136,-0.83
0.4,-0.021,-1.069
-0.364,0.115,0.22
-0.609,0.574,0.363
-0.337,0.154,0.638
-0.094,0.68,-1.643
0.015,0.239,0.831
0.237,0.019,1.715
-0.54,-0.225,0.352
-0.63,-0.095,0.106
-0.255,0.432,-1.325
0.38,0.326,-0.906
0.306,0.022,0.735
-0.153,0.35,0.237
-0.335,0.426,-0.112
-0.215,0.01,0.074
-0.242,-0.091,-0.146
0.162,-0.367,0.152
-0.408,0.17,0.492
0.063,0.33,1.049
0.353,-0.244,0.605
0.042,0.162,-0.314
-0.179,0.19,-0.762
-0.014,0.217,-0.45
-0.021,0.151,-0.015
-0.203,0.131,-0.072
-0.114,0.004,-0.049
-0.139,-0.049,0.105
0.274,0.103,-0.383
-0.371,0.582,-0.626
0.126,0.069,0.404
0.167,0.403,-0.192
0.237,0.01,0.42
-0.18,-0.287,0.351
-0.377,-0.468,0.032
-0.31,-0.259,0.41
-0.477,0.079,-0.063
-0.6,0.185,0.433
-0.055,0.236,-0.076
-0.168,0.15,1.006
0.454,-0.113,0.23
0.326,0.216,0.002
-0.094,0.356,0.257
-0.183,0.343,0.281
0.098,0.6,-0.787
-0.646,0.294,-0.117
0.849,-0.094,0.952
0.413,-0.168,0.431
-0.045,-0.072,-0.3
-0.055,-0.102,-0.661
0.389,-0.07,-0.448
0.021,0.132,-0.672
-0.191,-0.009,0.058
-0.18,0.324,0.043
0.407,0.628,-0.311
0.281,0.516,0.691
-0.028,0.392,-0.272
0.38,-0.2,0.59
-0.218,-0.036,-0.603
-0.581,-0.3,0.532
-0.886,0.158,-0.24
-0.64,0.417,-0.151
-0.172,0.043,0.248
-0.235,0.108,0.364
0.14,0.168,0.968
0.218,0.202,0.445
0.029,-0.175,-0.273
0.255,-0.258,-0.455
