ax,ay,az
-0.374,0.586,-0.94
-0.354,-0.221,-0.488
0.347,-0.903,1.032
-0.558,0.295,0.29
-0.361,0.144,0.47
0.16,0.475,-0.542
0.039,0.371,0.03
0.064,0.251,0.088
-0.152,0.07,-0.301
-0.207,0.157,-0.27
0.314,0.006,0.033
0.286,-0.127,-0.167
-0.156,0.284,-1.383
-0.081,0.565,0.815
0.834,-0.103,0.714
-0.285,-0.075,-0.153
-0.35,0.241,-1.108
0.024,-0.372,0.535
-0.081,0.229,0.159
-0.106,0.573,-0.377
-0.154,0.061,0.261
-0.293,-0.127,-0.192
0.381,-0.35,0.669
0.238,-0.213,-0.401
-0.492,0.012,-0.053
0.032,0.363,0.342
0.781,0.565,0.331
-0.627,-0.112,0.982
-0.575,0.148,0.632
-0.479,-0.149,0.557
0.196,-0.47,0.422
0.024,-0.17,-0.163
0.337,0.052,-0.198
0.397,-0.018,-0.047
0.224,0.419,-0.607
-0.125,0.324,-0.06
-0.577,0.157,-0.308
-0.265,0.08,-0.034
-0.181,0.183,0.028
0.032,-0.079,0.823
-0.673,0.491,0.25
0.649,-0.036,1.841
1.278,0.251,-0.688
0.383,-0.199,-0.897
0.345,0.01,-0.366
0.049,0.305,0.389
0.31,0.418,0.249
-0.049,0.29,-0.686
0.102,-0.078,0.114
-0.188,-0.016,-0.778
-0.402,-0.273,1.198
0.338,0.273,-0.303
-0.303,-0.044,0.481
-0.476,-0.37,0.423
-0.384,-0.01,0.082
-0.068,0.45,-0.416
-0.238,0.054,0.477
-0.944,-0.25,2.656
-0.06,-0.676,-0.696
0.461,-0.442,-0.975
0.746,0.287,0.383
0.617,0.656,-0.088
-0.499,0.136,0.132
-0.06,0.039,1.256
-0.257,0.095,-0.434
0.862,0.246,-0.461
0.908,0.291,-0.319
0.085,0.152,-0.404
-0.386,-0.145,0.328
0.095,0.314,-0.051
-0.026,0.884,-0.711
-0.094,0.353,0.684
0.027,-0.085,1.174
-0.117,-0.186,-0.021
-0.478,-0.291,-0.405
-0.651,-0.062,-0.656
-0.889,0.357,0.437
-0.069,0.756,0.19
-0.087,0.701,-0.194
0.113,-0.373,0.033
0.77,-0.511,-0.398
0.077,-0.111,0.639
0.08,0.073,1.819
0.25,0.491,0.198
0.427,0.478,-0.282
0.148,-0.127,-0.215
0.571,-0.412,-0.065
0.213,-0.178,0.193
-0.157,0.009,-0.422
-0.194,0.32,-0.02
-0.333,0.042,-0.04
0.043,0.216,0.35
-0.248,-0.063,0.995
0.001,0.344,0.532
0.192,0.862,-1.847
1.526,-0.238,1.1
