ax,ay,az
-0.034,0.204,-0.168
0.559,-0.092,1.135
0.632,0.336,0.193
0.295,0.239,-0.45
0.16,-0.03,0.961
-0.624,-0.147,-0.174
0.361,0.135,-1.028
0.432,0.569,-0.397
0.173,0.249,0.271
-0.842,0.107,-0.365
-0.506,-0.194,0.289
-0.486,0.115,0.191
0.177,-0.4,-0.113
-0.308,-0.1,-0.47
0.111,0.018,-0.306
0.391,0.101,-0.027
0.149,0.056,-0.687
-0.271,0.045,0.022
-0.25,0.76,0.311
0.044,0.417,0.656
0.054,0.353,0.227
-0.455,-0.458,-0.327
0.131,0.057,0.465
1.473,0.395,0.214
0.106,-0.346,0.363
-0.3,-0.069,0.8
0.132,0.343,-0.116
0.359,0.198,-0.213
0.047,0.119,-0.445
0.203,-0.066,-0.622
-0.359,0.085,0.007
-0.021,-0.109,1.181
-0.392,-0.041,-0.008
0.504,-0.084,0.767
-0.852,1.855,-0.833
0.002,-0.395,0.067
-1.051,-0.733,1.297
-0.802,-0.617,0.768
-0.109,0.151,0.136
0.528,-0.189,-0.261
-0.032,0.357,-0.741
0.348,0.708,-0.162
-0.422,0.208,1.19
-0.198,-0.104,-0.063
-0.278,-0.055,0.649
0.121,-0.192,-0.505
-0.121,-0.098,0.269
0.339,-0.475,0.453
0.642,0.043,-0.752
0.02,0.414,-0.156
0.295,0.208,0.37
-0.12,0.367,-0.458
0.077,0.382,-0.695
0.106,0.017,0.109
0.34,0.075,-0.652
-0.638,0.44,-0.105
0.157,0.301,0.863
0.073,0.534,0.506
-0.097,-0.068,0.214
0.014,-0.593,0.262
0.096,-0.448,0.567
-0.319,0.392,0.04
-0.777,0.322,0.08
-0.379,0.45,0.697
0.164,0.152,-0.007
0.245,-0.332,-0.14
-0.164,-0.314,-0.84
-0.363,0.072,-0.183
0.063,0.616,-0.984
0.341,0.358,0.27
0.094,0.361,-0.371
0.17,0.657,-0.272
-0.292,0.356,-0.061
0.586,-0.406,1.323
0.731,-0.094,-0.429
-0.297,-0.091,-0.82
0.047,-0.122,-0.608
0.136,0.219,-0.234
-0.011,0.453,-0.341
0.334,0.179,0.467
0.107,0.135,0.036
0.154,0.104,-0.089
0.533,0.16,0.277
0.728,-0.117,1.369
-0.544,0.581,-0.353
-0.317,0.427,-1.146
-0.63,-0.44,0.551
-0.142,0.01,-0.592
-0.016,-0.26,-0.457
