ax,ay,az
0.036,0.382,-0.285
0.236,-0.227,0.466
0.818,-0.585,1.106
-0.551,-0.422,0.376
0.328,0.203,-0.526
-0.396,0.812,-0.212
0.318,0.442,-0.461
0.001,-0.315,0.09
0.409,-0.195,0.228
0.24,0.207,0.493
0.325,0.65,-0.376
0.376,0.182,-0.228
-0.184,-0.367,-0.15
-0.079,-0.09,0.114
0.386,0.223,0.868
-0.334,0.129,0.921
-0.228,0.073,0.27
0.437,-0.295,0.569
-0.045,0.47,-0.148
0.062,0.096,-0.675
0.065,-0.269,-0.398
-0.324,-0.19,0.38
-0.214,0.322,0.281
-0.255,0.279,0.092
-0.173,0.159,0.093
0.305,0.139,-0.824
0.207,0.152,0.917
0.896,-0.323,1.027
-0.186,0.472,-0.882
0.552,-0.118,1.341
-0.132,-0.24,-0.755
0.695,-0.021,-2.325
1.3,0.591,0.332
-0.21,0.166,0.846
0.139,0.194,0.11
0.068,0.283,0.056
0.23,0.202,0.119
-0.243,-0.148,0.505
-0.017,-0.184,0.846
-0.479,0.164,-0.684
-0.354,0.03,-0.562
-0.029,0.223,-0.137
-0.128,-0.092,0.313
0.024,0.422,-0.336
0.197,0.006,0.546
-0.025,0.001,-0.268
-0.269,0.313,-0.371
0.213,0.427,-0.175
0.264,0.392,-0.184
0.053,-0.025,-0.322
0.019,-1.104,0.39
0.497,0.01,0.399
0.413,0.185,0.839
-0.528,0.666,0.78
0.396,0.556,0.339
-0.016,0.391,-0.679
0.364,-0.421,0.037
0.089,-0.074,-0.266
0.333,-0.145,-0.258
-0.144,0.114,-0.574
-0.133,0.327,-0.038
-0.133,0.229,0.708
0.124,0.534,0.195
0.211,0.224,0.342
-0.034,0.244,-0.801
-0.491,-0.344,1.197
0.484,0.197,-0.05
0.029,0.072,0.362
-0.481,0.083,-0.263
-0.58,-0.05,0.092
-0.38,-0.162,0.31
0.03,0.526,-1.442
-0.042,0.282,0.151
0.137,0.258,-0.019
-0.043,-0.044,-0.033
-0.533,0.08,0.289
0.131,0.369,-0.085
0.385,0.235,0.612
-0.072,0.749,0.057
0.832,0.5,-0.374
0.193,0.021,0.183
-0.17,-0.277,-0.303
0.134,-0.163,-0.36
0.33,-0.183,-0.225
0.156,-0.296,-0.355
0.078,-0.029,-0.372
0.449,0.204,0.028
0.097,0.013,-0.162
0.266,0.208,0.49
0.194,0.764,0.287
-0.257,0.408,0.574
-0.3,-0.241,0.194
