ax,ay,az
-0.258,0.442,0.645
-0.041,0.129,-0.113
0.455,0.098,-0.211
0.5,0.038,0.021
0.273,0.1,0.178
-0.101,0.28,0.223
-0.305,0.12,-0.13
-0.037,-0.336,0.046
-0.372,0.465,-0.025
-0.235,0.161,-0.109
-0.91,-0.2,1.529
-0.114,-0.268,0.248
-0.072,0.464,-0.576
-0.101,0.295,-0.119
-0.117,-0.086,0.041
0.244,0.103,-0.461
0.089,-0.145,0.15
-0.064,0.024,0.462
-0.027,0.099,0.214
0.031,0.653,-0.043
0.356,0.529,0.197
0.382,-0.003,0.795
0.36,-0.364,-0.337
-0.138,-0.025,0.469
-0.114,0.261,0.389
0.374,0.018,-0.655
0.059,0.131,-0.284
0.213,-0.69,-0.116
-0.225,0.021,0.041
0.052,0.633,-0.176
0.349,0.113,0.127
0.029,0.341,0.49
-0.084,0.639,-0.571
-0.273,0.371,-0.299
0.161,-0.463,-0.381
0.232,-0.498,0.131
-0.121,0.068,0.064
-0.572,0.157,0.336
-0.177,0.135,-0.231
0.147,-0.124,-0.44
-0.279,0.546,0.006
-0.291,0.275,0.376
0.127,0.091,-0.321
-0.196,0.047,-0.222
-0.077,0.092,0.081
0.509,0.417,-0.295
-0.089,0.278,0.494
-0.177,-0.329,0.932
0.561,-0.247,-0.232
0.053,-0.24,0.405
-0.353,-0.129,0.821
0.062,0.643,-0.175
0.279,0.141,-0.409
0.168,-0.329,0.074
0.794,0.356,-0.092
0.054,0.393,-0.237
-0.434,-0.179,-0.222
-0.838,0.386,0.118
-0.108,-0.012,0.092
0.024,0.367,0.05
-0.618,0.236,1.056
-0.497,0.316,0.235
-0.26,0.257,0.412
-0.182,-0.17,-0.298
-0.069,-0.059,-0.639
0.178,0.438,0.129
-0.117,-0.131,0.233
-0.151,0.048,0.303
-0.225,0.103,-0.11
-0.663,0.428,-0.324
-0.25,0.114,0.028
-0.014,0.007,-0.051
0.877,0.19,0.186
-0.587,0.084,1.555
-0.112,0.111,1.136
0.524,-0.16,-0.297
0.526,-0.362,0.04
0.384,0.157,0.143
0.045,0.201,0.163
-0.63,0.036,-0.126
1.048,-0.709,0.158
0.757,0.475,-0.398
-0.007,0.407,0.518
-0.019,0.437,0.056
0.139,0.607,-0.211
0.156,0.421,-0.176
0.202,0.108,-0.493
-0.065,-0.235,0.089
-0.242,-0.512,0.193
-0.346,-0.094,0.103
0.224,-0.01,-0.593
0.175,0.089,0.069
-0.447,0.575,0.77
-0.133,-0.006,-0.567
-0.755,0.584,0.388
-0.127,0.516,-0.235
0.025,-0.041,-0.4
0.2,-0.123,0.058
0.271,-0.089,-0.076
-0.045,0.153,-0.445
0.377,0.459,-0.414
0.391,0.059,-1.016
0.218,-0.052,0.04
0.666,0.483,0.09
0.09,0.428,0.662
0.297,-0.168,0.208
0.635,-0.367,0.416
-0.033,-0.213,0.689
0.322,0.064,0.785
-0.031,0.385,0.35
0.169,-0.455,0.461
0.079,-0.048,0.759
0.201,0.374,0.292
-0.058,-0.029,-0.03
-0.02,0.698,-0.751
