ax,ay,az
1.173,-0.366,0.01
0.426,0.197,-0.258
1.439,-1.81,0.633
-0.217,-1.354,0.489
-0.076,-0.122,0.384
-0.208,1.442,-0.374
-0.48,0.789,-0.108
-0.45,0.399,0.074
0.142,0.043,-0.619
0.089,0.242,0.119
0.069,0.208,0.388
-0.333,0.423,-0.112
0.602,0.909,-0.526
-1.28,-0.979,2.245
1.166,-0.533,-0.727
-0.198,0.069,-0.567
-0.308,-0.13,-0.261
-0.769,0.489,-0.052
0.265,0.499,-0.064
-0.41,0.229,0.811
0.284,-0.172,-0.215
0.082,0.274,-0.003
0.068,0.709,0.74
-0.605,-0.75,0.415
-0.631,1.502,-1.78
0.255,0.641,0.161
-0.222,-0.214,1.214
0.222,-0.321,-0.001
2.105,-0.702,-0.08
-0.101,0.206,1.104
0.141,-0.253,0.711
-0.348,-0.398,0.052
-0.639,-0.529,0.036
-0.363,-0.111,0.01
-0.359,0.172,0.358
-0.089,0.083,0.061
0.395,0.355,0.103
0.618,0.521,0.158
-0.375,-0.354,0.315
-0.141,-0.491,0.041
0.228,0.301,-0.593
-0.022,-0.169,0.513
-0.578,0.304,0.892
0.048,0.114,0.531
-0.381,0.102,-0.313
-0.1,-0.228,-0.446
-1.032,-0.079,0.159
-0.195,0.365,0.844
0.341,0.233,0.525
-0.038,0.315,0.287
0.392,0.546,-0.159
0.12,0.091,0.005
0.204,0.724,-0.767
-0.256,0.094,0.344
-0.065,-0.698,0.695
-0.196,0.146,0.058
-0.079,-0.059,0.081
-0.222,-0.023,0.265
-0.065,-0.03,0.054
-0.144,0.216,0.699
0.171,0.06,0.471
-0.06,0.427,-0.201
-0.448,0.105,-0.02
0.079,-0.201,0.268
0.519,-0.019,0.365
-2.324,2.01,-3.899
-0.281,-0.139,1.085
-0.205,-0.422,-0.52
0.627,0.094,-0.489
-0.106,0.814,0.59
-0.169,0.367,0.44
-0.026,0.173,-0.237
0.073,-0.259,-0.189
0.053,-0.253,0.121
0.745,0.366,-0.002
0.964,0.776,0.36
0.125,-0.123,-0.084
-0.403,-0.799,-0.04
-0.238,0.577,-0.261
-0.185,0.324,0.356
0.581,0.24,-1.056
