ax,ay,az
-0.166,-0.018,-0.431
0.111,0,0.555
0.142,-0.102,-0.105
0.131,0.108,-0.817
0.273,-0.257,1.286
0.032,0.13,-0.365
-0.545,-0.118,0.111
0.181,-0.254,0.478
-0.412,-0.003,0.389
-0.261,0.323,-0.425
0.053,0.154,-0.095
0.248,0.259,0.358
0.113,0.296,0.281
0.267,0.711,-0.707
-0.306,0.343,0.135
0.182,-0.425,0.052
0.278,0.424,-0.934
0.329,0.313,-0.025
0.158,-0.217,0.378
-0.061,-0.209,0.14
0.186,0.144,-0.488
0.086,0.04,-0.399
-0.139,-0.041,0.328
-0.388,0.078,-0.15
0.372,0.209,-0.354
-0.087,0.091,-0.546
-0.099,0.172,0.492
0.343,0.904,0.589
0.612,0.187,-0.091
0.559,0.011,-0.385
0.281,0.205,0.016
-0.104,0.132,0.205
-0.242,-0.08,0.292
-0.272,0.137,-0.325
-0.062,-0.035,-0.421
-0.493,-0.157,0.592
-0.165,0.157,-0.202
-0.456,-0.002,-0.259
-0.166,0.093,0.159
0.014,0.109,-0.057
-0.203,-0.119,0.396
-0.082,-0.119,0.099
0.239,0.448,-0.918
0.219,0.558,-0.256
0.047,0.153,0.302
-0.547,-0.107,0.805
-0.047,-0.127,-0.056
0.835,0.268,-0.919
0.139,0.047,0.615
0.123,0.26,0.289
0.111,0.396,0.795
0.161,0.607,-0.387
-0.339,0.362,0.376
0.372,-0.32,-0.033
0.058,0.019,-0.299
0.271,-0.146,0.299
0.547,-0.121,-0.003
-0.154,0.102,-0.554
-0.415,0.581,-0.347
-0.001,0.017,0.466
-0.123,-0.078,0.088
-0.173,0.056,0.027
0.04,0.211,0.172
0.258,0.297,0.511
0.108,0.184,0.305
0.014,0.144,-0.026
-0.014,0.237,-0.103
-0.022,-0.11,-0.056
-0.08,0.013,0.094
-0.122,-0.072,0.25
-0.423,-0.039,0.016
0.012,-0.106,0.002
0.54,0.304,0.147
-0.027,0.113,0.101
-0.075,0.139,0.279
-0.264,0.636,-0.277
-0.788,0.473,0.125
-0.14,0.011,-0.268
0.347,-0.132,-0.326
0.023,-0.24,0.436
-0.149,0.008,0.116
0.042,0.218,-0.443
-0.263,0.6,-0.823
0.384,0.137,-0.033
0.948,0.119,0.478
0.02,0.027,0.333
-0.211,0.09,0.293
-0.136,0.13,0.194
0.117,-0.067,0.072
-0.301,0.014,-0.114
0.133,0.062,-0.252
0.444,0.06,-0.324
0.302,0.017,0.038
-0.143,0.119,-0.332
-0.225,0.308,-0.097
-0.101,0.199,0.515
0.052,0.111,0.325
0.267,-0.056,0.035
0.147,-0.177,-0.009
-0.406,-0.073,0.19
0.042,0.602,-0.077
0.048,0.325,0.559
-0.036,0.192,0.595
-0.308,-0.314,-0.503
-0.302,0.052,-0.162
-0.522,0.348,0.924
-0.408,0.414,0.238
-0.417,-0.065,-0.729
-0.07,-0.172,-0.019
0.716,0.151,-0.211
-0.386,0.534,-0.737
-0.209,0.036,0.15
-0.079,-0.242,-0.268
-0.004,0.254,-0.109
