ax,ay,az
0.641,0.64,0.75
-0.019,0.312,0.051
-0.466,-0.06,0.197
-0.189,-0.207,0.891
-0.184,-0.475,-0.037
-0.214,-0.257,-0.012
-0.111,-0.106,0.093
-0.079,0.154,0.108
0.321,0.243,-0.303
0.199,-0.077,0.184
-0.401,-0.05,-0.583
-0.591,0.177,-0.418
-0.396,0.059,0.172
0.027,0.237,0.042
0.062,0.236,-1.141
0.34,0.105,0.333
0.994,-0.337,1.741
-0.195,0.124,0.337
-0.773,0.263,0.018
-0.744,0.218,-0.58
0.134,0.099,-0.157
0.682,0.228,-0.41
0.581,0.121,-0.027
0.025,0.017,0
-0.078,-0.06,0.402
-0.532,-0.061,0.975
0.185,-0.038,1.554
0.12,0.451,0.116
0.382,0.381,0.131
-0.475,-0.396,0.407
-0.491,-0.561,0.038
-0.704,0.145,-1.082
0.344,0.351,0.377
0.514,0.486,0.475
0.167,0.61,-0.349
0.157,-0.071,-0.748
-0.172,-0.03,-0.514
-0.124,-0.348,0.319
0.238,0.606,0.218
0.371,0.837,1.014
0.783,-0.609,0.838
1.223,-0.965,0.428
0.461,-0.364,-0.225
-0.57,0.393,-0.471
0.44,0.239,-0.292
-0.132,0.041,-0.807
-0.191,-0.009,-0.719
-0.1,0.102,-0.137
0.194,0.341,0.08
-0.175,0.401,0.244
0.098,0.111,0.782
-0.604,0.667,-0.443
0.512,-0.04,0.486
0.758,-0.325,1.439
0.545,-0.193,0.04
-0.534,-0.227,-0.409
-1.001,0.008,-0.452
-0.15,0.518,-0.042
-0.113,0.062,0.147
0.305,0.034,-0.151
-0.214,-0.095,0.147
-0.273,0.279,0.069
0.273,0.211,0.294
0.563,-0.027,-0.221
-0.348,-0.246,0.849
0.732,0.401,-0.536
-0.077,0.87,-0.921
0.309,0.162,2.198
-0.513,-0.206,1.15
-0.639,-0.198,-0.326
0.19,-0.326,-1.337
-0.057,0.014,0.112
0.394,0.299,0.154
0.578,0.367,-0.176
-0.254,-0.087,-0.162
-0.367,0.575,0.598
-0.257,0.702,0.63
-0.371,-0.147,-0.89
-0.31,0.841,0.614
0.422,0.914,0.688
-0.755,-0.281,0.225
-0.192,-0.376,-0.917
0.347,-0.78,0.064
0.341,-0.486,-0.247
0.09,0.248,-0.435
0.197,0.142,0.81
0.142,0.104,0.061
0.396,0.097,-0.043
0.209,0.268,0.444
0.328,0.053,1.303
