ax,ay,az
-0.798,-0.442,1.654
-0.712,-0.071,0.682
0.382,-0.187,0.076
0.585,0.623,-0.48
-1.078,0.085,0.428
-0.574,-0.211,-0.002
-0.345,0.505,-0.309
-0.152,0.536,-0.3
0.101,0.219,-0.183
0.761,-0.163,-0.299
0.072,-0.219,0.214
-0.348,0.084,-0.221
-0.221,-0.182,0.376
0.462,1.096,-1.091
-0.289,0.323,0.963
0.088,0.395,-0.084
-0.49,-0.01,0.487
-0.366,-0.317,0.088
-0.111,-0.194,-0.25
0.077,0.063,-0.568
0.118,0.096,-0.307
0.032,0.216,-0.488
0.049,0.101,-0.031
0.407,-0.104,0.392
0.261,0.226,0.276
0.038,0.15,0.442
-0.485,-0.307,0.827
-0.733,-0.014,0.317
0.065,0.023,-0.126
-0.027,-0.098,0
0.014,0.111,0.236
-0.742,0.341,-0.48
-0.33,0.244,0.107
-0.502,0.405,0.095
0.251,0.486,0.331
0.396,-0.059,0.844
0.646,0.06,-1.149
-0.644,-0.282,1.392
0.503,0.106,1.15
0.821,0.577,0.129
0.596,-0.12,-0.148
0.211,-0.407,0.009
-0.511,-0.36,0.27
-0.699,-0.015,0.154
-0.221,-1.134,0.197
0.257,0.269,0.156
0.282,0.559,-0.172
0.051,0.32,0.067
0.275,0.166,-0.277
0.191,0.46,-0.397
0.128,-0.084,-0.225
-0.036,-0.102,-0.319
-0.546,0.322,0.519
-0.522,0.234,0.532
-0.247,-0.09,0.824
-0.257,0.046,0.251
0.325,-0.072,-0.066
2.627,-1.864,-0.02
-0.294,0.853,-0.054
0.354,1.132,-0.006
0.555,0.68,0.073
0.695,-0.709,0.463
-1.356,-0.92,0.608
0.104,0.22,0.489
0.162,0.66,-0.475
1.058,0.115,-0.239
1.21,0.146,-0.442
-0.149,-0.151,0.785
-0.166,0.211,0.541
-0.126,-0.083,0.163
0.485,-0.605,-0.102
-0.771,-0.274,0.744
-0.72,0.884,0.085
0.432,-0.18,-0.489
-0.282,0.033,0.493
0.203,-0.07,0.172
-0.457,0.625,0.476
0.081,0.261,-0.713
-0.145,-0.079,-0.887
0.061,0.229,-0.126
-0.54,0.801,0.703
-0.615,-0.038,0.75
-0.066,0.031,-0.505
-0.381,-0.046,-0.946
-0.615,0.394,0.493
0.574,0.042,0.87
0.431,0.282,0.187
1.134,0.321,-0.931
-0.245,-0.005,-0.305
-0.051,0.052,0.651
0.017,-0.341,0.587
-0.462,-0.544,0.503
0.567,-0.288,0.161
0.5,0.611,0.516
-0.147,0.354,0.939
0.305,0.69,0.046
0.259,0.365,0.506
0.21,-0.202,0.203
