ax,ay,az
-0.335,-0.381,0.398
-0.297,-0.491,0.057
0.045,-0.166,-0.09
0.361,0.108,0.095
0.173,0.374,-0.524
0.104,0.452,-0.247
0.118,0.212,0.396
-0.095,0.104,0.418
0.065,0.646,-0.446
0.029,0.216,-0.272
0.044,0.708,-0.598
-0.006,0.269,0.519
0.085,-0.033,1.033
0.78,-0.3,0.258
-0.152,0.125,-0.209
0.125,0.084,0.288
0.588,-0.104,-0.352
0.038,-0.126,-0.745
-0.359,0.193,-0.888
-0.408,0.335,0.25
0.289,0.431,0.01
0.53,0.169,-0.272
0.333,-0.344,0.602
-0.103,0.089,-0.59
-0.055,0.67,-0.39
0.377,-0.13,0.882
-0.385,-0.162,0.563
-0.04,-0.261,0.678
0.337,0.126,-0.714
-0.356,-0.378,0.576
-0.396,0.051,-0.236
-0.518,-0.234,-0.72
-0.354,-0.093,0.687
-0.244,0.49,-0.349
-0.018,0.51,-0.359
-0.3,0.162,-1.202
0.114,0.192,0.344
0.379,0.112,1.572
-0.243,0.76,-0.921
0.529,-0.405,1.372
0.337,0.281,-0.549
-0.506,0.425,-0.478
0.157,0.285,-0.059
-0.272,0.342,-0.712
0.136,-0.429,-0.593
0.107,-0.809,-0.298
0.042,0.512,-1.127
0.082,0.655,-0.697
0.019,0.117,-0.347
-0.088,0.435,0.244
-0.126,0.239,1.391
0.15,0.14,0.88
-0.832,0.074,-0.626
-0.431,-0.396,0.158
0.208,-0.043,0.168
1.235,0.688,0.944
-0.01,0.204,0.394
-0.42,0.176,0.377
-0.182,0.375,0.161
0.004,0.158,-0.249
0.07,0.025,-0.689
-0.144,0.46,-0.291
0.054,0.191,0.362
-0.001,0.058,0.128
-0.468,-0.574,-0.03
0.444,0.092,-0.823
-0.013,0.43,-0.495
-0.204,0.29,-0.004
-0.063,-0.268,1.163
0.331,0.852,-0.215
-0.505,0.531,0.848
-0.841,0.215,0.517
-0.624,-0.291,0.103
-0.459,0.046,-0.919
-0.541,-0.122,-0.094
0.079,0.33,0.272
0.408,0.091,1.356
-0.124,-0.211,-0.178
-0.239,-0.272,-0.193
0.148,0.032,0.35
0.505,0.424,-0.088
0.316,0.301,0.233
0.082,0.041,-0.08
-0.209,-0.028,0.673
-0.155,0.126,0.127
0.326,0.205,0.031
0.29,-0.061,-0.473
0.355,-0.104,-0.5
0.314,-0.098,-0.673
0.051,0.205,-0.686
0.216,0.459,0.097
0.097,0.294,0.124
-0.434,0.267,0.184
-0.009,0.057,0.564
0.11,-0.074,-0.476
0.065,0.002,-0.183
0.043,0.241,-0.11
-0.164,0.523,0.526
-0.361,-0.253,0.316
