ax,ay,az
-0.349,-0.417,-0.234
0.569,-0.338,-0.453
-0.317,-0.312,-0.32
0.315,0.385,0.559
0.071,0.714,0.166
0.264,-0.217,0.33
-0.291,0.078,-0.177
-0.17,0.5,-0.431
0.212,0.469,0.462
0.393,0.909,-0.625
0.676,0.051,-0.864
-0.733,0.233,-0.11
-0.29,-0.186,0.294
-0.051,-0.347,-0.355
-0.165,0.085,0.123
-0.234,0.346,-0.185
0.129,0.488,-0.053
-0.057,0.347,0.149
0.067,0.356,-0.036
-0.095,0.166,0.078
0.258,0.467,-0.834
0.235,-0.109,0.537
0.019,-0.083,0.019
0.134,0.058,-0.441
0.196,0.009,-0.384
0.182,-0.001,-0.384
0.218,-0.136,-0.312
0.764,0.303,-0.131
0.359,0.717,0.388
-0.181,0.438,-0.394
0.066,0.02,0.18
0.024,-0.171,0.143
-0.624,0.282,0.062
-0.635,-0.559,-0.789
-0.361,-0.381,0.21
-0.037,0.34,0.303
0.471,0.837,-0.711
0.84,0.677,-0.32
0.208,0.372,1.339
0.74,-0.018,-0.257
0.244,0.134,-0.241
0.018,0.09,-0.172
0.44,-0.261,-0.036
0.235,-0.232,0.067
-0.184,0.252,-0.306
0.074,0.369,-0.068
-0.138,0.43,0.361
-0.034,0.051,0.354
0.034,-0.233,0.352
-0.156,0.448,0.973
-0.504,0.329,1.101
0.011,-0.143,0.006
-0.103,0.168,0.014
-0.626,0.299,-0.388
-0.077,-0.086,-0.542
0.515,-0.292,-0.045
0.092,-0.008,0.501
0.046,0.623,0.096
-0.331,0.287,-0.023
-0.017,-0.46,0.514
-0.011,0.668,-0.514
-0.97,0.733,0.331
0.17,-0.294,-0.084
0.439,-0.683,-0.047
0.341,-0.289,-0.22
0.252,-0.052,-0.235
-0.097,0.43,0.015
-0.44,0.397,0.192
-0.839,0.014,0.455
0.153,0.038,0.173
0.303,0.548,0.427
0.324,-0.292,0.469
-0.202,0.015,0.433
-0.401,0.297,-0.492
-0.472,0.519,-0.257
-0.365,0.55,-0.357
-0.443,0.389,0.074
-0.31,0.047,-0.009
0.092,-0.027,-0.125
0.799,0.11,-1.021
0.46,-0.618,1.402
0.064,-0.276,1.079
0.574,-0.028,-0.556
0.413,-0.043,-0.471
-0.383,0.469,1.162
0.282,-0.194,-0.1
0.614,-0.247,0.284
-0.298,0.693,0.175
-0.456,0.267,-0.281
-0.553,0.445,0.958
0.181,-0.293,0.003
-0.171,0.028,-0.146
-0.168,-0.011,-0.479
0.083,-0.151,-0.06
-0.233,0.217,-0.165
-0.046,0.645,2.544
-0.344,0.242,0.506
