ax,ay,az
0.508,-0.217,-0.446
0.193,0.241,-0.402
-0.293,0.008,0.109
-0.408,1.403,0.297
-0.371,-0.071,1.37
-0.53,-0.047,0.158
0.141,-0.33,0.336
0.078,0.189,0.484
-0.567,0.117,0.181
-0.481,0.065,-0.134
0.092,-0.215,-0.271
0.115,0.413,-0.087
0.241,0.102,-0.043
0.106,0.426,-0.119
-0.124,0.004,-0.049
0.016,-0.028,0.159
-0.131,-0.187,0.072
-0.132,0.042,-0.013
-0.474,0.092,0.018
0.209,-0.289,0.494
0.827,0.254,-0.06
0.439,-0.7,0.463
-0.199,-0.297,0.595
0.398,-0.865,1.859
0.25,0.151,0.956
-0.391,0.632,-1.495
0.116,-0.333,-0.916
0.064,0.36,-1.106
0.764,0.3,-0.71
-0.041,0.494,0.225
0.743,0.21,-0.901
-0.21,0.214,0.27
-0.026,-0.04,-0.016
0.982,-0.808,-0.111
0.081,0.229,1.21
-1.656,0.645,1.107
0.489,-0.833,-0.975
-0.814,0.514,0.994
-0.702,1.002,-0.059
-0.315,0.39,-0.802
-0.155,0.347,-0.407
0.097,0.022,0.016
0.07,0.065,-0.039
-0.108,-0.156,0.649
-0.26,0.489,-0.607
-0.806,0.348,0.356
0.244,-0.187,-0.24
0.225,1.128,-1.186
0.298,-0.161,0.146
0.09,-0.68,0.661
-0.409,0.45,0.112
-0.758,0.303,0.384
-0.629,0.614,0.352
-0.189,0.382,-0.188
0.392,-0.115,0.049
0.278,-0.379,-0.05
0.512,-0.059,0.014
-0.293,0.886,-0.31
-0.095,0.44,0.152
0.591,-0.334,-0.623
0.539,-0.06,-0.504
-0.336,0.42,-0.169
-0.204,-0.636,0.54
-0.689,-0.331,-0.126
0.554,1.385,-0.33
-0.127,-0.006,1.582
-0.646,0.326,0.869
-0.23,0.087,0.638
0.266,0.278,-0.092
0.039,-0.278,0.047
-0.287,-0.153,-0.496
0.011,-0.081,-0.252
-0.231,0.027,-0.085
-0.265,0.296,-0.543
0.222,-0.072,-0.073
0.087,0.342,0.234
0.037,0.246,-0.166
0.155,-0.003,0.412
0.276,0.291,-0.087
0.292,0.137,-0.511
-0.004,-0.064,0.213
-0.008,-0.239,-0.177
-0.266,0.219,-0.129
0.164,-0.081,-0.039
1.315,1.091,-1.444
-0.369,0.157,0.715
-1.017,0.341,1.102
0.724,-0.402,-0.093
-0.323,0.528,-0.371
0.307,0.316,0.358
0.137,-0.72,0.062
