ax,ay,az
-0.531,0.111,-0.055
-0.164,0.105,-0.017
-0.313,0.107,-0.278
0.227,-0.026,-0.425
-0.103,-0.022,-0.614
0.17,0.403,0.373
0.14,0.459,0.744
-0.022,0.217,0.354
0.336,0.532,0.311
0.452,-0.111,0.542
0.406,0.372,-0.444
-0.482,0.115,-0.639
-0.105,-0.052,0.44
-0.284,-0.203,-0.047
0.273,-0.157,0.233
0.828,0.297,0.458
0.198,0.165,0.194
-0.213,0.075,-0.002
-0.19,-0.063,-0.144
0.102,0.142,0.19
0.252,0.308,0.024
-0.116,0.14,-0.275
0.697,-0.085,0.494
-0.404,0.074,0.288
-1.038,0.162,0.307
-0.726,0.228,0.401
0.394,0.137,-0.148
-0.419,0.228,-0.552
0.084,-0.248,0.295
0.49,0.583,-3.098
-0.175,0.517,-1.489
0.272,0.165,-0.764
0.623,0.005,-0.188
-0.67,0.158,0.764
0.312,0.631,1.313
0.001,0.685,0.026
-0.21,0.128,0.246
-0.715,0.049,-0.032
-0.548,0.213,-0.494
-0.27,-0.123,0.151
0.296,-0.064,-0.035
0.809,0.087,-0.522
0.842,0.153,0.097
-0.314,0.312,-0.288
-1.278,0.302,-0.161
0.033,0.041,-0.106
-0.237,-0.108,0.009
-0.028,-0.239,0.024
-0.346,-0.013,-0.596
-0.246,0.221,-1.371
-0.217,0.717,0.351
-0.715,0.359,0.926
0.217,0.495,0.907
0.201,0.193,0.963
0.703,-0.166,0.783
0.274,-0.327,-0.05
0.116,-0.395,-0.793
-0.333,0.267,-1.39
0.115,0.182,0.287
-0.15,0.359,0.573
-0.453,0.029,0.387
-0.067,0.164,-0.001
0.29,0.101,-0.223
0.108,0.393,-0.572
0.309,-0.148,1.539
-0.372,0.112,0.301
-0.472,-0.269,0.566
-0.611,0.03,-0.044
-0.203,0.522,-0.665
0.107,0.036,0.057
0.131,-0.337,0.478
0.467,-0.026,0.787
0.634,0.868,-0.373
-0.298,0.666,-0.531
-0.957,-0.046,-0.11
-0.542,-0.569,1.447
1.397,-0.336,0.589
0.709,0.33,-0.892
-0.275,0.646,-0.485
0.478,0.299,0.037
-0.031,-0.027,0.152
0.22,-0.042,-0.084
0.057,0.175,0.366
0.11,-0.016,0.235
0.356,0.01,-0.035
-0.037,0.439,-1.089
-0.622,0.119,0.061
-1.097,0.535,0.605
-0.577,-0.204,0.799
-0.712,-0.268,0.003
0.814,-0.043,-0.49
0.526,0.431,-0.481
-0.262,0.259,0.845
0.469,0.391,-1.708
0.061,0.069,-0.092
0.015,0.073,-0.92
0.384,-0.227,0.039
-0.404,0.143,-0.126
0.219,0.179,0.451
