ax,ay,az
0.869,0.735,-0.854
-0.089,0.072,1.357
0.035,-0.33,-0.156
-0.14,-0.6,0.596
0.184,0.036,-0.521
0.296,-0.069,-0.935
0.355,-0.281,0.303
0.21,0.115,0.189
-0.073,0.058,0.127
-0.119,0.192,-0.588
-0.311,0.396,-0.128
-0.046,0.248,0.265
-0.1,0.432,-0.015
0.086,0.16,0.421
0.015,0.198,1.326
-0.038,-0.148,0.615
-0.641,-0.211,0.222
-0.011,-0.278,0.688
-0.156,-0.085,-0.145
0.132,-0.126,0.502
0.011,-0.018,-0.129
0.596,0.507,0.901
-0.053,0.009,0.139
-0.322,-0.006,-0.858
0.095,0.054,-0.396
-0.078,0.248,-0.176
0.093,-0.058,0.575
0.092,0.106,-0.231
0.035,0.61,0.547
0.617,0.258,0.92
-0.056,0.214,0.394
0.102,0.067,-0.068
0.18,-0.076,-0.311
0.25,-0.01,0.21
0.106,0.392,-0.43
0.156,0.397,0.41
0.206,-0.133,0.082
-0.164,0.092,-0.359
-0.289,0.092,0.806
0.386,0.554,0.132
-0.957,0.073,-0.043
-0.723,-0.332,-0.105
0.15,-0.706,0.118
-0.334,0.263,0.034
-0.013,0.122,-0.122
0.028,-0.028,-0.074
0.11,0.243,-0.104
-0.275,0.189,0.176
0.148,0.265,-0.276
0.543,0.395,0.911
0.186,-0.015,-0.158
0.55,0.136,-0.029
-0.556,0.837,-0.187
0.303,-0.11,-0.067
-0.193,-0.327,0.497
0.561,-0.294,-0.455
1.003,0.226,-0.305
1.01,-0.255,-0.032
0.398,0.056,-0.337
-0.361,0.678,0.68
-1.632,2.026,-2.07
-0.896,0.784,-0.005
-0.467,-0.918,0.542
-0.385,-0.322,-0.522
0.099,-0.208,-0.265
-0.106,0.468,-0.692
-0.09,0.409,0.095
0.59,0.433,0.582
0.223,0.087,0.463
0.133,0.142,0.1
0.35,-0.229,1.088
0.825,0.072,0.29
-0.216,-0.165,-0.963
-0.046,-0.156,-0.574
-0.19,0.146,-0.835
-0.232,-0.051,0.43
-0.485,0.038,0.194
-0.089,-0.202,-0.298
-0.414,0.201,1.118
0.108,1.18,-0.031
1.09,-0.292,1.343
0.715,-0.389,0.584
-0.384,-0.216,-0.292
-0.169,-0.21,0.344
-0.622,0.444,0.145
-0.141,0.427,-0.144
-0.262,-0.013,-0.185
-0.087,0.01,0.047
-0.216,0.303,-0.58
-0.193,0.488,-0.254
-0.198,0.682,-0.255
-0.085,0.338,0.117
0.373,0.009,0.158
0.256,0.025,-0.534
-0.275,-0.051,-0.689
0.211,0.036,-0.204
-0.184,-0.015,0.153
0.52,0.271,-0.256
0.048,0.027,-0.362
-0.375,0.191,-0.467
-0.132,0.001,0.246
0.223,-0.101,0.339
0.546,-0.036,0.561
0.485,-0.052,0.442
0.29,0.055,0.04
-0.171,-0.256,0.476
-0.466,0.877,-0.929
0.079,0.193,0.241
0.117,-0.233,0.472
0.02,-0.028,0.255
-0.432,0.047,0.451
-0.823,0.082,0.415
-0.429,0.08,-0.084
0.165,-0.072,-0.462
0.426,-0.087,0.017
-0.11,-0.426,0.062
