ax,ay,az
-0.397,-0.176,1.265
-1.052,0.18,0.598
0.171,0.158,0.365
-0.297,0.643,-0.379
0.342,0.168,-1.142
0.231,-0.565,0.003
-0.284,0.078,0.301
-0.12,0.264,-0.139
-0.085,0.097,-0.1
-0.078,0.14,-0.07
-0.301,-0.17,0.903
-0.131,0.854,-0.16
0.015,-0.694,-0.109
-0.273,-0.299,0.023
0.087,0.021,-0.073
0.212,-0.151,-0.05
0.119,0.22,0.068
0.203,-0.004,-0.362
0.286,0.156,-0.057
-0.238,0.931,0.445
0.037,0.412,0.409
-0.309,0.297,-0.002
-0.08,0.501,-0.068
0.199,-0.199,-0.317
0.037,-0.28,0.335
-0.723,-0.472,0.813
-0.608,0.109,-0.044
-0.348,0.45,0.007
-0.021,-0.197,0.001
-0.407,0.287,-0.335
0.265,0.102,0.483
0.062,0.292,0.137
-0.336,0.265,0.814
0.743,0.492,-0.717
-0.855,0.396,1.053
-0.397,-0.516,0.487
0.456,-0.265,-0.296
0.241,-0.04,-0.093
0.165,-0.036,-0.014
0.229,-0.232,-0.242
0.258,0.215,-0.486
-0.299,0.324,0.327
-0.306,0.115,0.252
-0.093,-0.07,-0.144
0.554,-0.132,0.266
-0.844,0.133,1.112
0.269,0.554,0.003
-0.077,0.166,-0.166
0.311,-0.968,-0.08
-0.999,0.716,0.022
0.47,-0.33,-0.37
-0.584,0.179,0.043
-0.128,0.021,0.114
0.207,0.47,-0.064
0.053,-0.104,0.392
-0.126,0.506,-0.515
-0.418,0.102,0.129
0.093,-0.088,0.398
1.398,0.383,-0.337
0.107,-0.318,0.796
-0.249,-0.657,0.015
0.409,-0.893,-0.725
-0.611,0.471,0.481
0.685,0.163,-1.093
-0.475,1.027,-0.145
0.119,0.308,-0.256
0.188,-0.011,-0.027
0.075,0.025,-0.311
0.17,0.253,-0.425
0.356,0.256,-0.171
-0.015,0.057,0.095
-0.191,0.344,0.439
-0.171,-0.244,0.556
-0.722,0.299,0.45
-0.349,-0.182,0.129
-0.672,-0.477,-0.599
0.163,0.512,-0.314
0.355,-0.012,-0.102
0.404,-0.145,0.077
-0.038,-0.058,0.484
-0.31,0.401,0.244
-0.034,0.693,0.571
-0.239,0.54,-0.247
-0.132,-0.229,-0.114
0.038,-0.572,0.025
0.537,-0.026,-0.31
0.333,0.295,-0.056
0.635,0.466,-0.201
0.011,0.139,-0.696
0.088,-0.79,-0.337
-0.529,0.028,-0.057
-0.019,-0.01,-0.11
-0.342,0.741,-0.929
0.014,0.676,0.783
0.295,0.504,0.541
-0.605,0.456,0.436
-0.162,-0.078,0.396
-0.121,-0.177,-0.249
-0.453,-0.281,-0.069
0.16,0.248,-0.589
-0.414,0.706,0.053
-0.568,0.189,-0.082
0.457,-0.386,-0.312
0.726,0.278,-0.103
0.174,-0.064,0.02
0.187,0.125,-0.918
-0.712,-0.477,0.285
0.718,0.312,-0.764
-0.853,0.171,1.146
-0.075,0.747,0.553
0.37,0.098,-0.287
