ax,ay,az
0.455,0.438,-0.545
0.011,1.051,0.029
-0.056,0.442,0.356
-0.121,0.15,0.613
-0.367,-0.272,0.193
-0.397,-0.457,-0.218
0.207,-0.237,0.031
-0.556,0.241,0.251
-0.588,0.041,-0.099
0.279,0.03,-0.633
0.477,0.27,-0.254
-0.545,0.163,1.184
0.136,0.362,-0.297
0.325,0.057,-1.31
0.166,0.169,0.275
-0.122,-0.073,0.373
-0.337,0.214,-0.029
-0.082,-0.459,0.496
0.946,-0.19,0.236
0.002,0.421,-0.497
-0.196,-0.253,0.318
0.385,0.053,-0.477
0.16,0.165,-0.296
0.528,0.033,0.01
0.401,0.487,-0.445
-0.052,0.152,0.127
-0.107,0.109,-0.076
-0.105,0.252,0.209
-0.786,0.009,0.115
-0.185,-0.23,0.627
-0.497,0.41,0.051
-0.213,0.017,0.27
-0.848,0.294,-0.017
-0.222,0.227,-0.151
0.411,0.121,0.209
0.399,0.331,-0.02
-0.225,0.123,-0.091
-0.285,0.011,-0.244
-0.501,0.279,-0.46
-0.025,0.201,-0.48
0.17,-0.028,0.265
0.084,0.962,-0.014
-0.094,0.116,1.159
-0.357,0.096,0.587
0.663,0.27,-0.112
0.027,-0.47,0.416
0.872,-0.714,0.064
0.394,-0.464,0.497
-0.4,0.479,-1.163
-0.1,0.465,-0.742
-0.12,0.323,-0.262
-0.075,0.475,-0.319
0.431,-0.068,-0.143
0.059,0.351,0.599
0.297,-0.108,0.545
0.189,0.163,-0.17
-0.219,-0.251,0.42
-0.165,0.892,-0.112
-0.055,0.025,-0.509
0.152,-0.338,0.343
-0.526,0.166,0.843
-0.246,0.727,0.157
-0.154,0.087,-0.448
-0.162,0.036,-0.573
-0.262,-0.031,0.124
0.011,-0.234,0.037
0.111,-0.092,0.605
1.225,1.336,-1.344
0.844,-0.348,-0.258
-0.432,0.38,0.582
0.043,-0.341,-0.529
0.756,0.096,-0.503
0.429,0.449,-0.048
-0.083,0.27,0.01
0.15,0.184,0.118
0.148,0.259,0.187
0.132,0.151,0.442
0.18,0.27,0.551
0.611,0.023,-0.324
-0.116,0.543,0.305
-0.704,-0.042,1.199
-0.853,0.302,0.4
-0.426,0.018,-0.098
-0.125,-0.105,-0.452
-0.584,0.174,-0.026
0.084,0.362,-0.391
-0.276,0.153,-0.121
0.118,-0.292,-0.037
0.141,-0.23,0.111
-0.146,0.386,-0.019
-0.224,0.675,0.461
0.505,0.389,-0.265
1.209,0.047,-0.538
0.443,0.039,-0.304
-0.37,0.035,0.297
-0.612,0.472,0.086
-0.423,0.622,0.285
0.427,-0.371,-1.131
-0.314,-0.75,0.169
-0.43,0.573,1.182
0.092,0.531,1.311
