ax,ay,az
0.07002,-0.31075,-0.16066
0.03923,-0.22999,0.09794
-0.28639,-0.01489,0.05794
-0.08776,-0.10327,-0.33943
-0.25471,0.08379,0.16028
0.31867,-0.12132,0.03212
-0.38609,0.10444,0.3804
-0.04269,-0.20481,-0.53149
-0.45018,-0.17692,-0.3922
-0.45675,-0.48297,-0.42594
-0.62763,-0.9859,-1.66899
-0.64936,-0.65301,-0.49565
-1.32075,-0.80893,0.43813
-0.85454,-0.86294,1.65656
-1.4783,-0.46009,1.0153
2.75774,0.13551,2.14025
0.60909,2.37721,-0.35152
0.54694,0.21901,0.98907
1.0702,0.98802,1.20405
-0.91962,1.0247,-1.14062
-0.41727,0.53509,2.29597
1.12005,0.77931,-0.53286
-1.37393,-1.58846,0.38766
0.10708,-0.26244,0.36731
0.70435,-0.78377,0.93139
-0.25823,-0.24039,-1.2061
-0.92377,-0.98527,-2.17234
-4.33094,0.89728,3.20497
-3.06752,1.02674,0.30425
-3.00418,1.13439,0.31131
-2.15689,-0.32652,0.08872
-2.15689,-0.32652,0.08872
-2.15689,-0.32652,0.08872
0.98304,-2.73579,2.08087
0.68495,-2.67558,2.19612
1.89072,-1.90067,1.29413
1.08965,-0.32051,-0.79065
0.95132,-0.27046,-0.05221
0.44631,-1.02246,1.50425
0.63223,-1.60305,1.06685
0.77282,-1.98803,0.46995
0.64102,-0.35966,1.30404
0.45476,-0.00537,3.24622
-0.39728,-1.04493,0.08761
0.61162,-0.18119,-0.3854
1.07077,-0.72536,0.27968
1.53638,-1.60547,0.02634
1.85459,-2.00677,0.1862
4.96938,-3.84677,0.22094
1.39069,-3.99564,2.46008
-2.23388,-0.12065,0.94865
-2.3862,2.28954,5.92914
-1.59513,1.67745,0.98173
-0.63661,0.97238,-0.74105
-1.89547,0.81566,0.70412
-2.59198,0.09671,-0.71572
-1.67257,-0.24601,-1.03589
-0.52233,-0.20895,-0.39093
-0.69294,-0.05624,-0.63407
0.82119,-0.37556,0.34036
2.5301,-0.94241,1.44598
2.7777,-1.95067,1.94928
3.88796,-1.80845,-0.70075
1.87102,-1.34193,-0.58987
0.84303,-1.22379,-0.69474
1.1258,0.41004,-1.93859
0.17098,0.79142,0.03051
-1.40673,0.76172,0.86159
-1.41132,0.86758,2.97557
-2.83927,-2.88366,0.47185
-2.60755,-0.89741,0.99852
1.31239,0.05648,1.23923
0.21771,-0.80627,-3.06333
1.75627,-0.8416,3.24064
0.87174,0.3014,-0.8778
2.00675,-0.66882,2.03096
-0.04338,-3.12231,2.0774
0.8008,-2.48509,-1.51824
0.89375,-0.01747,-1.41489
2.03412,1.24379,-1.00152
-0.53753,-0.43177,1.00327
-0.03506,-2.05982,6.60175
-1.64394,4.18703,0.06396
0.758,-2.27849,0.39746
0.44039,-0.91044,-0.61128
-0.81264,-0.79524,-1.05243
-0.81264,-0.79524,-1.05243
-0.81264,-0.79524,-1.05243
0.81239,-1.01762,1.75666
-1.12556,-3.29793,2.68783
-0.04459,-0.87223,-0.1684
1.00551,-1.54625,0.85964
1.70924,-1.2211,0.24268
0.76373,0.10388,-0.54357
0.76373,0.10388,-0.54357
