ax,ay,az
0.20013,5.03145,2.85701
-2.05113,3.53815,1.84562
-3.22142,3.08316,1.37251
-2.74578,3.81893,0.91283
-3.74371,3.39206,0.81725
-4.09324,3.3712,-0.46125
-0.86808,5.70963,1.67126
-4.08149,4.78115,0.25284
-2.89837,2.69084,-0.98162
1.64863,0.23723,-2.40652
1.95157,3.28679,2.8306
0.01577,5.60984,1.08722
-0.25207,3.14451,-0.96881
-2.0212,1.55492,-1.2934
-0.5805,2.95892,-0.9225
-0.97801,5.46514,0.35341
-0.47762,2.86467,-1.66233
2.26331,2.89354,1.31685
-0.48248,2.37637,2.67225
-0.59073,2.73729,2.29621
-2.3041,2.72254,0.79243
-2.33423,3.93735,1.40894
-1.35065,4.71854,2.81511
-0.9565,3.32869,0.46078
-1.69918,2.57876,1.98124
0.22262,1.71907,2.34311
2.73603,3.54718,9.31826
4.89736,2.03692,2.01303
-2.48997,-0.23148,2.06861
-4.88696,-2.45371,-0.31392
-5.03482,0.26249,1.78013
-1.70437,3.70167,3.51751
0.48942,2.84041,1.8181
0.91191,2.90217,3.09603
-1.38478,1.65134,1.4573
-4.12215,-0.8204,1.23256
-2.38309,-1.28915,-1.65374
-0.37985,4.84606,3.94072
1.41784,4.92557,1.17468
-2.12122,2.48808,-0.87698
-3.0944,1.53004,0.07444
0.77635,2.54415,3.88943
0.28436,1.29184,2.57975
2.38509,0.88357,-0.74181
0.05263,1.54614,1.21739
2.05868,2.77884,1.34362
-1.12584,1.96939,-0.57651
-1.50743,1.31773,-1.59268
-0.2782,1.80391,-0.42742
1.17066,1.62034,0.70974
1.74107,3.18903,3.35411
0.87971,3.25018,-0.07723
0.25868,2.65348,1.00263
-1.65151,1.79653,1.11382
0.24175,3.40882,0.34488
-0.25943,2.41762,-0.83877
2.36382,2.47828,3.33266
3.07159,2.63579,-1.15555
1.22324,0.34548,2.19054
0.31883,-2.27727,0.10648
3.56176,-1.82245,-2.60365
1.40752,0.81616,-0.63129
-0.62177,2.64465,-0.91496
-1.92187,2.75568,0.10924
-3.89323,2.4981,-0.64925
-0.11658,4.10441,2.15573
-3.11908,2.12571,1.94818
-2.17458,-0.7921,2.03914
-0.13227,-1.0248,0.70818
0.67094,-0.64942,0.81236
1.8833,0.34903,-0.9054
1.6761,0.73387,0.21955
3.31836,0.93495,-0.11869
1.70869,-1.86554,0.0867
3.67222,-1.97751,-1.22784
2.04355,1.37095,1.7694
1.42983,0.2869,0.04606
-3.71727,1.03255,3.70999
0.13497,1.20745,0.24032
-0.19811,3.24216,5.33184
0.24496,3.97556,1.89017
-2.82433,1.63551,0.55622
-2.45656,1.26822,-0.07658
-3.0523,0.57861,-0.29445
-3.88637,0.74443,-0.80073
-1.16306,2.5132,-1.47698
-0.06359,3.64739,0.42465
1.77597,-0.6519,-2.67131
1.16825,-1.02897,2.73067
