ax,ay,az
-1.75313,1.92807,0.02121
-1.13656,0.85624,1.12894
-1.57156,0.86148,0.34904
-2.21988,-0.09474,-0.25304
-2.19221,-1.18227,-0.47293
-1.48911,-0.24843,0.76126
-0.33953,0.90147,-0.90455
-0.65707,0.56573,0.51607
-1.20856,1.03411,-1.08508
-1.01158,0.46317,-0.30085
-1.01158,0.46317,-0.30085
-1.01158,0.46317,-0.30085
-2.43379,0.69021,2.76557
-1.9699,-0.51823,0.50787
-2.18604,-0.72199,2.04616
0.31121,-0.68634,1.45853
0.44784,0.36542,1.4478
-0.59096,0.02711,0.5635
-1.04733,-0.18387,-0.83927
-2.8232,3.49646,-0.33903
0.41135,0.18655,0.35742
0.83164,0.65541,1.45984
-0.44529,-0.02083,1.82739
-1.4613,-0.64368,0.46182
-2.1619,-0.86411,1.99724
-2.11641,0.08941,0.61152
-1.0361,1.06076,0.21966
-1.15752,1.07862,-0.80423
-2.32338,-0.23,0.97491
-0.46239,1.80017,-0.00667
0.37024,1.97785,0.37398
-0.75458,0.89989,1.35163
-1.29552,0.77572,2.82554
-1.50161,-1.06368,2.49229
-1.14,-0.02473,-0.88347
-0.4293,-1.12775,0.00283
-0.4293,-1.12775,0.00283
-0.4293,-1.12775,0.00283
1.20154,0.44384,0.71456
0.27353,2.35279,2.60459
0.32648,1.99933,1.11628
-0.51139,-1.56384,2.40574
-1.14483,-0.70201,1.04176
-1.75824,-0.7032,0.71606
-0.81527,0.40013,-0.51149
-0.10498,0.03579,0.14723
-0.5819,1.13311,-0.0165
-0.27246,1.03787,-0.22968
0.46377,0.85851,1.31844
0.28368,0.71015,2.20956
0.19225,0.32546,1.5162
-0.0774,-1.05388,0.58889
0.69486,0.13489,-0.14689
1.0552,-0.05479,0.08657
0.57423,-0.04949,0.17791
0.6393,1.57777,-1.2398
1.05988,0.08217,1.18034
0.72514,0.72548,1.00538
-0.65527,-0.04147,1.13004
-0.72739,0.45006,0.61231
-1.61187,0.81786,1.95553
-1.43572,0.39521,2.8882
-0.31686,0.77738,-1.05243
-0.0753,0.87464,-0.07721
0.05047,0.89636,0.4269
-0.2589,1.14103,0.54097
0.70503,0.88331,0.79015
1.49612,0.8874,-1.9323
0.53965,-1.98958,1.96709
0.33381,-1.02402,0.67514
1.03654,-0.7624,0.09002
0.96057,-0.01221,0.23301
0.86823,0.45372,0.54962
0.93958,-0.34643,0.25233
1.2466,0.26181,-0.46354
1.14762,-0.08837,1.71175
-0.46398,-1.0033,4.39372
-0.24537,-0.09302,-0.4364
-0.83559,-0.84512,1.30171
-0.9781,0.40221,-0.12531
-0.43279,0.26283,-0.09268
-0.39165,0.61937,-0.39239
-0.88353,1.23178,0.16292
-0.26124,0.97179,0.3823
0.24087,1.30988,0.08423
0.76713,0.46894,0.6522
0.30741,0.45445,1.59831
-0.9421,-1.39627,2.00057
-0.36501,-1.32373,0.32145
0.1775,-0.57375,0.27145
0.78076,0.1286,-0.7267
1.35912,0.80204,-0.64707
1.43109,-0.47456,0.36258
-0.11284,1.88976,0.89716
0.40249,-0.71853,0.93451
-0.44714,0.36219,1.83174
-0.64598,-0.28634,1.90853
-0.03424,-0.3144,-0.519
-0.59192,0.59106,0.46797
-0.00341,0.86244,-0.84423
-1.53555,1.27174,0.63694
-1.51249,1.38374,-0.16481
-0.11614,0.80136,-0.01729
0.38434,1.53024,0.52527
1.61292,-0.2887,-1.3553
1.00363,-2.7551,2.5817
-0.06029,-0.63846,0.71192
-0.24147,1.09578,-0.48127
1.16429,-0.5388,0.48673
1.99863,-0.65856,-0.11158
1.31514,-0.72267,1.3175
