ax,ay,az
-2.90222,-2.2626,-0.16972
-1.32217,-1.2785,2.09847
-0.40168,-0.67739,0.84199
2.27032,0.50455,2.12925
0.68701,0.31725,0.61482
-1.19865,0.35562,0.81927
-0.08095,1.94667,0.1787
0.25486,2.20438,0.08946
-0.51613,0.66522,0.56653
0.1511,1.37712,0.07452
-1.74828,1.7107,2.58071
-0.26836,1.8724,-1.71984
-0.19701,1.52218,1.22943
0.35101,1.01911,1.14671
0.76384,0.59563,0.62269
1.92125,1.15995,-1.17025
-0.99482,0.89472,1.65401
0.31569,2.44033,-1.68028
1.17452,3.09847,1.75374
1.34154,2.31905,1.59368
-2.00623,-0.88281,1.83375
-0.20112,-1.4861,1.75292
1.07707,-0.83286,-0.21669
2.72787,-1.2906,-2.02767
1.22296,-2.24843,-0.462
0.85698,-1.80959,0.31305
1.72811,-0.45439,-0.74825
-0.36429,0.04934,0.91467
-1.68599,1.31512,0.55337
-1.93709,2.0616,1.65254
-1.51126,1.37644,0.99989
-1.44285,0.84665,0.61417
-0.68794,1.12648,0.40973
-0.59038,1.24841,0.94651
-1.47292,0.92135,0.94517
-1.17835,0.85797,1.34743
-0.54857,0.17056,1.35484
-0.22216,-0.50015,0.47669
-0.22611,-0.56179,-0.24777
-0.85469,0.08274,-1.14401
1.67704,1.14138,0.06659
-0.6943,0.84852,-0.71275
0.88463,1.63964,-0.25974
-0.77353,0.6801,-0.48549
-0.72896,0.51625,-0.55674
-0.12695,0.61928,0.65678
0.11312,0.27755,0.28407
-0.20888,-0.04471,-0.87621
0.78804,-0.1673,-0.48406
0.52672,-0.15817,-0.17699
-0.10198,0.00234,-0.70123
0.03863,0.18732,-0.1793
-0.16476,0.08831,-0.01051
-0.11842,0.05815,-0.26573
0.09969,-0.09931,0.52993
-0.56589,-0.06449,0.65969
-0.65883,0.30951,1.83378
-0.29721,1.42075,3.40501
-1.00454,0.65838,1.17688
-1.99868,-0.04112,0.58747
-1.86137,0.01264,0.17715
-2.0475,0.28017,1.23761
-1.79015,0.74481,1.79079
-2.51636,0.99643,3.67399
-3.02312,0.76154,6.9061
-2.06032,-2.65099,8.35777
-1.25565,-2.00412,11.29875
1.01649,-3.79482,11.51825
3.65629,-1.68661,7.84447
3.10638,-3.01163,9.43708
2.42979,-1.83839,4.30579
3.36237,-1.76148,3.13073
3.0194,-2.02187,-0.38553
1.49107,-0.76092,-0.27889
1.49107,-0.76092,-0.27889
1.49107,-0.76092,-0.27889
0.63622,-0.19511,-0.18907
0.8316,0.11188,-0.33004
1.45541,-0.00931,-0.50868
1.82616,-0.07892,-0.54599
1.56742,-0.90428,0.38357
-0.52157,-0.17214,0.18047
-0.52157,-0.17214,0.18047
-0.52157,-0.17214,0.18047
-1.00659,-0.02979,1.34613
-1.30064,-0.38622,-0.49698
-1.38965,0.6218,0.5161
0.11122,0.73742,0.22506
0.32857,-0.4056,-0.04239
-0.89294,-0.44234,0.97255
-0.73153,0.82442,1.58538
-0.41531,1.03194,-1.29689
0.00181,0.08037,-0.16758
-0.28667,-0.9411,0.65754
0.83453,-0.52739,1.22694
-0.03873,-1.32388,-0.74469
-0.63935,0.22676,1.08458
