ax,ay,az
0.365,-0.125,0.072
0.067,-0.595,1.102
1.499,0.649,-0.305
-0.067,-0.523,-0.323
-0.279,-0.558,-1.09
0.071,0.142,0.097
0.15,0.136,0.149
0.268,0.215,-0.011
-0.934,-0.048,2.044
-0.684,-0.187,1.072
-0.27,-0.527,-0.531
-0.809,0.144,0.987
0.366,-0.612,-0.775
-0.189,0.524,-0.182
-0.247,0.376,-0.225
-0.334,0.115,0.017
0.228,0.52,0.775
-0.128,-0.404,1.087
0.469,-0.244,-0.652
0.381,0.508,1.329
0.258,-0.565,0.435
-0.249,-0.104,-0.298
-0.16,0.808,0.809
0.044,0.178,-0.028
-0.445,0.311,1.042
-0.263,0.562,0.733
-0.344,0.691,1.233
-1.658,-0.081,0.503
0.163,-1.264,-0.143
-0.721,0.336,1.47
-0.307,0.402,-0.844
-0.289,0.591,0.1
0.047,0.127,0.077
0.376,0.317,-0.754
-0.307,0.338,0.109
0.125,0.285,1.579
0.629,-1.028,0.745
-0.301,0.266,0.227
-0.071,0.021,0.118
0.142,0.004,-0.237
0.6,-0.052,-0.826
0.116,0.017,0.408
1.049,0.538,-1.041
-0.239,0.146,0.765
-1.129,0.269,0.021
-0.377,0.135,0.49
-0.9,0.459,1.528
-0.217,-0.493,-0.541
-0.078,-0.391,0.168
0.182,-0.08,0.143
0.149,0.319,-0.438
0.541,-0.094,0.328
-0.393,0.354,0.521
0.329,-0.906,0.562
0.442,0.748,-0.093
0.09,-0.425,0.548
0.238,-0.455,0.46
-0.239,0.81,-0.222
0.312,-1.021,1.849
-0.317,0.78,1.088
0.091,0.052,1.802
-1.226,-0.157,0.818
-0.027,-0.024,0.464
-0.404,-0.933,0.951
0.538,-1.243,-1.421
-0.145,0.482,-0.277
-0.056,0.262,-0.497
-0.121,0.605,0.254
-0.695,0.67,0.597
0.401,-0.193,-0.448
-0.447,0.23,1.829
0.643,-0.962,0.354
-0.02,0.435,0.777
0.278,-0.48,-0.056
-0.318,0.08,0.025
-0.104,0.112,0.184
-0.219,0.509,-0.086
-1.017,-0.214,0.971
0.174,0.568,-0.477
-0.05,0.369,1.156
-1.1,0.128,1.719
-0.197,-0.626,-0.058
-0.068,-0.153,0.669
-0.06,0.264,-0.037
-0.275,0.272,-0.262
-0.356,0.186,0.165
0.038,0.155,-0.26
0.35,0.683,-0.469
0.14,-0.34,0.378
0.035,-0.861,1.497
0.819,0.001,0.054
-0.41,0.913,0.541
0.742,-0.763,0.936
0.463,-0.277,-0.096
-0.166,0.398,-0.227
0.79,-0.078,1.058
-0.748,0.168,-1.021
-0.232,0.813,0.968
0.121,0.038,0.794
