ax,ay,az
0.253,-0.381,0.907
-1.011,0.862,1.694
-0.051,-0.436,-0.838
0.644,-0.231,-1.238
0.721,-0.148,-0.631
0.251,1.187,-0.24
0.075,1.112,0.041
-0.2,-0.556,0.599
-1.076,-0.487,0.806
-1.073,-0.189,1.208
-0.098,-0.671,0.039
0.249,-0.151,-0.65
-0.225,0.662,0.057
-0.104,-0.113,-0.01
-0.249,-0.313,0.927
-0.059,0.422,0.332
0.078,-0.247,0.122
1.608,-0.597,-1.56
-0.333,0.763,0.476
0.302,0.662,0.585
-0.029,-0.371,1.446
0.153,-0.288,-1.189
-0.752,-0.463,0.974
-1.389,0.174,2.1
-0.725,-0.286,0.475
0.102,-0.13,1.161
-0.049,0.526,1.873
0.646,0.218,1.171
1.235,-1.193,1.569
-0.331,2.69,-1.454
-2.808,3.605,-5.355
2.859,-1.746,0.825
0.836,-0.166,-0.699
-0.039,0.455,0.901
0.683,1.231,-0.778
-0.621,-0.233,0.321
-0.113,-0.896,-0.17
-1.236,-0.724,2.891
0.041,-0.301,-0.463
-0.329,0.102,0.845
-0.491,0.664,0.756
-0.531,0.535,0.248
0.105,-0.206,0.399
0.783,-1.257,1.026
0.158,-0.022,0.595
0.446,0.579,-0.469
0.464,0.202,-0.817
-0.239,1.025,0.51
-0.856,-0.779,1.113
-0.21,-0.868,0.398
-0.852,-0.565,0.88
-0.449,0.59,-0.857
-0.017,0.018,0.037
-0.072,0.326,0.48
0.46,0.164,0.68
-0.073,0.532,1.911
-0.281,-0.611,1.185
0.115,-0.41,0.643
0.027,0.071,-0.015
1.164,-2.166,1.658
-0.64,0.731,0.308
-0.254,0.912,0.373
0.096,0.935,0.383
0.867,-0.091,0.004
-0.554,-0.7,0.515
-0.644,-0.524,0.53
-0.672,0.189,1.941
-0.394,0.537,0.536
-0.719,0.354,0.59
-0.105,0.107,-0.251
0.219,-0.233,0.004
0.805,-0.155,0.469
-0.633,0.947,0.047
0.514,-0.24,-0.893
-0.029,0.612,0.205
0.294,1.449,0.011
-1.906,-0.553,2.543
-0.66,-1.1,-1.058
0.168,-0.651,0.903
-0.087,0.661,-0.751
0.483,-0.841,-0.031
0.13,0.407,-0.41
0.392,0.46,0.091
-0.527,0.592,1.177
-0.137,-0.156,0.023
-0.656,-0.804,0.721
0.886,0.119,-1.241
0.643,0.062,-1.038
0.213,1.061,-0.244
0.315,-0.237,0.332
