ax,ay,az
-0.396,-0.015,1.128
0.86,-0.892,-0.109
-0.041,0.451,-0.771
-0.888,0.796,-2.791
0.039,0.282,0.033
-0.496,0.478,-0.329
-0.023,0.626,0.992
-0.294,-0.237,2.1
-0.659,-0.26,-0.043
-0.429,-0.73,1.389
0.05,-0.336,-1.097
-0.702,0.835,-0.025
-0.156,-0.006,-0.396
0.218,-0.027,-0.305
0.304,0.487,-1.037
0.157,0.195,0.425
0.131,-0.132,1.254
0.507,-0.429,1.217
0.548,-0.186,0.206
0.114,-0.619,-0.709
-0.451,0.289,0.528
-0.065,0.781,-0.447
-0.057,1.157,-0.116
0.051,-0.424,0.938
0.41,-0.42,0.423
-0.834,-0.301,1.249
-0.21,-0.217,-0.512
-0.138,-0.015,-0.467
-0.089,0.156,0.003
-0.168,0.495,0.87
0.132,0.275,0.739
0.187,-1.134,1.186
-0.085,-0.651,0.827
0.024,0.898,-0.146
0.226,-0.864,-0.633
-0.434,0.771,-0.11
0.171,1.127,-0.147
0.344,0.408,-0.409
-0.762,-0.845,1.604
0.016,-0.735,-0.439
-1.469,0.359,1.665
-0.011,-0.156,-1.504
-0.37,0.659,-0.131
-0.333,0.323,-0.252
0.58,0.45,-0.107
-0.401,0.702,1.441
0.445,-0.543,1.631
0.945,-0.637,-0.256
-0.399,0.86,0.405
-0.002,-0.583,-0.056
-0.023,-0.143,-0.726
0.246,0.337,0.218
-0.157,0.752,-0.583
-0.89,-0.533,0.213
0.266,0.457,-0.462
0.274,0.265,0.019
-0.549,-0.365,1.5
0.083,-0.457,-0.852
-1.074,-0.437,1.263
-0.043,0.234,-0.997
-0.274,0.821,-0.236
0.103,0.218,-0.365
0.528,0.305,0.204
0.001,0.086,1.207
-0.265,-0.247,0.868
0.347,-0.649,0.768
0.12,1.051,1.578
0.039,-0.569,-0.471
0.342,-0.543,-0.553
-0.177,0.636,-0.991
0.281,0.213,0.232
0.3,0.866,0.213
0.435,-0.096,0.943
-0.784,-0.646,0.823
-0.927,-0.028,1.826
-0.062,-0.599,-0.297
-0.826,0.786,-0.097
-0.468,0.418,-0.057
0.017,0.027,-0.096
0.388,0.445,-0.171
-0.06,0.065,0.382
0.79,-0.906,1.923
0.793,0.749,-0.262
-0.184,-0.466,-0.258
0.265,-0.214,-0.992
0.212,-0.077,0.877
0.107,0.656,-0.434
0.242,0.592,-0.421
-0.284,0.741,0.513
-1.268,-0.262,1.826
-0.427,-0.301,-0.156
-0.849,-0.35,0.253
-0.595,0.224,-0.159
-0.229,0.091,-0.246
0.274,0.109,0.045
0.747,0.39,-0.015
-0.341,0.854,0.508
0.294,-0.576,1.126
0.724,-0.449,-0.422
-0.36,0.038,0.149
0.049,-0.038,0.124
0.758,-0.557,-0.58
0.373,-0.048,-0.595
-0.09,0.629,0.029
-0.343,-0.085,0.509
-1.319,-0.197,1.056
-0.079,-0.838,-0.692
-0.753,-0.264,1.074
-0.296,0.267,0.093
-0.401,0.425,-0.068
