ax,ay,az
0.188,-0.764,-0.291
0.346,-0.093,0.56
0.319,0.221,0.007
-0.231,0.767,0.09
0.029,-0.926,-0.422
0.096,0.593,0.286
-0.435,0.924,0.916
0.417,-0.608,1.421
-0.08,-0.776,0.388
-0.946,-0.616,0.434
-0.276,-0.652,0.636
-0.128,0.298,-0.123
-0.405,0.568,-0.043
0.277,0.281,1.162
0.373,0.489,1.648
-0.513,-0.069,1.428
0.605,-0.922,-0.295
0.01,0.503,0.819
0.33,-1.761,2.205
0.135,-0.047,-0.272
0.279,0.869,-0.975
-0.251,0.114,1.725
0.093,-0.659,-0.055
0.012,-0.131,1.022
-0.374,0.164,-0.414
-0.168,-0.062,-0.531
-0.105,0.068,0.497
-0.603,0.841,-0.153
-0.119,-0.266,0.637
1.624,-0.794,-0.267
1.106,-0.077,1.088
-0.725,0.391,1.477
0.237,-0.57,0.163
-0.554,0.233,-0.937
-0.052,-0.114,0.933
-0.507,0.373,-0.44
0.011,0.018,0.797
0.625,0.005,0.363
-0.987,0.569,0.422
-0.712,-0.059,1.566
-0.142,-0.524,0.323
-0.437,1.244,1.079
0.606,-0.148,0.133
0.065,-0.162,-0.03
0.571,-0.647,0.253
0.319,-0.419,0.703
0.495,-0.633,0.101
0.607,-0.008,-0.578
-0.901,0.687,1.851
0.005,1.096,0.08
-0.431,-0.53,1.405
0.117,-0.398,-0.398
-1.153,0.469,2.011
0.501,-0.964,-1.167
-0.394,1.08,-0.098
-0.058,0.184,-0.205
-0.106,0.343,0.26
-0.292,0.779,1.126
0.185,0.119,1.169
0.625,-0.955,0.19
0.265,0.705,0.589
-0.451,-0.289,0.617
-0.194,0.048,-0.622
0.113,0.3,-0.807
0.298,0.646,0.16
-0.7,-0.83,0.869
0.077,-0.423,0.063
0.164,-0.136,-0.325
0.182,0.585,1.36
0.569,-0.293,0.979
-0.323,-0.194,1.375
0.604,0.087,-0.239
-0.992,-0.438,0.755
-0.289,-0.776,-0.944
-0.029,0.464,-0.34
0.292,0.404,0.406
0.92,0.242,-0.378
0.406,-0.018,-0.468
-0.172,-0.852,1.895
1.303,-0.49,0.574
-0.439,0.514,1.063
-0.397,0.01,-1.319
-0.281,-0.089,-0.653
0.149,0.296,0.309
1.414,0.195,-2.78
-0.263,-0.406,0.547
-0.86,-0.232,0.703
0.417,-0.76,-0.813
-0.832,0.148,1.661
0.348,-0.572,0.594
-0.776,1.096,0.265
-0.095,-0.03,-0.576
-0.048,0.024,-0.1
-0.525,0.708,1.044
0.612,-0.583,0.811
