ax,ay,az
0.42,-0.637,1.117
0.312,-0.542,0.53
0.049,0.305,0.166
1.298,0.33,-2.74
-0.431,0.434,-0.217
-0.17,-0.088,-1.014
0.126,0.103,-0.199
-0.273,0.744,0.764
0.886,0.047,0.996
-1.634,-0.027,1.638
-0.181,-1.012,-0.622
-1.083,-0.388,0.808
-0.309,0.244,0.113
-0.194,0.465,0.204
0.081,-0.094,-0.452
-0.018,0.153,-0.238
-0.053,0.471,-0.164
0.306,-0.166,0.198
-0.077,-0.73,0.312
0.585,-0.729,-0.134
-0.341,1.21,1.428
-1.377,0.334,0.758
0.11,0.114,0.191
0.156,0.258,0.869
0.819,-0.723,-1.041
0.157,-0.163,-0.453
0.004,0.433,-0.697
0.118,0.42,0.239
0.294,-0.252,1.379
-0.2,-0.374,1.347
0.174,-0.141,-0.1
-0.599,-0.151,0.763
-0.251,-0.073,0.057
0.243,-0.251,0.227
-0.166,-0.007,0.726
-0.397,0.293,-0.584
-0.289,0.673,0.484
-0.212,-0.192,0.986
1.007,-1.389,1.187
0.596,0.411,0.227
0.04,-0.171,0.444
-0.014,0.168,-0.698
0.054,0.296,-1.413
-0.444,0.356,-0.368
-0.331,-0.564,0.307
-0.576,0.371,-0.972
0.254,0.38,-0.383
0.055,0.389,-0.543
0.345,0.255,0.587
-0.173,0.109,1.233
-0.91,-0.369,1.148
-0.422,-0.775,1.333
0.059,-0.095,-0.312
-0.076,0.314,-0.24
-0.079,-0.02,-0.085
0.209,0.084,-0.397
-0.087,0.46,0.624
-0.065,0.07,0.663
-0.383,-0.539,0.799
0.884,0.071,0.59
-0.454,-0.01,0.542
1.456,-1.604,1.672
-0.795,1.303,-1.639
0.666,-0.429,1.676
-0.267,-0.058,-0.72
0.756,0.687,-1.074
-0.16,-0.069,0.327
-0.519,0.205,-1.726
-0.01,0.573,-0.428
-0.113,0.723,-0.093
0.445,0.626,-0.218
0.271,0.853,0.163
-1.072,-0.6,1.89
0.005,-0.481,0.077
-0.677,-0.32,1.079
-0.291,0.336,-0.569
-1.073,0.497,0.914
-0.394,-0.036,0.579
0.494,0.225,-0.189
0.187,-0.566,-0.382
1.577,-1.046,0.74
0.162,0.292,0.721
-0.048,-0.407,0.494
1.182,0.64,0.049
0.25,0.872,0.582
-0.471,0.814,0.693
-1.461,-0.811,1.62
-1.214,-0.458,0.056
-2.658,0.112,3.03
0.276,0.179,-2.032
-0.422,0.697,0.492
0.229,-0.362,0.276
0.672,0.568,-0.417
-0.123,0.162,0.388
0.304,-0.779,0.687
0.256,-0.228,-0.234
0.028,0.978,1.676
0.637,-0.655,-1.951
-0.032,-0.009,-0.939
0.681,-0.175,0.091
-1.595,-0.166,0.76
-0.372,-0.663,-0.52
-0.542,-0.033,0.457
0.112,0.157,0.047
-0.538,0.364,0.488
-0.126,0.142,-0.26
0.243,-0.089,-0.661
1.249,-1.65,1.017
-0.628,0.21,0.866
0.284,-0.186,0.556
-0.467,-0.281,1.023
0.093,-0.008,-0.271
