ax,ay,az
-1.177,0.292,2.154
0.397,-0.709,-0.975
-0.538,0.464,-0.104
-0.243,0.183,0.484
-0.641,0.429,0.46
0.111,0.629,1.366
0.611,-0.632,0.823
0.125,0.255,-0.099
-0.18,-0.072,0.89
0.165,-0.662,0.319
-0.504,0.29,-0.095
0.438,0.282,0.088
-0.43,0.524,0.184
-0.182,0.068,0.617
0.164,0.855,-0.506
-0.782,-0.254,2.444
0.548,-0.533,-0.918
-1.523,-0.201,1.284
-0.241,-0.213,0.487
-0.249,0.39,0.347
-0.177,0.343,-0.039
0.25,0.628,0.207
-0.203,0.516,0.916
-0.197,-0.593,1.173
0.22,-0.634,1.081
0.002,0.552,0.677
1.276,-0.821,0.326
-0.232,0.397,0.906
-0.669,1.142,-0.36
-0.306,0.626,0.533
0.429,0.71,0.197
-0.54,-0.094,1.049
-0.149,-0.261,0.61
-1.149,-0.249,1.522
0.127,-0.657,-0.912
-0.482,0.883,0.775
-0.005,0.318,-0.379
-0.209,0.464,-0.546
-0.267,0.193,0.094
0.496,-0.364,0.089
-0.002,-0.148,0.853
0.671,-1.018,0.46
0.1,0.89,0.375
-0.011,0.038,0.57
0.456,-0.359,0.316
0.77,0.376,-1.085
-0.306,0.341,-1.01
0.176,-0.444,0.324
-0.835,0.27,0.253
-0.605,0.154,1.268
-0.137,-0.789,-0.81
-0.376,0.132,-0.061
-0.691,0.529,0.531
-0.052,0.39,0.14
0.638,1.059,-0.247
-0.042,-0.382,2.243
-0.656,-0.252,0.996
1.274,-0.435,-0.65
-0.291,0.327,1.465
0.466,-0.465,0.21
0.363,0.262,-0.985
0.13,0.249,0.139
-0.095,0.666,0.008
0.179,0.841,1.22
-0.235,-0.314,2.229
-0.796,-0.326,0.006
-0.929,-0.021,1.936
0.121,-0.675,-0.322
-0.548,0.489,0.07
-0.382,0.321,0.364
0.01,-0.008,0.047
0.275,0.635,-0.14
-0.057,0.147,0.335
0.428,-0.578,1.725
1.257,-0.965,-0.09
-0.09,0.619,2.22
-0.164,-0.395,0.013
0.464,-0.911,-0.004
-0.138,0.307,1.617
-0.315,0.183,-1.835
-0.63,0.735,-0.192
-0.723,0.446,-1.884
0.307,1.271,-0.734
-0.252,0.167,2.74
0.352,-0.777,-0.641
-0.44,-0.587,0.55
-1.302,0.24,1.025
0.294,-0.417,-0.257
0.243,0.274,0.525
-0.461,0.78,0.939
0.176,-0.431,-0.173
0.949,-0.492,0.218
0.378,-0.8,0.762
-0.536,0.733,-0.34
-0.173,0.06,2.614
0.408,0.668,-2.629
0.224,0.654,0.036
0.009,0.447,-0.276
-0.409,0.108,1.205
-0.052,-0.452,0.453
-0.816,0.128,1.215
-0.038,-0.626,-0.828
0.016,0.582,-0.339
-0.354,0.667,0.41
0.152,0.082,-0.396
-0.194,0.454,-0.2
