ax,ay,az
-0.06,1.496,-0.557
-0.591,0.642,1.764
-0.078,-0.912,1.404
-0.768,-0.383,2.071
0.073,-1.315,0.134
-0.288,0.1,0.685
-0.024,0.103,0.501
-0.086,-0.158,0.583
0.618,1.011,-1.764
-0.915,0.151,1.253
0.262,-0.323,-0.1
0.15,1.096,-0.269
-0.475,1.9,0.695
-0.186,0.035,2.43
-0.513,-0.321,0.389
-0.661,-0.504,1.731
-0.448,-0.239,-0.066
-0.173,-0.333,0.523
-0.442,-0.188,0.309
-0.366,-0.304,0.418
-0.575,0.089,1.129
-0.257,-0.106,1.064
0.642,-0.887,1.425
-0.34,0.366,0.564
0.316,1.368,-0.242
-0.283,1.68,-0.143
-1.171,0.699,2.274
-0.849,-0.688,0.894
-0.876,-0.792,1.5
0.454,-0.535,1.684
-0.064,-0.212,-0.153
-0.377,0.097,-0.653
-0.523,0.144,0.578
4.309,-0.692,4.108
-2.082,1.877,-3.454
0.301,0.072,-1.071
0.569,1.303,-0.667
0.383,1.664,0.298
0.006,-0.536,0.897
-0.274,-0.262,1.223
0.309,-0.483,0.509
-0.987,-0.293,0.145
-0.227,-0.602,-0.42
-0.288,-0.224,0.912
-0.18,-0.775,0.349
-0.65,0.471,0.004
-1.597,0.524,1.078
0.682,-0.443,1.08
0.554,-0.164,0.684
-0.014,-0.245,1.144
0.254,0.541,-0.387
0.755,-0.479,-0.172
0.22,0.029,-0.515
0.162,0.147,-0.624
0.076,1.16,-0.558
-0.87,0.358,0.972
-0.109,-0.499,0.775
-0.885,-0.066,1.629
-0.87,0.066,0.799
-0.178,-0.642,-0.084
-0.204,0.511,0.564
-0.137,0.363,0.346
-0.654,0.046,-0.021
-0.033,-0.272,0.219
-0.058,0.767,0.008
0.377,-0.084,-0.39
0.575,0.193,-0.399
0.338,0.133,-0.152
-0.073,0.519,0.04
-0.261,0.705,0.576
-0.632,-0.434,0.535
-0.753,-0.295,1.097
-0.455,-0.07,1.341
0.014,-0.438,-0.253
-0.051,-0.001,-0.028
-0.63,0.519,0.331
-0.325,0.121,-0.385
-0.041,-0.17,0.262
0.438,0.38,0.182
-0.369,-0.596,0.6
0.479,-0.403,1.058
0.583,0.441,-0.357
-1.087,0.133,-0.397
0.202,0.082,0.222
0.106,0.485,-0.917
-0.423,0.986,0.415
-0.134,0.712,1.113
0.787,-0.151,0.4
-0.664,-0.491,0.912
-0.524,-0.423,1.005
-0.584,-0.478,1.206
0.235,-0.279,-0.251
-0.295,0.08,0.317
-0.4,0.321,-0.073
-0.603,0.316,1.093
0.03,0.252,-0.843
-0.121,-0.263,-0.265
0.562,-0.393,1.428
0.114,0.533,-1.027
0.351,0.566,-1.5
0.209,-0.644,-1.147
-0.04,0.371,-1.412
-0.041,0.414,0.351
-0.215,0.821,-0.167
0.388,0.785,1.036
-0.778,-0.004,2.113
0.592,-1.848,0.414
-0.696,-0.174,3.095
-0.571,0.268,-1.072
-0.938,0.212,0.408
-0.09,0.417,-0.069
0.206,-0.362,1.56
0.447,-0.362,-0.331
0.588,-0.491,0.011
0.182,-0.026,0.642
