ax,ay,az
-0.016,0.332,0.447
-0.79,0.216,0.372
0.799,-0.565,-0.439
-0.367,0.346,0.833
-0.387,-0.39,2.114
1.815,-0.016,-1.023
-0.312,-0.691,0.142
0.084,0.853,-0.154
0.266,1.634,-0.922
-0.091,0.606,-0.135
-0.379,-0.483,0.936
-0.456,-0.791,1.335
0.025,-0.26,0.356
-0.07,0.185,-0.199
-0.2,0.256,0.56
0.336,0.245,-0.002
-0.082,-0.199,2.02
-0.117,-0.768,1.704
-0.185,0.337,-0.393
-0.425,-0.828,2.348
-1.02,-0.693,1.838
-0.291,-0.548,0.243
-1.555,0.054,1.994
-0.136,-0.001,0.032
0.763,-0.473,1.129
-0.209,0.344,0.259
1.465,-0.492,-1.504
0.059,-0.435,1.541
-0.302,-0.43,1.743
1.382,-1.773,6.393
0.073,0.573,-0.162
0.072,1.27,-0.025
-0.641,-0.061,0.897
-0.026,-0.583,-0.174
-0.714,-0.41,1.465
-0.381,0.433,0.817
0.163,-0.94,0.494
0.016,-0.109,-0.1
-0.032,-0.092,0.77
-0.064,0.4,2.005
-0.237,-0.469,0.484
-0.879,-0.268,-0.18
-0.143,-0.142,0.169
-0.407,0.851,0.205
-0.401,0.992,0.559
0.629,0.391,0.72
-1.297,-0.422,1.439
-0.598,-0.773,0.694
-0.503,0.127,0.186
0.078,0.161,-0.175
-0.278,0.238,-0.342
-0.818,0.991,0.326
-0.037,-0.505,1.076
-0.32,-0.034,1.14
0.78,-0.926,0.53
-0.491,1.008,0.38
-0.566,1.498,0.265
0.019,0.935,0.405
-1.41,-0.701,1.383
-0.193,-0.602,0.668
-0.332,-0.602,1.187
-0.199,0.161,-0.459
0,0.397,0.257
-0.358,0.43,0.354
0.299,-0.068,0.21
-0.84,-0.196,1.188
0.261,0.348,0.165
-0.552,-0.215,0.698
-0.602,1.568,-0.44
0.638,0.842,0.377
-0.143,-0.548,0.88
-0.43,-0.38,0.176
-1.095,-0.408,0.405
0.189,0.346,-0.201
-0.247,0.271,0.721
-0.033,0.083,-0.043
0.869,1.22,0.741
-0.384,-0.087,0.445
1.064,-1.299,1.125
0.921,0.392,-0.057
0.058,0.182,1.118
0.319,0.172,-0.121
0.101,1.083,0.005
-0.15,0.948,0.714
-0.373,-0.341,0.97
-0.039,-0.712,0.28
-0.346,-0.407,0.381
0.412,-0.755,-1.594
0.398,-0.989,0.24
-0.169,-0.096,0.832
0.638,-0.01,0.794
-0.117,-0.108,0.985
0.184,-0.442,-0.248
0.442,1.307,-1.396
-0.557,0.611,0.897
-1.159,-0.359,1.137
-0.576,-0.96,0.993
-0.635,-0.061,0.535
-0.521,0.098,0.549
0.167,-0.566,1.003
0.624,-0.149,0.868
0.171,0.254,-0.218
1.02,-0.959,-0.886
-0.077,0.755,-0.002
0.207,0.583,0.943
0.373,1.636,-0.487
-0.303,-0.719,1.509
