bioID,useFirst,lastName,pos,height,weight,college,hsState,race,GP,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
kinseta01,Tarence,Kinsey,G,78,189,South Carolina,FL,B,109,12.2661,4.6881,0.3853,0.9633,0.4862,0.6239,0.0092,0.6514,0.9358,3.7706,1.7064,1.3028,1.0642,0.6514,0.211
kirilan01,Andrei,Kirilenko,F,81,210,none,,W,681,30.8209,12.351,1.8223,3.812,2.8179,1.4097,2.0294,1.9736,2.1395,8.6814,4.0822,4.8488,3.7004,1.5565,0.486
kitegr01,Greg,Kite,C,83,250,Brigham Young,TX,W,258,18.3333,2.9225,1.7248,3.2171,0.4574,0.2713,0.6279,0.8566,2.7868,2.6705,1.2171,0.9574,0.4884,0.0078,0
kittlke01,Kerry,Kittles,G,77,179,Villanova,LA,B,507,33.3905,14.1321,1.0118,2.8994,2.5542,1.5996,0.4359,1.2249,1.7613,12.499,5.4813,2.3097,1.8008,3.6252,1.3688
kleinjo01,Joe,Kleine,C,83,255,Arkansas,MO,W,568,12.4982,3.3627,0.9894,2.2201,0.5264,0.2218,0.1972,0.537,1.6919,3.2201,1.4278,0.632,0.4842,0.0722,0.0229
kleizli01,Linas,Kleiza,F,80,245,Missouri,MD,W,389,20.0746,8.7686,0.9692,2.6684,0.7841,0.3933,0.1825,1.0103,2.1568,7.1157,3.1362,2.0463,1.5527,2.7969,0.9434
knighbr01,Brevin,Knight,G,70,170,Stanford,NJ,B,729,24.9273,7.3278,0.3868,2.0617,6.1468,1.6859,0.1193,1.8752,2.5473,6.7174,2.7695,2.2387,1.7668,0.1632,0.0219
knighne01,Negele,Knight,G,73,175,Dayton,MI,B,276,16.3514,6.1558,0.413,0.8587,2.8261,0.4457,0.1087,1.2935,1.4601,5.5761,2.4312,1.6486,1.2029,0.3442,0.0906
knightr01,Travis,Knight,F-C,84,235,Connecticut,UT,W,371,12.3073,3.4394,1.1887,1.938,0.6038,0.3666,0.5957,0.6577,2.1698,3.2129,1.407,0.841,0.5849,0.1563,0.0404
koncajo01,Jon,Koncak,C-F,84,250,Southern Methodist,MO,W,443,21.3296,3.5056,0.9752,3.2777,1.3567,0.7336,1.0339,0.5892,3.0135,3.6185,1.5688,0.5643,0.3251,0.1716,0.0429
korveky01,Kyle,Korver,F,79,210,Creighton,IA,W,664,24.2169,9.4985,0.3479,2.4669,1.5858,0.6566,0.2907,1.0271,2.2334,7.6446,3.2967,1.366,1.1973,4.131,1.7078
koufoko01,Kosta,Koufos,C,84,265,Ohio State,OH,W,182,10.7967,3.8462,1.1978,1.9396,0.2637,0.2637,0.5549,0.5769,1.3791,3.1538,1.6429,0.9011,0.5604,0.011,0
krstine01,Nenad,Krstic,F-C,83,210,none,,W,419,25.1718,10.0477,1.8425,3.5561,0.8258,0.3866,0.6826,1.1862,2.9857,8.3365,4.1146,2.4845,1.8138,0.0334,0.0048
krystla01,Larry,Krystkowiak,F-C,81,220,Montana,MT,W,206,20.3398,7.2136,1.2816,3.0631,1.1942,0.5874,0.1505,1.1262,2.4757,6.3447,2.8689,1.8786,1.4757,0.034,0
kukocto01,Toni,Kukoc,G-F,82,192,none,,W,846,26.2553,11.5957,1.2009,3.0012,3.6868,0.9657,0.3428,1.8251,1.7317,9.6064,4.2943,2.9397,2.143,2.5816,0.8641
laettch01,Christian,Laettner,F-C,83,235,Duke,NY,W,868,29.682,12.8122,1.8675,4.8214,2.5622,1.0565,0.7776,2.2258,3.1889,9.6832,4.6498,4.1521,3.4067,0.4067,0.106
lafrera01,Raef,LaFrentz,F-C,83,240,Kansas,IA,W,563,25.8313,10.1066,1.7655,4.3144,1.0764,0.4902,1.6323,0.9076,3.3091,8.492,3.9556,1.8934,1.3464,2.3357,0.849
laimbbi01,Bill,Laimbeer,C,83,245,Notre Dame,CA,W,253,27.996,9.8103,1.5652,5.0079,1.8103,0.5573,0.6087,1.0632,2.8024,8.5731,4.1621,1.3399,1.1621,0.9723,0.3241
landrca01,Carl,Landry,F,79,245,Purdue,WI,B,308,24.8442,12.1331,2.1104,3.0325,0.737,0.4903,0.4708,1.3084,2.5422,8.4968,4.5487,3.8994,3.0292,0.0455,0.0065
langan01,Andrew,Lang,C,83,245,Arkansas,AR,B,601,22.9734,6.6789,1.7488,3.3977,0.6556,0.4875,1.5275,1.0449,2.9185,5.8136,2.7005,1.6739,1.2696,0.0333,0.0083
langan02,Antonio,Lang,F-G,80,205,Duke,AL,B,143,9.7552,2.3007,0.5594,0.9091,0.3497,0.3846,0.3217,0.6154,1.4476,1.8601,0.8462,0.8462,0.6084,0.0559,0
langdtr01,Trajan,Langdon,G,75,195,Duke,AK,B,119,14.605,5.437,0.2437,1.0924,1.2773,0.4706,0.1176,0.8235,1.5042,4.4454,1.8487,1.1176,1.0168,1.8235,0.7227
langhda01,Dan,Langhi,F,83,220,Vanderbilt,KY,W,133,9.4135,2.9549,0.406,1.0902,0.2932,0.2256,0.0902,0.2632,0.797,3.3083,1.2932,0.4662,0.2857,0.2857,0.0827
lawac01,Acie,Law,G,75,195,Texas A&M,TX,B,188,12.6862,3.8564,0.1755,0.8617,1.6436,0.4415,0.0213,0.7713,1.0266,3.3883,1.3989,1.1755,0.9149,0.6117,0.1436
lawsoty01,Ty,Lawson,G,71,195,North Carolina,VA / MD,B,206,26.9078,12.0097,0.7913,1.9272,4.7621,1.0194,0.0583,1.7864,1.534,8.9563,4.4709,2.8204,2.2136,2.2039,0.8544
leckner01,Eric,Leckner,C-F,83,265,Wyoming,CA,W,297,13.1481,3.9899,0.8956,2.5623,0.5926,0.2054,0.3199,0.8552,2.2997,3.2357,1.5758,1.3098,0.8384,0.0168,0
leeco01,Courtney,Lee,G,77,200,Western Kentucky,IN,B,287,27.1533,9.9756,0.5401,2.2404,1.3937,1.0279,0.2578,0.9686,1.7247,8.6098,3.7805,1.5784,1.3136,2.8537,1.101
leeda02,David,Lee,F,81,249,Florida,MO,W,498,31.755,14.3072,2.8474,6.7651,2.2209,0.8554,0.3755,1.8032,2.8032,10.755,5.7952,3.494,2.7149,0.0422,0.002
legleti01,Tim,Legler,G,76,200,LaSalle,VA,W,299,17.291,7.204,0.4147,1.1672,1.3244,0.4916,0.1371,0.6355,1.6622,5.6054,2.5117,1.5652,1.311,2.0134,0.8696
lenarvo01,Voshon,Lenard,G,76,205,Minnesota,MI,B,565,27.1681,11.9381,0.6142,2.2336,2.0885,0.7504,0.2319,1.3239,2.1451,10.4283,4.3257,2.0726,1.6301,4.3133,1.6566
lesji01,Jim,Les,G,71,165,Bradley,IL,W,232,14.4353,4.5216,0.2586,1.0431,2.9914,0.5991,0.0647,0.8491,1.3966,3.4095,1.4095,1.0345,0.8621,2.069,0.8405
leverfa01,Fat,Lever,G,75,170,Arizona State,AZ,B,116,25.1466,8.0259,1.2241,2.7328,2.8621,1.819,0.2586,1.1552,2.0086,8.0086,3.1983,1.6552,1.2586,1.1121,0.3707
levincl01,Cliff,Levingston,F,80,210,Wichita State,CA,B,214,11.6916,3.5234,1.2009,1.4907,0.6963,0.3224,0.5047,0.528,1.7196,3.0981,1.4346,1.0841,0.6449,0.0514,0.0093
lewisqu01,Quincy,Lewis,F,79,215,Minnesota,AR,B,159,11.6541,3.566,0.4465,0.8742,0.6038,0.3711,0.2264,0.6164,2.1069,3.673,1.4591,0.5849,0.4151,0.6981,0.2327
lewisra02,Rashard,Lewis,F,82,215,none,TX,B,934,34.0268,16.0878,1.4722,4.0974,1.7966,1.1146,0.5557,1.6156,2.4336,12.8415,5.8276,3.2473,2.6231,4.6681,1.8094
lewisre01,Reggie,Lewis,G-F,79,195,Northeastern,MD,B,241,37.7261,20.112,1.3444,3.4315,2.8382,1.4149,1.1079,1.7261,3.0705,16.7054,8.1494,4.3942,3.7303,0.39,0.083
liberma01,Marcus,Liberty,F,80,205,Illinois,IL,B,267,17.1086,7.2734,1.5655,1.8989,0.9139,0.7079,0.2734,0.9888,1.8577,7.03,2.9326,1.7491,1.161,0.7266,0.2472
lichtto01,Todd,Lichti,G-F,76,205,Stanford,CA,W,158,18.443,7.8481,0.8101,1.4304,1.3228,0.7848,0.2025,1.0063,1.7152,6.8418,3.057,1.9873,1.6139,0.4051,0.1203
listeal01,Alton,Lister,C-F,84,240,Arizona State,TX,B,307,13.3225,3.3909,1.1694,3.1107,0.5114,0.1824,0.7459,0.8534,2.5147,2.7296,1.3127,1.3453,0.7655,0.0065,0
livinra01,Randy,Livingston,G,76,209,Louisiana State,LA,B,203,13.2217,3.8079,0.3645,1.0246,2.0443,0.5961,0.1527,1.0985,1.4631,3.6897,1.4975,0.8374,0.6453,0.4778,0.1675
livinsh01,Shaun,Livingston,G,79,175,none,IL,B,324,22.6235,6.7747,0.6358,1.9383,3.4969,0.7253,0.4136,1.5895,1.9691,5.9938,2.7562,1.5864,1.2346,0.1204,0.0278
lohaubr01,Brad,Lohaus,C-F,83,230,Iowa,AZ,W,429,15.1585,5.4149,0.5944,1.9161,1.0047,0.4639,0.7413,0.7226,1.8765,4.9231,2.1096,0.5781,0.4009,2.1562,0.7949
longgr01,Grant,Long,F,80,225,Eastern Michigan,MI,B,840,28.8369,9.3524,2.1095,4.0881,1.7512,1.1738,0.3333,1.5333,2.7619,7.4,3.4274,3.125,2.3988,0.3393,0.0988
longllu01,Luc,Longley,C,86,260,New Mexico,,W,567,21.1746,7.2134,1.5379,3.3898,1.4744,0.4903,0.9683,1.6614,3.0511,6.4321,2.9718,1.6702,1.2698,0.0088,0
lopezbr01,Brook,Lopez,C,84,260,Stanford,CA,W,251,34.0876,17.4462,2.7888,4.7012,1.6255,0.5857,1.6494,2.1235,3.012,13.3825,6.745,4.9681,3.9562,0.0199,0
lopezfe01,Felipe,Lopez,G,77,195,St. Johns (NY),NY,B,249,16.6466,5.8153,0.8514,1.5743,1.012,0.6466,0.249,1.0201,1.8112,5.1165,2.2088,1.8273,1.2048,0.5904,0.1928
lopezra01,Raul,Lopez Molist,G,72,180,none,,W,113,18.8938,6.4867,0.2743,1.4425,3.7876,0.7434,0.0442,1.9558,2.4602,5.7699,2.4779,1.3274,1.1327,1.1504,0.3982
lopezro01,Robin,Lopez,C-F,84,255,Stanford,CA,W,242,14.3843,5.781,1.3554,1.9132,0.1777,0.2355,0.8223,0.6612,2.0041,4.3554,2.2521,1.7893,1.2769,0.0041,0
loveke01,Kevin,Love,F,82,260,UCLA,OR,W,269,31.6691,17.2825,3.9257,8.1078,1.9145,0.632,0.4796,1.9257,2.3829,12.71,5.8104,5.8401,4.8067,2.2974,0.855
lowryky01,Kyle,Lowry,G,72,175,Villanova,PA,B,359,26.9331,10.39,0.8273,2.6267,4.7883,1.1421,0.2368,1.8384,2.4067,7.9304,3.3343,3.6518,2.8607,2.6072,0.8607
lucasjo02,John,Lucas,G,71,165,Oklahoma State,TX,B,111,11.045,5,0.2973,0.7568,1.3874,0.3694,0.009,0.5766,0.7748,4.982,1.982,0.4775,0.3874,1.8829,0.6486
luety01,Tyronn,Lue,G,72,175,Nebraska,MO,B,554,22.6913,8.5018,0.2383,1.4639,3.1173,0.5162,0.0181,1.1895,1.9079,7.2906,3.1859,1.5668,1.2996,2.1209,0.8303
lynchge01,George,Lynch,F,80,218,North Carolina,VA,B,774,22.845,6.6008,1.9483,3.093,1.4483,1.0556,0.3333,1.1499,2.1641,6.0426,2.6951,1.5672,1.022,0.6163,0.1886
maccuto01,Todd,MacCulloch,C,84,255,Washington,MB,W,223,15.4215,6.139,1.5247,2.4574,0.5426,0.2735,0.7937,0.6906,2.1435,4.704,2.5471,1.6278,1.0448,0,0
macksa01,Sam,Mack,F-G,79,218,Houston,IL,B,259,19.4131,7.7645,0.4208,1.6371,1.2973,0.6332,0.1429,0.8494,1.7722,6.8764,2.7529,1.1892,0.9884,3.3938,1.2703
macledo01,Don,MacLean,F,82,235,UCLA,CA,W,319,20.9373,10.9404,1.116,2.6771,1.2665,0.3699,0.1599,1.2476,1.8746,9.0972,4.1379,3.2539,2.489,0.6176,0.1755
maconma01,Mark,Macon,G,76,185,Temple,MI,B,251,19.992,6.7131,0.6892,1.1713,1.7052,1.3904,0.0797,1.2869,2.3386,7.1952,2.7649,1.4263,1.0478,0.502,0.1355
madsema01,Mark,Madsen,F,81,236,Stanford,CA,W,453,11.7704,2.1523,1.234,1.3201,0.3996,0.2561,0.2252,0.4547,1.9117,1.8411,0.8411,0.8874,0.468,0.0353,0.0022
maggeco01,Corey,Maggette,F-G,78,218,Duke,IL,B,809,28.5488,16.1965,1.1248,3.8158,2.0729,0.7231,0.1693,2.2954,2.8381,10.9926,4.9913,6.8616,5.6477,1.7429,0.5661
magloja01,Jamaal,Magloire,F-C,82,259,Kentucky,ON,B,680,21.5044,7.2309,2.0838,4.3971,0.5676,0.3294,0.8882,1.4691,2.6353,5.4029,2.5926,3.1985,2.0456,0.0103,0
mahinia01,Ian,Mahinmi,C,82,230,none,,B,149,12.1745,4.3557,1.1007,2.0268,0.1544,0.3691,0.3893,0.6174,2.1275,2.7047,1.5168,1.9128,1.3221,0.0201,0
mahorri01,Rick,Mahorn,C-F,82,240,Hampton Institute,CT,B,387,15.1783,4.1059,1.1034,2.7649,0.5711,0.385,0.3307,0.7984,2.1034,3.3437,1.5271,1.3695,1.0465,0.0465,0.0052
majerda01,Dan,Majerle,G-F,78,215,Central Michigan,MI,W,828,32.1353,11.6534,1.1099,3.2693,2.9432,1.2452,0.3792,1.1908,1.9457,9.7114,4.1944,2.2452,1.6775,4.3913,1.587
malonje01,Jeff,Malone,G,76,205,Mississippi State,GA,B,357,32.7059,17.2213,0.521,2.0168,1.7675,0.6134,0.056,1.4258,1.5518,14.4258,7.1597,3.2269,2.8235,0.2325,0.0784
malonka01,Karl,Malone,F-C,81,250,Louisiana Tech,LA,B,1069,37.4874,25.0814,2.1908,7.7671,3.9383,1.3976,0.8148,2.8943,2.9177,17.7138,9.0879,9.0019,6.8457,0.2217,0.0599
malonma01,Matt,Maloney,G,75,192,Pennsylvania,NJ,W,295,25.322,7.3797,0.2102,1.4847,2.8881,0.8136,0.0475,1.2915,1.2746,6.5085,2.6542,0.9017,0.7186,3.6373,1.3525
malonmo01,Moses,Malone,C-F,82,215,none,VA,B,247,21.4332,10.2874,2.9919,4.0081,0.8421,0.4777,0.6721,1.4858,1.3887,7.4332,3.4332,4.2753,3.4049,0.0729,0.0162
mannida01,Danny,Manning,F-C,82,230,Kansas,NC / KS,B,786,26.6959,13.7137,1.6679,3.4491,2.2837,1.1005,0.8753,2,3.2379,11.0064,5.6094,3.3677,2.444,0.2405,0.0509
marbust01,Stephon,Marbury,G,74,180,Georgia Tech,NY,B,846,37.6998,19.2636,0.6844,2.2896,7.6489,1.208,0.143,3.0106,2.3806,15.7494,6.8191,5.6785,4.4539,3.6028,1.1714
marcisa01,Sarunas,Marciulionis,G,77,200,State Univ. of Vilnius (LTU),,W,288,22.3194,12.9375,0.7222,1.3542,2.3819,1.2674,0.0833,2.0069,2.5729,8.8611,4.4514,4.7569,3.6285,1.059,0.4062
mariosh01,Shawn,Marion,F,79,215,UNLV,TN,B,962,35.9428,16.4459,2.4844,6.7422,1.9335,1.6289,1.1663,1.579,2.3295,13.92,6.7297,2.7827,2.2609,2.1923,0.7256
marksse01,Sean,Marks,F-C,82,250,California,,W,230,9.8913,2.7739,0.687,1.4913,0.2174,0.1435,0.3783,0.5043,1.487,2.513,1.1261,0.7522,0.5,0.1087,0.0217
marshdo01,Donyell,Marshall,F,81,218,Connecticut,PA,B,958,26.1284,11.1858,1.9812,4.6743,1.3622,0.8246,0.8852,1.3486,2.2683,9.8236,4.2756,2.3163,1.6931,2.691,0.9415
marshdo02,Donny,Marshall,F,79,230,Connecticut,WA,B,119,7.7227,2.4622,0.3277,0.6891,0.3025,0.3109,0.042,0.3782,0.8992,2.2773,0.7311,0.9496,0.6471,1.0504,0.3529
martica01,Cartier,Martin,F,79,220,Kansas State,TX,B,120,13.2417,4.95,0.5333,1.4083,0.475,0.4,0.1083,0.475,1.4,4.4083,1.7333,0.95,0.6917,2.1333,0.7917
martida01,Darrick,Martin,G,71,170,UCLA,CA,B,514,17.8307,6.858,0.1965,0.9475,2.8696,0.6615,0.0428,1.2276,1.7393,6.0467,2.3074,1.8521,1.5623,2.0039,0.6809
martike01,Kenyon,Martin,F-C,81,230,Cincinnati,TX,B,696,31.5661,12.9871,1.7759,5.2802,1.977,1.217,1.1695,1.829,3.3563,11.1968,5.3836,3.3578,2.125,0.4037,0.0948
martike02,Kevin,Martin,G,79,185,Western Carolina,OH,B,475,31.2674,18.3747,0.6379,2.8232,2.0589,0.9389,0.1263,1.8168,1.9811,12.5305,5.5453,6.6105,5.7179,4.1558,1.5663
mashbja01,Jamal,Mashburn,F,80,240,Kentucky,NY,B,611,37.2537,19.0573,1.1408,4.2128,3.9509,1.0344,0.1784,2.5941,2.509,16.73,7,4.9624,3.802,3.6432,1.2553
masonan01,Anthony,Mason,F,79,250,Tennessee State,NY,B,861,35.4216,11.1719,2.2079,6.2067,3.4332,0.7503,0.2811,1.7863,2.7096,8.122,4.1452,4.0604,2.8792,0.0139,0.0023
masonde01,Desmond,Mason,F,77,215,Oklahoma State,TX,B,643,30.5412,12.0793,1.2504,3.2022,1.6314,0.6858,0.3577,1.605,2.2271,10.1633,4.5583,3.8647,2.86,0.395,0.1026
masonro01,Roger,Mason,G,76,199,Virginia,MD,B,424,18.0684,6.7123,0.1557,1.5967,1.3774,0.3703,0.1486,0.7311,1.3656,6.0401,2.4505,0.7075,0.6061,3.1651,1.2052
masseto01,Tony,Massenburg,F,81,220,Maryland,VA,B,683,17.9868,6.205,1.5432,2.7965,0.3895,0.3821,0.4714,1.0029,2.3529,5.101,2.3982,1.9956,1.407,0.0161,0.0015
matthwe02,Wesley,Matthews,G-F,77,220,Marquette,WI,B,230,30.4826,12.9261,0.6696,2.2565,1.7435,1.1391,0.1696,1.3217,2.1522,10.0304,4.4652,2.9522,2.4913,3.8261,1.5043
maxieja01,Jason,Maxiell,F,79,260,Cincinnati,TX,B,451,18.2239,5.9224,1.7716,2.3925,0.408,0.3836,0.7339,0.8093,1.9557,4.5876,2.3636,2.1441,1.1951,0.0111,0
maxweve01,Vernon,Maxwell,G,76,180,Florida,FL,B,697,29.0631,13.3013,0.4003,2.1392,3.3214,1.1549,0.1923,1.9254,2.1263,12.0861,4.7346,2.858,2.1162,5.3042,1.7159
maybele01,Lee,Mayberry,G,73,172,Arkansas,OK,B,496,20.8407,5.1331,0.2863,1.0081,3.5625,0.7097,0.0887,1.1915,1.744,4.6109,1.9153,0.8165,0.5383,2.0282,0.7641
maynoer01,Eric,Maynor,G,75,175,Virginia Commonwealth,NC,B,172,15.1512,4.4651,0.2849,1.2442,3.0581,0.4651,0.093,1.0058,1.3023,4.3023,1.7558,0.7849,0.5756,1.0698,0.3779
mayooj01,O.J.,Mayo,G,76,210,USC,OH / WV,B,301,32.7874,15.2292,0.6047,2.7143,2.7176,1.1063,0.2625,2.0764,2.1329,13.1196,5.6744,2.8106,2.2957,4.2259,1.5847
mayse01,Sean,May,F,81,266,North Carolina,IN,B,119,15.6975,6.8992,1.3025,2.7395,0.9664,0.4454,0.395,1.1261,1.9832,5.9496,2.7227,1.916,1.4286,0.1092,0.0252
maystr01,Travis,Mays,G,74,185,Texas,FL,B,115,25.7739,11.0696,0.6522,1.3739,2.8348,0.887,0.1217,1.8522,2.0174,9.1043,3.7304,3.6087,2.7043,2.4957,0.9043
mbahlu01,Luc Richard,Mbah a Moute,F,80,230,UCLA,FL,B,277,25.5632,6.8917,2.1877,3.3502,0.9567,0.935,0.4838,1.0325,2.3755,5.5921,2.6534,2.2238,1.5596,0.1155,0.0253
mbengdj01,Didier,Ilunga-Mbenga,C,84,245,none,,B,234,6.6838,1.7692,0.5513,0.9487,0.1752,0.1581,0.6026,0.3718,1.2222,1.6368,0.7692,0.3803,0.2308,0.0085,0
mccanbo01,Bob,McCann,F,78,244,Morehead State,NJ,B,168,13.8274,4.244,0.8929,1.8214,0.5833,0.4643,0.4583,0.7619,2.0357,3.5536,1.7202,1.4226,0.7976,0.0298,0.006
mccanra01,Rashad,McCants,G,76,207,North Carolina,NH / NC,B,249,20.241,9.9558,0.4578,1.5783,1.3293,0.7349,0.245,1.4498,2.3454,8.6104,3.7068,1.8474,1.3695,3.1847,1.1727
mccarwa01,Walter,McCarty,F,82,230,Kentucky,IN,B,593,17.4941,5.1535,0.6914,1.9292,1.1298,0.6408,0.2917,0.8769,2.0422,4.6981,1.8415,1.0051,0.7015,2.2226,0.769
mccasam01,Amal,McCaskill,F-C,83,235,Marquette,IL,B,114,8.4912,1.7895,0.6579,1.2105,0.3158,0.2105,0.3158,0.4561,1.1579,1.886,0.7105,0.6053,0.3684,0.0263,0
mccloge01,George,McCloud,G-F,78,205,Florida State,FL,B,722,23.5679,9.428,0.8961,2.2895,2.3878,0.795,0.259,1.4321,2.2008,8.3047,3.3573,1.7992,1.4571,3.5083,1.2562
mccoyje01,Jelani,McCoy,C,82,245,UCLA,CA,B,260,14.7038,4.6154,1.0962,2.4462,0.5192,0.2885,0.7423,0.9423,2.0038,3.6423,1.9615,1.4115,0.6923,0,0
mccraro01,Rodney,McCray,F-G,79,220,Louisville,NY,B,213,26.6948,8.1831,1.6667,3.9014,2.6244,0.6103,0.4507,1.3944,2.2629,7.0657,3.2817,1.892,1.4319,0.6056,0.1878
mcdanxa01,Xavier,McDaniel,F,79,205,Wichita State,SC,B,477,25.0398,11.5199,1.8637,3.4927,1.6918,0.6751,0.4172,1.6457,2.6415,10.2746,4.8553,2.3795,1.7275,0.327,0.0818
mcdyean01,Antonio,McDyess,F-C,81,220,Alabama,MS,B,1015,27.6404,12.0463,2.4414,5.0837,1.2808,0.7704,1.0857,1.5961,3.0315,10.0108,4.9714,3.131,2.0966,0.0591,0.0069
mcgeeja01,JaVale,McGee,C-F,84,237,Nevada-Reno,MI / MI / IL,B,275,21.24,8.5964,2.16,3.8327,0.3855,0.4545,1.8218,1.0945,2.4545,6.7273,3.5855,2.4545,1.4255,0.0145,0
mcgratr01,Tracy,McGrady,G-F,80,210,none,NC / FL,B,938,32.6855,19.5959,1.3859,4.2388,4.436,1.2111,0.8603,2.1631,1.7719,16.4318,7.1525,5.5458,4.1386,3.4083,1.1525
mcguido01,Dominic,McGuire,F,80,210,Fresno State,CA,B,316,15.7152,2.8101,1.0285,2.4272,1.2753,0.4462,0.5475,0.7278,1.462,2.7563,1.1519,0.7373,0.4968,0.0506,0.0095
mchalke01,Kevin,McHale,F-C,82,210,Minnesota,MN,W,195,26.2615,14.3231,1.841,4.1487,1.441,0.2667,1.3538,1.6103,2.2154,11.2564,5.7692,3.2462,2.6974,0.3487,0.0872
mcilvji01,Jim,McIlvaine,C,85,240,Marquette,WI,W,401,14.7805,2.6733,1.1945,1.9052,0.2618,0.3392,1.7232,0.5761,2.6234,2.3641,1.0549,1.0175,0.5611,0.0249,0.0025
mcinnje01,Jeff,McInnis,G,76,190,North Carolina,NC / VA,B,576,27.6493,9.3681,0.4219,1.6076,4.3646,0.6441,0.0538,1.3681,2.0729,8.8212,3.8003,1.5556,1.2378,1.6128,0.5295
mckeyde01,Derrick,McKey,F-C,81,205,Alabama,MS,B,693,28.8182,10.1198,1.5339,2.9481,2.5123,1.1688,0.5729,1.7677,2.8167,8.0952,3.8932,2.7172,2.1039,0.7215,0.2294
mckieaa01,Aaron,McKie,G,77,209,Temple,PA,B,793,24.1551,7.4035,0.6078,2.6545,2.681,1.1501,0.2068,1.3354,2.0025,6.5284,2.8562,1.5435,1.2018,1.3985,0.4893
mcleoke01,Keith,McLeod,G,74,190,Bowling Green,OH,B,200,18.615,5.525,0.2,1.14,2.68,0.725,0.135,1.25,1.795,5.09,1.815,2,1.6,1.045,0.295
mcleoro01,Roshown,McLeod,F,80,221,Duke,NJ,B,113,18.8496,7.2301,0.8053,1.9204,1.0973,0.3628,0.1239,1.2389,1.7522,7.3186,2.9912,1.469,1.2035,0.3982,0.0442
mcmilna01,Nate,McMillan,G-F,77,195,North Carolina State,NC,B,486,23.3704,5.5165,0.8868,2.7387,4.7613,1.963,0.3807,1.5309,2.8951,4.9712,2.1584,1.0185,0.6584,1.5185,0.5412
mcrobjo01,Josh,McRoberts,F,82,240,Duke,IN,W,205,15.3415,4.5951,1.161,2.5659,1.2829,0.4488,0.522,0.7659,1.7317,3.6244,1.8732,1.0049,0.6829,0.4927,0.1659
medvest01,Stanislav,Medvedenko,F,81,207,Kiev Institute of Physical Culture,,W,263,12.6996,5.2852,1.2738,1.5551,0.5171,0.3346,0.1597,0.6046,1.9696,4.9848,2.2433,1.0684,0.7909,0.0494,0.0076
meeksjo01,Jodie,Meeks,G,76,208,Kentucky,GA,B,200,22.125,8.055,0.235,1.92,0.855,0.605,0.06,0.57,1.155,6.525,2.685,1.47,1.3,3.73,1.385
mercero01,Ron,Mercer,F-G,79,210,Kentucky,VA,B,432,31.0347,13.6389,0.8866,2.2199,2.1319,1.0556,0.2616,1.581,2.0394,13.4329,5.7639,2.4398,1.9722,0.5556,0.1389
meyerlo01,Loren,Meyer,C,82,257,Iowa State,IA,W,140,14.6,4.6071,1.2214,2.2071,0.55,0.2214,0.3571,0.95,2.65,4.3,1.8571,1.2,0.8357,0.1643,0.0571
mihmch01,Chris,Mihm,C,84,265,Texas,TX,W,436,20.0826,7.4817,1.9839,3.2959,0.5183,0.2913,1.0183,1.2271,2.8945,6.2638,2.8739,2.4518,1.7271,0.0298,0.0069
milescj01,C.J.,Miles,G,78,210,none,TX,B,391,19.2481,8.3555,0.555,1.6598,1.3043,0.7033,0.2609,0.9182,2.3171,7.4731,3.1304,1.578,1.2404,2.5934,0.8542
milesda01,Darius,Miles,F,81,202,none,MO,B,446,26.3094,10.1054,1.2892,3.6211,1.8834,0.861,1.1099,2,2.2937,8.9081,4.2018,2.8027,1.6525,0.2937,0.0493
milicda01,Darko,Milicic,F-C,84,245,none,,W,467,18.4968,6.0278,1.3426,2.8737,0.8672,0.4411,1.3126,1.2227,2.2784,5.5717,2.5632,1.5717,0.9015,0.0128,0
millean01,Anthony,Miller,F,81,225,Michigan State,MI,B,181,9.0442,2.8177,1.0221,1.674,0.3646,0.3204,0.1436,0.4972,1.3481,2.1326,1.0884,1.0939,0.6298,0.0442,0.011
millean02,Andre,Miller,G,74,200,Utah,CA,B,1044,33.9262,14.09,1.1839,2.8602,7.1571,1.3324,0.1935,2.6303,2.3937,11.3458,5.1935,4.4013,3.5536,0.7289,0.1494
millebr01,Brad,Miller,C,83,244,Purdue,ME,W,868,28.273,11.2028,1.9677,5.174,2.8456,0.735,0.682,1.5749,2.7454,8.265,3.97,3.7707,3.0311,0.7028,0.2316
millemi01,Mike,Miller,F,80,211,Florida,SD,1,772,31.0661,12.8407,0.7409,4.2202,3.0181,0.6438,0.2746,1.8083,2.2655,10.1982,4.7085,2.1813,1.6736,4.3161,1.75
milleol01,Oliver,Miller,C-F,81,280,Arkansas,TX,B,493,22.998,7.3529,1.9067,3.9615,2.1521,0.9209,1.5375,1.8519,2.9615,5.8296,3.1156,1.7404,1.1116,0.0872,0.0101
millere01,Reggie,Miller,G-F,79,185,UCLA,CA,B,1151,34.7984,18.4709,0.5387,2.4196,3.0156,1.0851,0.2024,1.6881,1.9357,12.8184,5.9739,5.1025,4.5673,4.9592,1.9557
millsch01,Chris,Mills,F,78,215,Arizona,CA,B,568,30.4261,11.1919,1.3592,3.5845,1.8715,0.7412,0.4349,1.2782,2.6972,9.7553,4.2095,2.4489,2,2.2025,0.7729
