bioID,useFirst,lastName,pos,height,weight,college,hsState,race,GP,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
harrilu01,Lucious,Harris,G,77,190,Long Beach State,CA,B,800,19.6262,7.23,0.6925,1.6375,1.4125,0.695,0.1075,0.7425,1.2663,6.4387,2.7425,1.5725,1.2425,1.4438,0.5025
harriot01,Othella,Harrington,F-C,81,235,Georgetown,MS,B,709,19.6417,7.3512,1.5331,2.8815,0.6248,0.2609,0.4034,1.3371,2.6347,5.6432,2.8505,2.2355,1.6502,0.0155,0
hartja01,Jason,Hart,G,74,181,Syracuse,CA,B,342,15.4474,4.7456,0.2222,1.4357,2.2632,0.7398,0.0994,0.8041,1.5409,4.307,1.7953,1.2281,0.9678,0.5936,0.1871
harvean01,Antonio,Harvey,F-C,83,225,Pfeiffer,MS,B,187,10.4492,2.9572,0.8289,1.4866,0.3102,0.2888,0.6952,0.5775,1.3636,3.0214,1.2299,0.9626,0.492,0.016,0.0053
harvedo01,Donnell,Harvey,F,80,216,Florida,GA,B,205,16.1854,5.6098,1.2732,2.761,0.7854,0.4732,0.3902,1.0195,2.2634,4.8049,2.2098,1.8,1.1854,0.0488,0.0049
hasleud01,Udonis,Haslem,C-F,79,228,Florida,FL,B,594,30.1785,9.5354,2.3098,5.6919,1.0168,0.5875,0.3384,1.1364,2.7155,7.7795,3.8401,2.4192,1.8552,0.0219,0
hassetr01,Trenton,Hassell,G,74,200,Austin Peay,TN,B,644,25.2842,5.809,0.8401,1.9953,1.7578,0.4379,0.4224,0.927,2.1724,5.4053,2.4053,1.1118,0.8509,0.4643,0.1475
hastisc01,Scott,Hastings,F-C,82,235,Arkansas,KS,W,143,8.4196,1.8322,0.6154,1.2238,0.4685,0.1538,0.1608,0.4056,1.3566,1.3287,0.6294,0.6713,0.5385,0.1469,0.035
hawessp01,Spencer,Hawes,C,84,244,Washington,WA,W,338,22.8669,8.497,1.6805,4.0858,1.6864,0.3994,0.9911,1.4763,2.5976,7.9024,3.7012,1.3107,0.8521,0.8047,0.2426
hawkihe01,Hersey,Hawkins,G,75,190,Bradley,IL,B,822,32.3613,14.3029,0.8382,2.8418,2.871,1.6691,0.2883,1.8066,1.9976,10.3467,4.7749,3.9623,3.4501,3.3358,1.3029
hayesch01,Chuck,Hayes,F,78,242,Kentucky,CA,B,478,20.0272,4.2385,1.9226,3.6778,1.2803,0.8431,0.4247,0.7803,2.5795,3.6318,1.8494,0.887,0.5397,0.0251,0
hayesja01,Jarvis,Hayes,G-F,79,220,Georgia,GA,B,427,23.178,8.3162,0.5714,2.5433,1.0749,0.7283,0.1311,0.8782,1.9953,7.8712,3.2693,1.0773,0.8595,2.5761,0.918
haywago01,Gordon,Hayward,F,80,207,Butler,IN,W,138,23.4275,8.4783,0.7246,1.9493,2.087,0.6014,0.4348,1.2971,1.5362,6.3696,2.9638,2.3841,1.8986,1.6884,0.6522
haywobr01,Brendan,Haywood,C,84,266,North Carolina,NC,B,733,23.7285,7.2128,2.6603,3.5607,0.5607,0.412,1.4325,1.0791,2.5935,5.1201,2.7326,2.9563,1.7476,0.0041,0
headlu01,Luther,Head,G,75,185,Illinois,IL,B,348,22.4023,8.1667,0.3161,2.1121,2.1466,0.7299,0.1236,1.2557,1.4655,6.9684,2.9454,1.2672,0.9799,3.3391,1.296
hendeal01,Alan,Henderson,F,81,235,Indiana,IN,B,652,21.135,7.8129,2.1856,2.7975,0.6089,0.5583,0.4555,1.0997,2.2025,6.4647,3.0307,2.727,1.7439,0.0399,0.0077
hendece02,Cedric,Henderson,F,79,215,Memphis,TN,B,260,23.7769,7.25,0.6538,2.25,1.6115,0.8769,0.4269,1.5423,2.2231,6.9115,3.0115,1.6846,1.2038,0.1654,0.0231
hendege02,Gerald,Henderson,,77,215,Duke,PA,B,166,23.1747,9.6145,0.7711,2.1627,1.4458,0.6566,0.3675,1.0723,1.6325,8.4157,3.7831,2.494,1.9157,0.6145,0.1325
hendrma01,Mark,Hendrickson,F,81,220,Washington State,WA,W,114,13.2281,3.3421,0.8596,1.9123,0.5526,0.4386,0.1316,0.5526,1.2193,2.8246,1.1754,1.2018,0.9649,0.1579,0.0263
hensost01,Steve,Henson,G,71,177,Kansas State,KS,W,238,9.5882,3.105,0.1933,0.5462,1.9538,0.3697,0.0084,0.7353,1.1891,2.6513,1.0672,0.6092,0.5294,1.021,0.4412
herreca01,Carl,Herrera,F,81,215,Houston,,B,465,17.2946,5.3355,1.2409,2.3935,0.5613,0.5097,0.4387,0.9613,2.0086,4.6946,2.2344,1.3419,0.8624,0.0301,0.0043
herrmwa01,Walter,Herrmann Heinrich,F-C,81,225,none,,W,152,12.7895,5.3882,0.5132,1.5855,0.4342,0.2039,0.0789,0.4013,0.9408,4.4803,2.0526,0.6776,0.5329,1.9671,0.75
hibbero01,Roy,Hibbert,C,86,278,Georgetown,MD,B,297,24.3266,11.1077,2.3131,4.0471,1.6195,0.3872,1.6061,1.7273,3.202,9.2929,4.468,2.9798,2.1616,0.0404,0.0101
hicksjj01,J.J.,Hickson,F,81,242,North Carolina State,GA,B,277,21.2816,8.9928,1.8484,3.9097,0.6679,0.4621,0.5704,1.3718,1.852,7.3791,3.6137,2.639,1.7653,0.0289,0
higgiro01,Rod,Higgins,F-C-G,79,200,Fresno State,IL,B,217,21.0922,8.3272,1.0783,2.2442,1.3502,0.6636,0.4332,0.7604,2.1843,6.5806,2.8525,2.2212,1.8295,2.3226,0.7926
higgise01,Sean,Higgins,G-F,81,205,Michigan,CA,B,220,15.1545,6.25,0.5227,1.3045,1.0273,0.3318,0.1455,1.0864,1.5955,5.9318,2.5409,0.8773,0.7455,1.3182,0.4227
hilarne01,Nene,Nene,F-C,83,260,none,,B,566,29.5477,12.4152,2.1254,4.8392,1.8251,1.2367,0.9223,1.9611,3.3392,8.2968,4.6537,4.5777,3.1042,0.0442,0.0035
hillge01,George,Hill,G,74,180,IUPUI,IN,B,281,24.8114,9.847,0.452,2.0854,2.4911,0.79,0.3025,1.1601,2.2171,7.5552,3.4093,2.7402,2.21,2.1779,0.8185
hillgr01,Grant,Hill,F,80,225,Duke,VA,B,997,34.4413,17.0973,1.1735,4.9649,4.2387,1.2407,0.5707,2.4413,2.345,13.0682,6.327,5.4905,4.2267,0.6881,0.2166
hilljo01,Jordan,Hill,F,82,235,Arizona,NC,B,158,14.5506,5.3418,1.6772,2.5443,0.4114,0.2658,0.6329,0.7785,2.0253,4.5443,2.2405,1.2658,0.8608,0.0443,0
hillty01,Tyrone,Hill,C-F,81,240,Xavier (OH),OH,B,801,27.9501,9.4032,2.9913,5.5655,0.8077,0.7665,0.4732,1.5531,3.6117,7.0449,3.5381,3.6217,2.3271,0.0162,0
hinriki01,Kirk,Hinrich,G,75,190,Kansas,IA,W,634,32.9637,12.5489,0.3707,2.8391,5.4022,1.2114,0.276,2.0426,2.9716,10.9953,4.5899,2.3391,1.8959,3.8927,1.4732
hodgecr01,Craig,Hodges,G,74,190,Long Beach State,IL,B,129,10.8372,4.6512,0.1318,0.3798,1.1705,0.3721,0.0233,0.4419,0.8295,4.5426,1.8527,0.3411,0.3256,1.6357,0.6202
hodgedo01,Donald,Hodge,C,84,230,Temple,DC,B,249,14.0602,4.747,1.2289,2.0201,0.7671,0.3373,0.3815,0.9478,2.1325,4.245,1.8554,1.4337,1.0201,0.0562,0.0161
hoibefr01,Fred,Hoiberg,G,76,203,Iowa State,IA,W,541,18.4418,5.4418,0.2643,2.3937,1.5638,0.7911,0.1091,0.5397,1.4473,4.1165,1.7726,1.414,1.207,1.7394,0.6895
holidjr01,Jrue,Holiday,G,75,180,UCLA,CA,B,220,31.2,11.8682,0.8227,2.5182,5,1.3727,0.2955,2.3136,2.2409,10.6955,4.7091,1.8864,1.5045,2.5091,0.9455
holliry01,Ryan,Hollins,C,84,230,UCLA,CA,B,313,13.0575,4.1629,0.9329,1.3323,0.345,0.2141,0.5304,0.8371,2.2045,2.6486,1.4728,1.885,1.2173,0.0032,0
hopsode01,Dennis,Hopson,G-F,77,195,Ohio State,OH,B,132,15.4697,7.6288,1.1667,1.2197,1.2652,0.697,0.4015,1.2045,1.4697,6.3409,2.8788,2.5455,1.7727,0.3939,0.0985
horfoal01,Al,Horford Reynoso,F-C,82,245,Florida,MI,B,317,33.6877,12.795,2.6404,6.8328,2.4164,0.7603,1.123,1.5678,2.8265,9.8833,5.306,2.8549,2.1735,0.0379,0.0095
hornaje01,Jeff,Hornacek,G,75,190,Iowa State,IL,W,770,32.9805,15.8714,0.839,2.5649,4.6468,1.4455,0.2455,1.8519,2.274,11.9636,5.8974,3.5117,3.126,2.3052,0.9506
horryro01,Robert,Horry,F,81,220,Alabama,AL,B,1107,24.449,6.9693,1.4851,3.2746,2.1165,1.0461,0.935,1.2448,2.421,6.0009,2.5474,1.5917,1.1563,2.1039,0.7182
houseed01,Eddie,House,G,72,176,Arizona State,CA,B,717,17.3068,7.47,0.2287,1.477,1.5509,0.6541,0.0809,0.7964,1.2929,7.0795,2.8982,0.6276,0.5342,2.9233,1.1395
houstal01,Allan,Houston,G,78,200,Tennessee,KY,B,839,33.7437,17.3433,0.4207,2.4803,2.3719,0.6746,0.1657,2.0977,2.4577,14.323,6.3611,3.5507,3.0656,3.8701,1.5554
houstby01,Byron,Houston,F,77,250,Oklahoma State,OK,B,214,12.4953,3.9019,1.1075,1.9206,0.5327,0.4813,0.4019,0.8084,2.5374,3.1449,1.4346,1.4579,0.986,0.1822,0.0467
howardw01,Dwight,Howard,F,83,240,none,GA,B,621,36.1836,18.4138,3.649,9.3494,1.5056,1.0081,2.1643,3.1079,3.2238,11.2528,6.496,9.2222,5.4203,0.0531,0.0016
howarjo01,Josh,Howard,F,78,203,Wake Forest,NC / VA,B,497,30.3561,14.4346,1.6781,4.0362,1.6338,1.0443,0.5473,1.4306,2.5775,12.1972,5.4708,3.6459,2.8169,2.0241,0.6761
howarju01,Juwan,Howard,F-C,81,240,Michigan,IL,B,1200,30.5425,13.4667,1.9592,4.2325,2.2142,0.6825,0.2608,2.0558,2.9025,11.6275,5.4517,3.3492,2.5575,0.0467,0.0058
howarst01,Stephen,Howard,F,81,225,DePaul,TX,B,120,6.5333,2.8,0.5917,0.85,0.2083,0.3167,0.2333,0.5,1.2167,1.9917,0.9583,1.4,0.8833,0,0
hudsotr01,Troy,Hudson,G,73,170,Southern Illinois,IL,B,517,21.824,8.9691,0.3733,1.323,3.383,0.53,0.058,1.5822,1.3346,8.2766,3.3153,1.706,1.4642,2.5783,0.8743
hughela01,Larry,Hughes,G,77,184,Saint Louis,MO,B,727,30.7717,14.088,1.0151,3.1651,3.1486,1.5021,0.3508,2.1376,2.2627,12.6534,5.1417,4.0757,3.0839,2.3329,0.7208
humphja01,Jay,Humphries,G,75,185,Colorado,CA,B,322,27.4565,10.7981,0.559,1.5745,4.8416,1.3137,0.1304,1.6863,2.7516,9.2888,4.3075,2.1677,1.6957,1.4907,0.4876
humphkr01,Kris,Humphries,F,81,235,Minnesota,MN,B,493,17.8499,6.6673,1.8215,3.6552,0.6795,0.4341,0.5923,0.929,1.8256,5.5963,2.6146,2.1826,1.4341,0.0304,0.0041
hunteli01,Lindsey,Hunter,G,74,170,Jackson State,MS,B,937,24.8154,8.4909,0.4674,1.6894,2.6745,1.1964,0.1761,1.2369,1.9819,8.1782,3.1697,1.3458,1.0043,3.1846,1.1473
huntest01,Steven,Hunter,C-F,82,220,DePaul,IL,B,399,15.015,4.5539,1.208,1.9599,0.198,0.1228,1.0576,0.6241,1.6441,3.2907,1.8421,1.792,0.8697,0.0025,0
hurlebo01,Bobby,Hurley,G,72,165,Duke,NJ,W,269,15.5019,3.8364,0.197,0.855,3.2714,0.4461,0.026,1.4312,1.3383,3.803,1.342,1.1896,0.9145,0.8736,0.2379
ibakase01,Serge,Ibaka,F,82,235,none,,B,221,24.1222,8.4706,2.4661,4.3982,0.2715,0.4027,2.4253,0.9864,2.8959,6.6833,3.6109,1.7828,1.2398,0.0271,0.009
iguodan01,Andre,Iguodala,F,78,207,Arizona,IL,B,615,37.748,15.3203,1.0715,4.7707,4.8618,1.7496,0.5041,2.374,2.0927,11.6423,5.3675,4.9805,3.6699,2.7642,0.9154
ilgauzy01,Zydrunas,Ilgauskas,C,87,238,none,,W,843,27.2456,13.0202,2.898,4.4472,1.1329,0.4994,1.5741,1.79,3.2883,10.4875,4.9905,3.847,3.0024,0.1186,0.0368
ilyaser01,Ersan,Ilyasova,F,81,235,none,,W,267,22.588,9.7191,1.9326,4.0599,0.9738,0.6479,0.4045,0.9775,2.5843,8.2247,3.6592,2,1.5693,2.3296,0.8315
iuzzomi01,Mike,Iuzzolino,G,70,172,St. Francis (PA),PA,W,122,24.9918,8.9836,0.4754,1.4754,4.2787,0.6721,0.0574,1.8115,1.4754,6.8279,3.123,2.2705,1.8115,2.2951,0.9262
iversal01,Allen,Iverson,G,72,165,Georgetown,VA,B,914,41.1225,26.6608,0.8151,2.8982,6.1532,2.1696,0.1794,3.57,1.9442,21.779,9.2637,8.9365,6.9748,3.7013,1.1586
iveyro01,Royal,Ivey,G,75,200,Texas,NJ / NY,B,437,12.4943,3.3661,0.2998,0.8421,1.0732,0.4737,0.0801,0.54,1.5629,3.167,1.2815,0.7254,0.5172,0.8238,0.286
jackja01,Jarrett,Jack,G,75,202,Georgia Tech,MA/NC/MD/MD,B,532,27.6034,10.7632,0.3459,2.3778,4.1805,0.7914,0.094,1.9361,1.8665,8.4549,3.7801,2.9192,2.4887,2.0432,0.7143
jacksbo01,Bobby,Jackson,G,73,185,Minnesota,NC,B,755,22.2358,9.7272,0.8252,2.2834,2.5762,0.9325,0.0901,1.343,1.8172,8.743,3.649,1.9126,1.5166,2.5788,0.9126
jacksda01,Darnell,Jackson,F,81,253,Kansas,OK,B,138,7.4855,2.2319,0.6522,0.8188,0.1884,0.1739,0.0797,0.3623,1.1522,1.9855,0.8913,0.6522,0.4203,0.1232,0.029
jacksja01,Jaren,Jackson,G-F,76,190,Georgetown,LA,B,403,17.4938,5.7146,0.4739,1.4169,1.2084,0.6079,0.129,0.8189,1.7593,5.3251,2.0844,0.9032,0.6873,2.4243,0.8586
jacksje01,Jermaine,Jackson,G,76,204,Detroit Mercy,MI,B,135,9.9556,1.9407,0.2519,0.8222,1.363,0.3111,0.0667,0.5778,0.9407,1.6444,0.6593,0.8444,0.6,0.1407,0.0222
jacksji01,Jim,Jackson,G,78,220,Ohio State,OH,B,885,32.8441,14.339,1.3446,3.3469,3.2215,0.8203,0.2124,2.4621,2.2282,12.7085,5.4362,2.9955,2.4712,2.7266,0.9955
jacksma01,Mark,Jackson,G,73,180,St. Johns (NY),NY,B,1060,29.2142,8.8179,0.8953,2.7915,7.7764,1.0896,0.0943,2.3208,1.6057,7.4943,3.3481,2.0085,1.5689,1.6189,0.5528
jacksma02,Marc,Jackson,C,82,270,Temple,PA,B,387,19.5633,8.3669,1.6279,2.6486,0.8036,0.3798,0.2636,1.2067,2.0026,6.9251,3.0853,2.677,2.1783,0.0801,0.0181
jacksst02,Stephen,Jackson,G-F,80,218,Butler Co CC (DNP),TX / VA,B,794,33.0227,15.8942,0.8186,3.165,3.2091,1.3426,0.3804,2.5919,2.4471,13.5466,5.636,3.8791,3.1045,4.5088,1.5176
jacobca01,Casey,Jacobsen,G-F,77,215,Stanford,CA,W,287,18.5401,5.1847,0.4111,1.3868,1.0592,0.4216,0.0836,0.7317,1.2962,4.216,1.6585,1.4808,1.1394,2.0697,0.7282
jameshe01,Henry,James,F,80,220,St. Marys (TX),IN,B,212,12.75,6.0943,0.5,1,0.4104,0.2264,0.0849,0.6321,1.4434,5.3726,2.2264,1.1415,0.9245,1.8962,0.717
jamesje01,Jerome,James,C,84,300,Florida A&M,FL,B,357,13.3641,4.3137,1.1008,1.9776,0.3305,0.2577,1.0756,1.1289,2.7703,3.7507,1.8207,1.0896,0.6723,0.0056,0
jamesle01,LeBron,James,F,80,240,none,OH,B,689,39.9129,27.6415,1.2366,5.9376,6.8955,1.7329,0.8447,3.3367,1.9289,20.402,9.8607,8.8273,6.5893,4.0232,1.3309
jamesmi01,Mike,James,G,74,188,Duquesne,NY,B,539,24.9035,10.3506,0.3766,1.9332,3.5603,0.7978,0.0649,1.5492,2.0315,8.9796,3.7718,2.0204,1.6234,3.1224,1.1837
jamisan01,Antawn,Jamison,F,80,223,North Carolina,NC,B,985,36.3015,19.5391,2.4761,5.3817,1.7299,1.0244,0.402,1.6792,2.464,16.6051,7.4954,4.7706,3.4609,3.1381,1.0873
jaricma01,Marko,Jaric,G,80,210,none,,W,447,25.1678,7.1432,0.613,2.0738,3.5794,1.3043,0.2864,1.5839,2.1633,6.5861,2.6622,1.6063,1.1723,1.8792,0.6465
jasiksa01,Sarunas,Jasikevicius,G,76,195,Maryland,PA,W,138,18.3333,6.7609,0.2464,1.3623,2.8913,0.4783,0.0362,1.4928,1.3261,5.442,2.1594,1.6522,1.5,2.6522,0.942
jeffeal01,Al,Jefferson,F,82,256,none,MS,B,550,30.2873,16.2309,2.6927,6.2382,1.3782,0.6709,1.3836,1.5018,2.8255,13.7055,6.86,3.5309,2.5091,0.0455,0.0018
jefferi01,Richard,Jefferson,F,79,222,Arizona,AZ,B,796,34.1281,15.8003,1.0364,3.8518,2.5603,0.7839,0.3643,1.8832,2.5327,11.6897,5.4548,5.1608,4,2.3894,0.8907
jeffrja01,Jared,Jeffries,F,81,215,Indiana,IN,B,590,22.3847,5.0153,1.9322,2.3085,1.3271,0.7271,0.5373,1.1119,2.4898,4.5322,1.9441,1.7169,1.0034,0.4915,0.1237
jennibr01,Brandon,Jennings,G,73,169,none,VA / CA,B,211,33.9858,16.8199,0.6635,2.8531,5.4028,1.4408,0.2891,2.3318,2.0664,15.4645,6.0711,3.5924,2.9147,5.1137,1.763
jennike01,Keith,Jennings,G,67,160,East Tennessee State,VA,B,164,18.0183,6.6463,0.2683,1.2439,3.7439,1,0.0122,1.2256,1.2988,4.9329,2.1524,1.7744,1.5122,2.2195,0.8293
jerebjo01,Jonas,Jerebko,F,83,231,none,,W,144,25.6944,9.0069,2.0139,3.4444,0.7014,0.8333,0.3472,1.0278,2.7222,7.3333,3.4861,2.0833,1.5625,1.5347,0.4722
jianlyi01,Jianlian,Yi,F,83,238,none,,O,230,21.613,7.513,1.4304,3.313,0.6391,0.5043,0.6957,1.087,2.1739,7.0609,2.8565,2.1217,1.6522,0.5087,0.1478
johnsal01,Alexander,Johnson,F,81,240,Florida State,GA,B,103,12.699,4.3107,0.7961,1.8835,0.3204,0.3689,0.4369,0.8641,2.1165,2.8932,1.4854,1.9709,1.3301,0.0291,0.0097
johnsam01,Amir,Johnson,F,81,210,none,CA,B,353,18.983,6.1076,1.9773,3.034,0.7507,0.5071,1.0737,0.8754,3.0057,4.3626,2.5467,1.4193,1.0028,0.0453,0.0113
johnsan02,Anthony,Johnson,G,75,190,College of Charleston,SC,B,793,19.6116,5.5914,0.3695,1.3417,2.8676,0.6948,0.116,1.0921,1.6255,5.2106,2.1564,1.1551,0.86,1.1753,0.4187
johnsav01,Avery,Johnson,G,70,175,Southern,LA,B,958,26.8779,8.9864,0.3622,1.3956,5.857,1.0021,0.1566,1.7557,1.6388,7.6608,3.6931,2.2276,1.5741,0.1806,0.0261
johnsbu01,Buck,Johnson,F,79,190,Alabama,AL,B,226,25.5221,9.531,1.2434,2.4602,1.7212,0.8363,0.5044,1.3097,2.9248,8.4469,3.9779,2.146,1.5619,0.1195,0.0133
johnsde03,Dermarr,Johnson,G-F,81,201,Cincinnati,MD/MD/MD/ME,B,344,17.2355,6.1657,0.5581,1.6773,0.8837,0.5756,0.4331,1.0145,1.7384,5.4419,2.2384,1.1308,0.8924,2.3692,0.7965
johnsed03,Eddie,Johnson,F-G,79,215,Illinois,IL,B,509,22.0098,12.3713,1.0825,1.8743,1.4578,0.4951,0.0806,1.2515,1.9116,10.5501,4.8173,2.4794,2.1434,1.7505,0.5933
johnser02,Ervin,Johnson,C,83,245,New Orleans,LA,B,845,20.1041,4.1101,1.9846,4.1077,0.458,0.5574,1.2864,0.8568,2.8757,3.2615,1.6485,1.3408,0.8107,0.0118,0.0024
johnsfr01,Frank,Johnson,G,73,185,Wake Forest,FL,B,147,13.585,4.4626,0.4762,0.8503,2.2721,0.6871,0.0612,0.9864,1.5714,4.1565,1.8367,0.9864,0.7687,0.1633,0.0204
johnsja01,James,Johnson,F,81,245,Wake Forest,WY,B,165,19.0303,6.6242,0.8788,2.5273,1.5697,0.7576,0.9939,1.3758,2.4121,5.8485,2.6424,1.5515,1.0848,0.8485,0.2545
johnsjo02,Joe,Johnson,G-F,79,225,Arkansas,AR,B,831,36.6703,17.7593,0.9832,3.2022,4.4452,0.9639,0.2323,2.1588,1.923,15.3779,6.8267,3.2178,2.5644,4.1853,1.5415
johnske02,Kevin,Johnson,G,73,180,California,CA,B,500,34.366,18.16,0.726,2.48,8.874,1.498,0.228,3.054,2.034,12.554,6.178,6.612,5.514,0.874,0.29
johnsla02,Larry,Johnson,F,77,235,UNLV,TX,B,707,36.3296,16.1952,2.5375,4.959,3.2504,0.7284,0.3649,2.0297,2.6775,12.8515,6.2249,4.2122,3.2263,1.5615,0.5191
johnsli01,Linton,Johnson,F,80,205,Tulane,IL,B,151,13.9801,3.8543,1.053,2.2119,0.4305,0.5563,0.4172,0.6623,1.7947,3.8013,1.5828,0.6821,0.4768,0.6954,0.2119
johnsma02,Earvin,Johnson,G-F,80,215,Michigan State,MI,B,111,35.0541,18.009,1.3063,5.3063,10.8919,1.1532,0.2703,3.7568,1.7838,11.4414,5.4324,6.973,6.2252,2.7748,0.9189
johnsvi01,Vinnie,Johnson,G,74,200,Baylor,NY,B,142,26.338,10.1127,1.2465,2.007,2.9296,0.8169,0.2042,1.3521,1.8239,10.1056,4.2817,2.0704,1.338,0.662,0.2113
johnswe01,Wesley,Johnson,F,79,205,Syracuse,TX,B,144,24.5694,7.6528,0.5208,2.375,1.4375,0.6458,0.7083,1.0764,1.9306,7.4931,2.9792,0.875,0.6111,3.1806,1.0833
jonesch01,Charles,Jones,F-C,81,215,Albany State (GA),AR,B,331,16.6163,1.4079,1.3505,2.5952,0.6073,0.4653,1.1208,0.429,2.3414,1.1843,0.5589,0.5408,0.29,0.006,0
jonesda01,Damon,Jones,G,75,185,Houston,TX,B,656,20.4543,6.5534,0.1799,1.4665,2.7378,0.3918,0.0335,0.8415,1.0518,5.6524,2.3018,0.7302,0.529,3.6524,1.4207
jonesda02,Dahntay,Jones,G-F,78,210,Duke,NJ,B,511,16.8493,5.9648,0.4403,1.4442,0.9315,0.4599,0.2661,0.9139,2.0685,4.8415,2.1644,1.9374,1.4501,0.5245,0.1859
jonesed02,Eddie,Jones,F-G,78,190,Temple,FL,B,907,35.1213,15.4123,0.8192,3.2878,3.0243,1.7574,0.6307,1.6295,2.6582,12.2448,5.3649,3.7266,3.0154,4.4443,1.667
jonesfr01,Fred,Jones,G,74,210,Oregon,OR,B,430,23.9698,7.4558,0.3651,1.8628,2.3023,0.7814,0.2674,1.1884,1.9326,6.1651,2.5349,1.9558,1.5814,2.2767,0.8047
jonesja02,James,Jones,F,80,215,Miami (FL),FL,B,498,18.3273,6.0241,0.4096,1.7631,0.5863,0.3835,0.3614,0.3775,1.5141,4.8976,1.9618,1.0542,0.9016,2.9819,1.1988
jonesju01,Jumaine,Jones,F-C,80,218,Georgia,GA,B,471,20.7643,7.0594,1.172,3.0467,0.8662,0.6518,0.3057,0.8238,1.8471,6.4798,2.7473,0.9406,0.6624,2.586,0.9023
jonespo01,Popeye,Jones,F,80,243,Murray State,TN,B,535,23.5121,6.9645,3.0336,4.4075,1.3009,0.5607,0.3009,1.1271,2.8056,6.585,2.9421,1.3757,1.0336,0.1664,0.0467
jonesso01,Solomon,Jones,F,82,230,South Florida,FL,B,268,11.1381,3.0784,0.9254,1.444,0.3619,0.209,0.5634,0.5821,2.0112,2.3396,1.1007,1.2127,0.8731,0.0336,0.0037
jordade01,DeAndre,Jordan,C,83,250,Texas A&M,TX,B,269,21.3903,6.0074,2.2416,4.1152,0.3383,0.3643,1.4796,1.0818,2.5725,3.9108,2.5167,2.2119,0.974,0.0149,0
jordami01,Michael,Jordan,G-F,78,195,North Carolina,NC,B,645,37.7891,28.3349,1.3659,4.8016,4.7566,2.0543,0.6636,2.3674,2.2589,22.555,10.9116,7.0961,5.8434,1.9318,0.6682
jordare01,Reggie,Jordan,G,76,190,New Mexico State,IL,B,186,8.9355,2.6882,0.9677,0.8763,1.0215,0.4946,0.1667,0.5591,1.0806,2.2581,0.9785,1.2312,0.7204,0.0323,0.0108
kamanch01,Chris,Kaman,C,84,255,Central Michigan,MI,W,540,29.6815,11.9056,2.1852,6.0944,1.363,0.487,1.4519,2.3167,2.9241,10.1259,4.8889,2.8704,2.1278,0.0296,0
kaponja01,Jason,Kapono,F,80,213,UCLA,CA,W,509,17.831,6.6758,0.3222,1.334,0.8193,0.3536,0.0491,0.6424,1.5285,5.943,2.6248,0.6326,0.5285,2.0707,0.8978
keefead01,Adam,Keefe,F,81,230,Stanford,CA,W,617,16.7488,5.0357,1.6191,2.5235,0.6921,0.4976,0.2804,0.8833,1.8055,3.6143,1.8152,1.966,1.4036,0.0227,0.0016
kempsh01,Shawn,Kemp,F-C,82,230,Trinity Valley CC (DNP),IN,B,970,29.0464,15.2804,2.9691,5.7814,1.7299,1.1732,1.2464,2.7412,3.734,11.1897,5.466,5.8206,4.3165,0.1103,0.032
kerrst01,Steve,Kerr,G,75,175,Arizona,CA,W,806,17.8486,6.0335,0.2122,0.9603,1.7196,0.5261,0.0484,0.5261,0.9628,4.696,2.2705,0.799,0.6923,1.7841,0.8002
kerseje01,Jerome,Kersey,F,79,215,Longwood,VA,B,678,22.7212,8.1342,1.7537,3.2139,1.6519,1.177,0.6622,1.1549,2.7861,7.587,3.3201,2.1121,1.4277,0.295,0.0664
kesslal01,Alec,Kessler,F-C,83,230,Georgia,GA,W,210,13.9857,5.1619,1.2286,2.3476,0.3857,0.1857,0.3381,0.9143,2.1476,4.7524,2.0238,1.4333,1.0667,0.1143,0.0476
keysra01,Randolph,Keys,F-G,79,195,Southern Mississippi,MS,B,119,11.5294,3.2941,0.7311,1.3025,0.7143,0.4622,0.2521,0.5882,2.084,3.1849,1.3025,0.6555,0.479,0.7899,0.2101
khryavi01,Viktor,Khryapa,F,81,210,none,,W,143,16.4406,4.4965,1.1748,2.2657,0.993,0.6014,0.3357,0.972,2.4685,3.965,1.7552,1.3497,0.8881,0.3357,0.0979
kiddja01,Jason,Kidd,G,76,208,California,CA,B,1315,36.5574,12.9817,1.3072,5.0837,9.0053,1.946,0.3232,2.9856,1.8608,11.5194,4.6137,2.9703,2.3293,4.0882,1.4251
kimblbo01,Bo,Kimble,G-F,76,190,Loyola Marymount,PA,B,105,12.7238,5.4667,0.5524,0.9905,0.9333,0.3905,0.1333,0.9333,1.9524,5.3524,2.0667,1.5048,1.0952,0.819,0.2381
kingch01,Chris,King,F,80,215,Wake Forest,NC,B,103,19.9806,6.7282,1.0485,1.9709,1.1262,0.7184,0.3301,1.1553,1.7767,6.2136,2.6311,1.6117,1.0194,1.165,0.4466
kingge02,Gerard,King,F,81,230,Nicholls State,LA,B,126,14.5159,4.4921,1.0238,2.0952,0.6667,0.3968,0.2143,0.7302,1.8889,3.7063,1.8651,1.0238,0.7619,0,0
kingst01,Stacey,King,F-C,83,230,Oklahoma,OK,B,356,15.8118,5.8736,1.2022,1.8202,0.8427,0.3792,0.427,1.1461,1.941,4.8034,2.2584,1.9242,1.3455,0.0449,0.0112
