headX,headY,headZ
0.139968,-0.168141,-0.011697
0.015417,-0.045592,0.111446
0.139968,-0.168141,-0.073268
-0.109135,0.076957,0.173018
-0.295962,0.138232,0.296161
-0.046859,-0.045592,0.234589
0.202244,-0.168141,0.111446
0.26452,-0.29069,-0.011697
0.202244,-0.168141,-0.011697
0.077693,-0.045592,0.111446
0.077693,-0.045592,0.111446
0.015417,-0.168141,0.111446
0.077693,-0.29069,-0.073268
0.139968,-0.29069,-0.196411
0.077693,-0.229415,-0.073268
0.139968,-0.106866,-0.011697
0.077693,-0.168141,-0.13484
0.077693,-0.168141,-0.073268
0.077693,-0.168141,0.049875
-0.046859,-0.045592,0.173018
0.077693,0.015683,0.111446
0.015417,-0.045592,0.173018
-0.046859,-0.045592,0.111446
0.139968,-0.29069,-0.073268
0.202244,-0.229415,-0.13484
0.139968,-0.106866,-0.13484
0.139968,-0.229415,-0.13484
0.015417,-0.168141,0.111446
0.077693,-0.168141,-0.011697
0.015417,-0.168141,-0.011697
0.015417,-0.106866,-0.011697
0.015417,-0.045592,0.111446
0.015417,-0.106866,0.111446
0.015417,-0.168141,-0.011697
0.015417,-0.168141,-0.073268
0.139968,-0.106866,-0.011697
0.077693,-0.168141,-0.073268
0.015417,-0.229415,0.111446
0.015417,-0.168141,-0.073268
0.015417,-0.045592,0.049875
-0.046859,-0.106866,0.111446
0.077693,-0.045592,0.111446
0.077693,-0.168141,-0.011697
-0.046859,-0.045592,-0.011697
0.077693,0.076957,0.049875
0.015417,-0.168141,-0.073268
0.077693,-0.229415,-0.13484
0.139968,-0.229415,-0.196411
0.077693,-0.045592,-0.011697
0.139968,-0.106866,-0.011697
0.202244,-0.168141,0.111446
0.077693,0.015683,0.111446
0.139968,-0.168141,0.111446
-0.046859,-0.045592,0.173018
-0.046859,0.076957,0.111446
0.015417,-0.045592,-0.073268
-0.046859,-0.29069,-0.073268
0.077693,-0.229415,-0.011697
0.077693,-0.168141,-0.073268
0.077693,-0.229415,-0.13484
0.139968,-0.168141,-0.073268
0.139968,-0.229415,-0.073268
-0.046859,-0.168141,0.049875
-0.109135,0.015683,0.111446
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.046859,0.076957,0.049875
-0.109135,0.015683,0.111446
-0.046859,-0.045592,0.111446
0.077693,-0.045592,-0.011697
0.139968,-0.168141,-0.13484
0.139968,-0.168141,-0.196411
0.077693,-0.045592,-0.073268
-0.046859,0.015683,-0.011697
0.015417,-0.106866,-0.13484
-0.046859,-0.106866,-0.011697
0.015417,0.015683,0.111446
-0.046859,0.076957,0.173018
-0.109135,-0.106866,0.049875
-0.046859,-0.045592,-0.011697
0.077693,-0.229415,-0.011697
0.077693,-0.168141,-0.073268
0.077693,-0.168141,-0.073268
0.139968,-0.106866,-0.196411
0.077693,-0.168141,-0.073268
0.202244,-0.106866,-0.011697
-0.046859,0.015683,0.111446
-0.109135,-0.045592,0.173018
-0.046859,-0.045592,0.049875
0.077693,-0.229415,-0.073268
0.077693,-0.229415,-0.196411
0.077693,-0.229415,-0.13484
0.015417,-0.168141,-0.073268
0.015417,-0.168141,-0.073268
-0.046859,-0.106866,-0.073268
0.015417,-0.106866,-0.011697
0.077693,-0.045592,-0.073268
-0.046859,0.015683,0.111446
-0.046859,-0.045592,0.111446
-0.046859,-0.168141,-0.011697
0.015417,-0.229415,-0.011697
0.139968,-0.106866,-0.073268
0.015417,-0.106866,-0.13484
0.139968,-0.045592,-0.011697
0.077693,-0.045592,-0.073268
0.077693,-0.229415,-0.073268
0.077693,-0.168141,-0.073268
-0.109135,-0.045592,0.173018
-0.109135,0.076957,0.111446
-0.109135,0.015683,0.111446
-0.046859,-0.106866,-0.011697
0.015417,-0.045592,-0.011697
0.077693,-0.106866,-0.011697
0.077693,-0.168141,-0.13484
0.139968,-0.045592,-0.196411
0.077693,-0.168141,-0.13484
-0.046859,0.015683,-0.011697
-0.171411,0.138232,0.234589
-0.171411,0.076957,0.173018
-0.109135,0.015683,0.049875
-0.109135,0.076957,0.173018
-0.046859,0.015683,0.111446
-0.046859,0.015683,0.111446
-0.171411,0.076957,0.111446
-0.109135,0.076957,-0.011697
-0.046859,-0.106866,-0.073268
0.077693,-0.29069,-0.196411
0.077693,-0.168141,-0.011697
0.015417,0.015683,0.111446
-0.046859,0.076957,0.173018
-0.109135,0.076957,0.111446
-0.046859,-0.045592,0.111446
-0.046859,0.015683,0.111446
-0.046859,0.138232,0.111446
0.077693,-0.106866,0.111446
0.077693,-0.106866,-0.011697
-0.046859,-0.168141,-0.13484
0.077693,-0.106866,0.049875
0.015417,-0.106866,-0.073268
0.139968,-0.229415,-0.13484
-0.109135,-0.045592,0.111446
-0.109135,-0.045592,0.111446
-0.109135,0.015683,0.111446
-0.046859,-0.045592,0.111446
-0.171411,0.015683,0.111446
-0.233686,0.076957,0.111446
-0.109135,0.015683,0.111446
-0.109135,0.015683,0.049875
0.015417,-0.106866,-0.011697
-0.046859,0.015683,-0.073268
-0.046859,-0.045592,-0.011697
-0.046859,-0.106866,0.111446
0.202244,-0.229415,-0.196411
0.077693,-0.168141,-0.073268
-0.109135,0.076957,-0.073268
-0.046859,-0.106866,0.049875
0.077693,-0.045592,-0.073268
-0.046859,0.015683,0.111446
-0.233686,0.076957,0.173018
-0.233686,0.138232,0.111446
-0.046859,-0.045592,0.049875
-0.109135,-0.106866,-0.073268
-0.109135,0.015683,-0.13484
0.077693,-0.106866,-0.196411
0.389072,-0.413239,-0.381126
0.077693,-0.106866,-0.13484
0.077693,-0.106866,-0.13484
-0.109135,-0.045592,-0.073268
-0.046859,0.015683,0.111446
-0.046859,-0.045592,0.049875
0.077693,-0.045592,-0.13484
-0.046859,0.076957,0.111446
0.077693,0.076957,0.049875
0.077693,-0.045592,0.049875
-0.046859,0.015683,0.111446
0.015417,0.015683,0.049875
0.26452,-0.168141,-0.13484
0.202244,-0.229415,-0.319554
-0.109135,-0.045592,0.111446
0.077693,-0.168141,-0.196411
0.202244,-0.106866,-0.073268
0.015417,0.138232,0.111446
-0.109135,0.138232,0.173018
-0.046859,0.076957,0.111446
0.015417,-0.045592,0.111446
-0.171411,0.015683,0.111446
-0.171411,0.199506,0.111446
0.139968,-0.045592,-0.13484
0.077693,-0.045592,-0.13484
0.139968,-0.106866,-0.073268
0.077693,0.015683,-0.011697
0.139968,-0.106866,-0.13484
0.077693,-0.29069,-0.011697
-0.109135,0.076957,0.111446
-0.109135,0.138232,0.111446
-0.171411,0.015683,0.173018
-0.046859,-0.045592,0.111446
-0.109135,0.015683,0.049875
-0.109135,0.076957,0.111446
-0.046859,-0.106866,0.111446
-0.046859,-0.045592,-0.011697
0.202244,-0.168141,-0.13484
-0.046859,-0.045592,-0.011697
-0.046859,0.076957,-0.011697
0.077693,0.015683,-0.011697
-0.046859,0.015683,-0.073268
-0.046859,0.015683,-0.011697
-0.171411,0.076957,0.111446
-0.046859,0.138232,0.111446
-0.046859,0.076957,0.111446
-0.046859,-0.106866,-0.011697
-0.046859,0.076957,0.049875
-0.046859,0.076957,0.173018
-0.109135,0.076957,0.111446
0.077693,-0.045592,-0.13484
0.139968,-0.045592,-0.196411
0.077693,0.015683,-0.073268
0.077693,0.015683,-0.13484
0.015417,-0.106866,-0.073268
-0.046859,0.076957,0.111446
-0.046859,0.138232,0.111446
-0.171411,0.076957,0.049875
-0.046859,0.076957,0.111446
-0.233686,0.076957,0.049875
-0.109135,0.076957,0.173018
0.015417,-0.045592,-0.011697
-0.046859,0.076957,-0.13484
-0.109135,0.015683,-0.011697
-0.046859,-0.045592,-0.073268
0.139968,-0.168141,-0.011697
0.015417,0.015683,-0.011697
-0.109135,0.015683,0.111446
-0.171411,0.015683,0.173018
-0.046859,-0.045592,0.173018
-0.109135,0.015683,0.049875
-0.171411,0.076957,0.111446
-0.233686,0.076957,0.173018
-0.046859,0.076957,0.111446
0.015417,-0.106866,0.049875
-0.109135,0.015683,0.111446
0.015417,0.015683,0.111446
0.015417,-0.168141,-0.196411
-0.046859,-0.045592,-0.13484
-0.109135,0.015683,0.111446
0.015417,0.015683,0.111446
0.015417,-0.045592,-0.011697
-0.171411,0.076957,0.049875
-0.109135,0.260781,0.111446
-0.295962,0.138232,0.111446
-0.171411,0.076957,0.049875
-0.046859,0.015683,0.111446
-0.046859,0.015683,0.111446
0.015417,0.076957,-0.011697
0.015417,0.015683,0.049875
0.139968,-0.229415,-0.13484
0.015417,-0.106866,-0.073268
-0.109135,0.076957,0.111446
-0.046859,0.076957,0.111446
0.015417,0.015683,0.111446
-0.046859,-0.106866,0.111446
-0.171411,0.076957,0.111446
-0.233686,0.076957,0.173018
-0.109135,0.076957,0.173018
-0.046859,-0.045592,-0.13484
-0.046859,-0.045592,-0.073268
-0.046859,0.015683,0.049875
0.015417,-0.045592,-0.011697
0.139968,-0.168141,-0.257983
-0.046859,0.015683,-0.13484
-0.109135,0.138232,0.111446
-0.171411,0.199506,0.111446
-0.046859,0.076957,0.173018
-0.109135,0.076957,0.173018
-0.109135,-0.045592,0.111446
-0.295962,0.260781,0.234589
-0.171411,0.199506,0.173018
0.015417,-0.045592,-0.011697
0.077693,-0.168141,-0.073268
-0.046859,0.076957,-0.073268
0.077693,0.015683,-0.011697
0.139968,-0.106866,-0.073268
0.015417,-0.045592,-0.073268
0.015417,0.015683,0.111446
0.015417,0.015683,0.173018
-0.109135,0.015683,0.049875
-0.171411,0.076957,0.111446
-0.171411,0.076957,0.111446
-0.171411,0.138232,0.111446
-0.046859,-0.045592,-0.011697
-0.171411,0.076957,-0.011697
-0.109135,0.076957,-0.011697
-0.046859,0.015683,-0.011697
0.077693,-0.106866,-0.13484
0.077693,-0.168141,-0.073268
-0.046859,-0.045592,-0.073268
0.077693,-0.168141,-0.011697
0.015417,-0.168141,0.049875
-0.109135,0.015683,0.173018
-0.109135,0.076957,0.173018
0.015417,-0.045592,0.049875
-0.109135,0.076957,0.173018
-0.109135,0.076957,0.173018
-0.171411,0.076957,0.111446
0.015417,-0.168141,-0.011697
0.139968,-0.045592,-0.073268
0.077693,0.076957,-0.073268
0.139968,0.015683,-0.13484
0.077693,-0.168141,-0.13484
-0.046859,0.076957,-0.073268
-0.046859,0.015683,-0.073268
-0.046859,0.076957,-0.011697
0.139968,0.015683,-0.073268
-0.171411,0.199506,0.111446
-0.171411,0.199506,0.173018
-0.171411,0.138232,0.173018
-0.109135,0.138232,0.111446
0.077693,-0.045592,0.111446
-0.109135,0.015683,0.049875
-0.046859,0.138232,-0.011697
-0.046859,0.015683,0.111446
0.139968,-0.229415,-0.196411
0.139968,-0.168141,-0.073268
0.077693,0.015683,-0.011697
0.139968,-0.045592,-0.011697
0.077693,-0.106866,-0.073268
0.077693,-0.045592,0.111446
-0.109135,0.076957,0.049875
-0.109135,0.076957,-0.011697
-0.046859,0.076957,0.111446
-0.109135,0.199506,0.173018
-0.109135,0.138232,0.111446
0.077693,0.015683,-0.073268
0.077693,-0.106866,-0.196411
-0.109135,-0.045592,-0.011697
-0.109135,-0.045592,-0.073268
0.015417,-0.045592,-0.073268
0.015417,-0.106866,-0.011697
-0.109135,0.015683,0.111446
-0.109135,0.015683,0.173018
0.015417,0.076957,-0.011697
-0.046859,0.015683,-0.011697
-0.109135,0.076957,0.111446
-0.109135,0.138232,0.111446
0.077693,-0.045592,0.111446
0.077693,0.076957,0.111446
0.077693,0.076957,-0.011697
-0.046859,-0.045592,-0.073268
0.202244,-0.106866,-0.196411
0.077693,-0.106866,-0.011697
-0.109135,0.138232,0.111446
-0.046859,0.138232,0.111446
0.015417,-0.045592,-0.011697
-0.046859,0.076957,0.173018
-0.171411,0.138232,0.234589
-0.109135,0.138232,0.111446
-0.046859,0.076957,0.111446
-0.171411,0.076957,0.111446
-0.171411,0.076957,0.111446
-0.171411,0.076957,0.111446
0.015417,-0.106866,-0.073268
0.077693,-0.045592,-0.073268
-0.046859,0.076957,-0.13484
0.077693,0.138232,-0.011697
0.139968,0.076957,-0.073268
-0.109135,0.076957,0.111446
-0.171411,0.138232,0.111446
-0.171411,0.138232,0.111446
-0.109135,0.015683,0.173018
-0.046859,0.138232,-0.073268
-0.109135,0.076957,0.049875
-0.109135,0.076957,0.111446
-0.046859,0.015683,-0.011697
0.139968,-0.168141,-0.13484
0.077693,0.015683,-0.196411
0.015417,0.015683,0.049875
0.015417,0.076957,-0.011697
0.077693,0.015683,-0.13484
-0.046859,0.199506,0.111446
-0.109135,0.260781,0.173018
-0.171411,0.138232,0.173018
-0.046859,-0.045592,0.111446
-0.046859,0.015683,0.049875
-0.046859,0.138232,0.111446
-0.046859,0.076957,-0.011697
0.139968,-0.106866,-0.196411
0.077693,-0.106866,-0.011697
0.077693,-0.045592,-0.073268
0.077693,-0.045592,-0.011697
-0.046859,0.076957,-0.011697
-0.109135,-0.045592,0.049875
-0.233686,0.076957,0.111446
0.015417,0.076957,0.111446
-0.171411,0.138232,0.173018
-0.233686,0.199506,0.173018
-0.109135,0.076957,0.111446
-0.046859,0.138232,0.049875
-0.171411,0.076957,0.111446
0.015417,-0.045592,0.111446
0.139968,-0.106866,-0.13484
0.077693,-0.106866,-0.196411
0.015417,0.015683,-0.196411
0.015417,-0.045592,-0.073268
0.015417,0.015683,-0.073268
-0.046859,0.015683,-0.011697
-0.046859,0.138232,0.111446
-0.046859,0.015683,0.111446
-0.046859,-0.045592,0.111446
-0.171411,0.199506,0.173018
-0.171411,0.199506,0.173018
-0.109135,0.138232,0.111446
-0.109135,0.076957,0.049875
-0.171411,0.015683,0.173018
-0.109135,0.076957,0.111446
0.077693,-0.045592,-0.13484
0.015417,-0.045592,-0.073268
-0.109135,0.015683,-0.011697
-0.046859,0.076957,-0.011697
0.015417,0.015683,0.173018
0.015417,0.076957,0.111446
-0.233686,0.138232,0.111446
-0.233686,0.199506,0.111446
-0.109135,0.138232,0.173018
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.109135,0.138232,0.173018
-0.046859,-0.045592,0.111446
0.139968,-0.106866,-0.13484
0.139968,-0.106866,-0.13484
0.077693,-0.045592,-0.011697
0.077693,-0.045592,-0.073268
0.077693,0.015683,-0.011697
-0.109135,0.076957,0.234589
-0.109135,0.076957,0.234589
0.015417,0.015683,0.111446
-0.171411,0.138232,0.173018
-0.171411,0.138232,0.173018
-0.109135,0.199506,0.173018
0.015417,0.015683,-0.073268
-0.046859,0.076957,0.049875
-0.046859,0.138232,-0.011697
0.077693,0.015683,-0.13484
-0.046859,0.076957,-0.011697
0.015417,0.138232,-0.011697
0.015417,-0.045592,-0.011697
-0.109135,0.076957,0.111446
-0.171411,0.138232,0.111446
-0.046859,0.076957,0.111446
-0.109135,0.015683,-0.011697
-0.171411,0.076957,0.173018
-0.171411,0.199506,0.111446
-0.171411,0.199506,0.111446
0.139968,-0.045592,-0.196411
0.077693,-0.045592,-0.196411
0.015417,-0.045592,-0.073268
0.077693,0.015683,0.111446
0.015417,0.015683,-0.011697
-0.046859,0.076957,-0.011697
-0.046859,0.199506,0.111446
-0.233686,0.199506,0.173018
-0.171411,0.138232,0.111446
-0.046859,0.015683,0.111446
-0.171411,0.076957,0.111446
-0.109135,0.138232,0.111446
-0.109135,0.138232,0.111446
0.077693,-0.106866,-0.073268
0.015417,-0.106866,-0.073268
0.077693,-0.106866,-0.073268
0.139968,-0.045592,-0.011697
0.202244,-0.168141,-0.13484
0.077693,-0.045592,-0.011697
-0.046859,0.076957,0.111446
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.109135,0.199506,0.111446
-0.109135,0.199506,0.173018
-0.171411,0.138232,0.234589
-0.046859,0.015683,0.049875
-0.109135,0.076957,0.111446
-0.046859,0.015683,0.111446
0.015417,0.076957,-0.011697
0.202244,-0.168141,-0.196411
0.015417,0.015683,-0.073268
-0.046859,0.076957,-0.011697
-0.046859,0.076957,-0.073268
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.171411,0.138232,0.234589
0.015417,0.199506,0.111446
-0.046859,0.138232,0.111446
-0.046859,0.015683,0.111446
0.015417,0.138232,0.173018
0.077693,-0.106866,-0.073268
0.139968,0.015683,-0.13484
0.139968,-0.045592,-0.13484
0.139968,0.076957,0.049875
0.139968,-0.106866,-0.073268
-0.046859,0.138232,0.111446
-0.109135,0.138232,0.173018
-0.109135,0.015683,0.111446
-0.171411,0.138232,0.173018
-0.109135,0.076957,0.111446
-0.109135,0.138232,0.173018
-0.171411,0.138232,0.111446
0.015417,-0.045592,-0.011697
0.202244,-0.106866,-0.011697
0.077693,-0.229415,-0.13484
0.077693,-0.106866,-0.073268
0.077693,0.076957,-0.011697
0.139968,-0.106866,-0.13484
-0.295962,0.260781,0.357732
-0.046859,0.076957,0.173018
-0.233686,0.322055,0.357732
-0.109135,0.138232,0.296161
0.015417,0.015683,0.111446
-0.046859,0.138232,0.111446
0.015417,0.015683,0.111446
0.077693,-0.045592,-0.011697
0.139968,-0.229415,-0.196411
0.077693,0.015683,-0.073268
-0.046859,0.076957,0.111446
-0.109135,0.138232,0.111446
-0.046859,0.015683,-0.011697
-0.046859,0.015683,0.111446
-0.171411,0.076957,0.111446
-0.171411,0.199506,0.173018
-0.171411,0.199506,0.111446
-0.046859,0.076957,-0.011697
0.015417,-0.045592,-0.073268
-0.046859,0.138232,-0.073268
0.077693,0.138232,0.111446
0.26452,-0.045592,-0.13484
0.139968,0.015683,-0.13484
0.139968,-0.045592,-0.011697
0.139968,0.015683,-0.13484
0.077693,0.015683,-0.073268
-0.046859,0.138232,0.049875
-0.109135,0.138232,0.111446
-0.171411,0.199506,0.173018
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.171411,0.076957,-0.011697
0.077693,0.076957,0.111446
0.139968,-0.106866,-0.257983
0.077693,-0.045592,-0.13484
0.015417,0.015683,-0.073268
0.077693,-0.106866,-0.073268
0.077693,-0.045592,-0.073268
-0.046859,0.076957,0.049875
0.015417,0.076957,0.111446
0.077693,0.138232,0.111446
0.015417,0.076957,-0.011697
-0.109135,0.076957,0.111446
-0.109135,0.199506,0.173018
-0.046859,0.076957,0.111446
0.077693,-0.106866,-0.011697
-0.046859,-0.106866,-0.011697
0.077693,-0.045592,-0.073268
0.077693,-0.045592,-0.011697
0.326796,-0.106866,-0.073268
0.139968,-0.168141,-0.13484
-0.046859,0.015683,0.173018
0.077693,0.076957,0.111446
0.015417,-0.045592,-0.073268
0.015417,0.076957,0.111446
-0.109135,0.199506,0.173018
-0.109135,0.138232,0.111446
0.077693,-0.045592,-0.073268
0.139968,-0.106866,-0.073268
0.077693,0.015683,-0.196411
0.077693,-0.045592,-0.196411
0.077693,-0.106866,-0.196411
0.202244,-0.106866,-0.257983
-0.046859,0.076957,-0.073268
-0.109135,0.076957,0.111446
-0.046859,0.138232,0.111446
0.015417,0.076957,0.111446
-0.046859,0.076957,-0.011697
-0.109135,0.138232,0.111446
-0.046859,0.199506,0.049875
0.015417,0.138232,-0.011697
0.139968,-0.106866,-0.196411
-0.046859,-0.045592,-0.13484
0.077693,0.015683,-0.011697
0.015417,0.076957,-0.073268
0.202244,-0.045592,-0.196411
0.139968,0.015683,-0.196411
-0.171411,0.138232,0.111446
-0.109135,0.138232,0.111446
0.015417,0.138232,0.111446
-0.046859,0.015683,0.111446
-0.046859,0.138232,0.111446
-0.109135,0.199506,0.234589
-0.109135,0.199506,0.111446
0.015417,0.076957,0.049875
0.202244,-0.106866,-0.073268
0.139968,-0.045592,-0.13484
-0.046859,-0.045592,-0.073268
0.077693,-0.045592,-0.13484
0.077693,-0.168141,-0.073268
-0.046859,0.015683,0.049875
-0.109135,0.138232,0.111446
-0.046859,0.199506,0.111446
-0.046859,0.015683,0.111446
-0.046859,0.076957,0.111446
-0.109135,0.138232,0.173018
-0.046859,0.138232,0.111446
0.015417,0.076957,0.111446
-0.046859,0.015683,0.111446
0.077693,0.015683,-0.011697
0.077693,0.076957,-0.073268
0.202244,-0.106866,-0.13484
0.077693,-0.045592,-0.13484
0.139968,0.015683,-0.073268
0.077693,0.076957,-0.073268
0.077693,-0.045592,-0.073268
-0.046859,-0.045592,0.049875
-0.171411,0.076957,0.111446
-0.109135,0.138232,0.111446
-0.046859,0.015683,0.049875
-0.046859,0.138232,0.111446
-0.109135,0.138232,0.111446
0.015417,0.138232,-0.011697
0.202244,-0.045592,-0.13484
0.139968,-0.045592,-0.13484
0.015417,0.076957,-0.13484
0.015417,0.076957,-0.073268
0.139968,-0.045592,-0.257983
0.015417,0.138232,-0.073268
-0.046859,0.076957,-0.011697
-0.109135,0.138232,-0.011697
-0.046859,0.076957,-0.073268
-0.109135,0.076957,0.111446
-0.046859,0.199506,0.111446
-0.109135,0.138232,0.111446
0.139968,-0.045592,-0.196411
0.077693,-0.045592,-0.196411
0.077693,0.015683,-0.13484
0.077693,-0.045592,-0.196411
0.202244,-0.106866,-0.073268
0.077693,-0.106866,-0.073268
-0.109135,0.199506,0.111446
0.015417,0.076957,0.111446
0.015417,0.015683,0.111446
-0.046859,0.138232,0.111446
-0.046859,0.260781,0.111446
-0.109135,0.076957,0.111446
0.139968,0.015683,-0.073268
0.077693,-0.045592,-0.13484
0.015417,0.015683,-0.13484
0.202244,-0.168141,-0.196411
0.015417,0.076957,-0.196411
0.077693,0.076957,0.049875
-0.046859,0.076957,-0.073268
0.015417,0.076957,-0.011697
0.077693,0.015683,0.111446
-0.046859,0.138232,0.111446
-0.046859,0.260781,0.173018
-0.046859,0.015683,0.111446
-0.109135,0.015683,-0.13484
-0.046859,0.076957,0.049875
0.077693,0.015683,-0.073268
0.139968,-0.106866,-0.196411
0.139968,-0.106866,-0.13484
0.015417,0.015683,-0.073268
0.077693,0.015683,-0.13484
0.077693,-0.106866,-0.196411
-0.046859,0.138232,-0.073268
-0.046859,0.138232,-0.011697
-0.046859,0.076957,0.049875
-0.046859,0.076957,-0.011697
-0.171411,0.138232,0.111446
-0.109135,0.138232,0.111446
0.077693,0.076957,-0.13484
0.139968,0.015683,-0.196411
-0.046859,-0.045592,-0.011697
0.139968,-0.045592,-0.196411
0.015417,-0.106866,-0.13484
0.077693,-0.168141,-0.196411
0.015417,0.076957,-0.073268
-0.109135,0.138232,-0.011697
-0.046859,0.138232,0.049875
0.077693,-0.045592,-0.073268
-0.171411,0.138232,-0.011697
-0.109135,0.138232,0.111446
0.015417,0.015683,-0.073268
0.077693,0.076957,-0.073268
