headX,headY,headZ
-0.046859,0.076957,-0.073268
-0.046859,0.015683,-0.13484
0.139968,0.076957,-0.13484
0.139968,-0.229415,-0.257983
0.077693,-0.045592,-0.13484
-0.046859,0.015683,-0.073268
0.077693,-0.045592,-0.13484
0.077693,-0.045592,-0.011697
-0.046859,-0.045592,-0.011697
-0.109135,0.199506,0.111446
-0.109135,0.138232,0.111446
0.015417,-0.045592,-0.011697
-0.109135,0.138232,-0.073268
-0.046859,0.076957,-0.073268
0.015417,0.076957,-0.011697
0.202244,-0.106866,-0.196411
0.077693,-0.106866,-0.196411
0.077693,-0.045592,-0.13484
0.077693,-0.045592,-0.196411
0.139968,-0.106866,-0.257983
0.015417,0.015683,-0.196411
-0.046859,0.138232,-0.073268
0.015417,0.015683,-0.011697
-0.046859,0.199506,-0.011697
-0.109135,0.076957,-0.011697
-0.109135,0.076957,-0.011697
-0.171411,0.138232,-0.011697
0.015417,0.076957,-0.073268
-0.046859,-0.045592,-0.13484
-0.046859,-0.045592,-0.073268
0.139968,-0.106866,-0.13484
0.326796,-0.106866,-0.257983
0.139968,-0.045592,-0.196411
0.077693,0.015683,-0.073268
-0.046859,-0.045592,-0.011697
0.077693,0.076957,-0.13484
0.139968,-0.045592,-0.13484
-0.046859,0.138232,-0.011697
-0.046859,0.199506,0.111446
-0.171411,0.076957,0.111446
0.077693,0.015683,-0.073268
0.015417,-0.106866,-0.13484
-0.046859,0.015683,-0.073268
0.139968,0.015683,-0.196411
0.202244,-0.168141,-0.319554
0.077693,0.015683,-0.319554
-0.046859,0.015683,-0.073268
-0.171411,0.076957,-0.073268
0.077693,-0.045592,-0.196411
-0.109135,0.138232,-0.011697
-0.233686,0.199506,0.111446
-0.109135,0.199506,-0.011697
0.015417,0.138232,-0.073268
0.139968,-0.045592,-0.13484
-0.109135,0.015683,-0.073268
0.015417,0.076957,-0.13484
0.139968,-0.045592,-0.196411
0.139968,-0.106866,-0.319554
0.015417,0.015683,-0.196411
0.077693,0.015683,-0.13484
0.139968,0.076957,-0.073268
0.015417,0.138232,-0.073268
-0.171411,0.076957,-0.011697
-0.109135,0.199506,0.111446
-0.046859,0.076957,-0.011697
-0.046859,-0.045592,-0.13484
0.077693,0.076957,-0.13484
-0.046859,0.015683,-0.196411
0.139968,-0.045592,-0.257983
0.015417,-0.168141,-0.257983
0.077693,-0.106866,-0.257983
0.077693,-0.045592,-0.257983
0.077693,0.138232,-0.011697
0.202244,0.076957,-0.13484
0.139968,-0.045592,-0.13484
0.015417,0.076957,-0.073268
0.015417,0.076957,-0.196411
0.015417,0.015683,-0.13484
0.139968,-0.045592,-0.319554
0.139968,-0.168141,-0.257983
0.077693,-0.106866,-0.196411
0.077693,0.076957,-0.073268
0.077693,0.138232,-0.073268
0.077693,0.015683,-0.073268
0.077693,0.015683,-0.011697
0.015417,0.015683,-0.073268
-0.109135,0.076957,-0.073268
0.015417,0.015683,-0.196411
0.015417,0.076957,-0.073268
-0.109135,0.076957,-0.073268
0.015417,0.076957,-0.196411
0.015417,-0.045592,-0.196411
-0.046859,0.076957,-0.257983
-0.046859,0.015683,-0.13484
-0.046859,0.138232,-0.196411
-0.046859,0.015683,-0.196411
0.015417,-0.106866,-0.13484
-0.109135,0.199506,-0.196411
-0.109135,0.138232,0.111446
-0.109135,0.076957,-0.073268
-0.109135,0.138232,-0.011697
0.015417,-0.045592,-0.073268
0.015417,0.015683,-0.073268
0.139968,0.015683,-0.196411
0.202244,-0.045592,-0.319554
0.139968,-0.045592,-0.196411
0.015417,0.199506,0.049875
-0.046859,0.199506,-0.073268
-0.233686,0.076957,-0.011697
-0.171411,0.138232,-0.011697
0.015417,0.199506,0.111446
-0.109135,0.076957,-0.073268
0.202244,-0.168141,-0.319554
0.015417,-0.045592,-0.381126
0.015417,0.015683,-0.196411
-0.109135,0.015683,-0.13484
-0.046859,0.076957,-0.13484
-0.046859,0.138232,-0.011697
0.015417,0.076957,-0.073268
-0.109135,0.138232,-0.073268
-0.109135,0.138232,0.049875
-0.171411,0.076957,0.111446
0.015417,-0.045592,-0.13484
0.139968,-0.045592,-0.196411
0.202244,0.015683,-0.13484
0.139968,-0.045592,-0.196411
0.077693,0.076957,-0.196411
0.077693,0.076957,-0.13484
-0.109135,0.015683,-0.073268
-0.046859,0.015683,-0.073268
0.015417,0.138232,-0.073268
-0.109135,0.138232,0.111446
-0.046859,0.199506,0.049875
-0.109135,0.076957,-0.073268
0.015417,0.015683,-0.13484
0.077693,-0.045592,-0.257983
0.077693,-0.045592,-0.13484
0.077693,-0.045592,-0.13484
0.139968,-0.045592,-0.13484
0.077693,-0.106866,-0.073268
-0.046859,0.076957,0.111446
-0.046859,0.076957,0.049875
0.015417,0.076957,-0.13484
-0.109135,0.199506,-0.073268
0.077693,0.015683,-0.196411
-0.109135,0.199506,-0.13484
0.139968,-0.045592,-0.257983
-0.109135,0.260781,0.111446
-0.171411,0.38333,0.111446
-0.295962,0.322055,0.111446
-0.046859,0.138232,0.049875
-0.109135,0.138232,-0.073268
-0.233686,0.38333,0.234589
-0.171411,0.199506,0.111446
-0.046859,0.076957,-0.073268
-0.046859,0.138232,-0.011697
-0.233686,0.322055,0.111446
-0.046859,0.076957,-0.13484
-0.171411,0.138232,-0.011697
-0.109135,0.015683,-0.13484
0.202244,-0.106866,-0.257983
0.139968,-0.106866,-0.196411
0.077693,0.015683,-0.196411
0.077693,-0.106866,-0.196411
0.139968,-0.045592,-0.13484
0.015417,0.076957,0.049875
-0.109135,0.138232,-0.073268
0.015417,0.076957,-0.073268
0.015417,-0.106866,-0.319554
0.139968,-0.106866,-0.257983
0.077693,0.015683,-0.13484
-0.109135,0.076957,-0.073268
-0.046859,-0.045592,-0.073268
-0.046859,-0.045592,0.049875
-0.046859,0.076957,-0.011697
-0.046859,0.138232,-0.011697
-0.171411,0.138232,-0.011697
0.015417,0.015683,-0.011697
0.077693,-0.045592,-0.13484
0.015417,-0.045592,-0.196411
0.077693,0.076957,-0.196411
0.202244,-0.045592,-0.257983
0.202244,-0.168141,-0.319554
0.139968,-0.045592,-0.257983
0.139968,-0.045592,-0.13484
0.077693,-0.045592,-0.073268
-0.109135,0.076957,0.111446
-0.046859,0.076957,0.049875
0.015417,0.076957,-0.073268
-0.046859,0.015683,-0.13484
-0.046859,-0.045592,-0.13484
0.015417,0.015683,-0.196411
0.139968,0.015683,-0.196411
0.077693,-0.045592,-0.257983
0.077693,0.015683,-0.13484
-0.046859,0.199506,-0.073268
-0.171411,0.199506,-0.073268
-0.109135,0.138232,0.111446
-0.046859,0.076957,-0.073268
0.077693,0.076957,-0.13484
0.077693,0.015683,-0.073268
0.077693,-0.106866,-0.13484
0.26452,-0.168141,-0.319554
0.139968,-0.106866,-0.319554
0.015417,0.076957,-0.196411
-0.046859,0.015683,-0.13484
-0.046859,-0.045592,-0.13484
0.015417,0.076957,-0.073268
0.015417,0.138232,0.049875
0.015417,0.138232,-0.011697
-0.109135,0.138232,0.111446
-0.109135,0.138232,-0.011697
-0.109135,0.138232,-0.073268
0.015417,0.076957,-0.073268
0.326796,-0.168141,-0.319554
0.139968,-0.106866,-0.319554
0.015417,0.015683,-0.13484
0.015417,-0.045592,-0.073268
-0.046859,0.076957,-0.13484
0.077693,-0.045592,-0.073268
0.139968,0.015683,-0.011697
-0.109135,0.138232,-0.073268
-0.046859,0.199506,0.049875
-0.046859,0.138232,-0.011697
0.015417,0.076957,-0.073268
0.139968,0.076957,-0.13484
0.015417,0.076957,-0.13484
0.139968,-0.106866,-0.381126
0.139968,0.015683,-0.319554
0.015417,0.138232,-0.073268
0.015417,0.138232,-0.073268
0.015417,0.015683,-0.011697
0.139968,-0.045592,-0.073268
-0.109135,0.138232,0.049875
-0.109135,0.138232,0.111446
-0.046859,0.076957,0.049875
0.015417,0.076957,-0.073268
0.139968,-0.045592,-0.257983
0.077693,-0.045592,-0.319554
0.077693,0.015683,-0.196411
0.077693,-0.106866,-0.196411
0.139968,-0.045592,-0.257983
0.077693,-0.045592,-0.257983
-0.171411,0.076957,-0.13484
-0.046859,0.199506,0.111446
-0.109135,0.138232,0.111446
-0.046859,0.076957,0.049875
-0.046859,0.199506,0.049875
0.015417,-0.045592,-0.257983
0.015417,0.015683,-0.13484
-0.046859,0.076957,-0.196411
-0.046859,-0.045592,-0.196411
0.077693,-0.045592,-0.257983
0.139968,-0.045592,-0.196411
-0.109135,0.199506,-0.011697
-0.109135,0.199506,0.111446
-0.171411,0.260781,-0.011697
-0.046859,0.076957,-0.073268
-0.046859,0.138232,-0.13484
-0.046859,0.199506,-0.073268
-0.171411,0.199506,-0.011697
-0.046859,0.138232,-0.073268
0.139968,-0.106866,-0.257983
0.015417,-0.106866,-0.196411
-0.046859,0.076957,-0.073268
0.015417,-0.045592,-0.073268
0.015417,0.076957,-0.196411
0.139968,-0.045592,-0.196411
0.015417,0.199506,-0.073268
-0.171411,0.199506,0.111446
-0.171411,0.199506,0.111446
-0.046859,0.138232,0.049875
-0.109135,0.138232,-0.011697
-0.046859,0.015683,-0.257983
-0.046859,-0.045592,-0.13484
-0.046859,-0.045592,-0.196411
-0.046859,-0.045592,-0.257983
0.077693,-0.106866,-0.257983
-0.109135,0.015683,-0.073268
-0.171411,0.138232,-0.073268
-0.109135,0.138232,-0.011697
0.077693,0.076957,-0.073268
0.077693,0.015683,-0.257983
-0.109135,0.138232,-0.073268
-0.171411,0.138232,-0.011697
-0.046859,-0.045592,-0.13484
0.077693,-0.106866,-0.319554
0.077693,-0.168141,-0.319554
0.202244,-0.045592,-0.257983
0.202244,-0.106866,-0.257983
0.015417,0.076957,-0.073268
-0.109135,0.138232,-0.011697
-0.171411,0.076957,0.111446
-0.046859,0.076957,-0.073268
0.077693,-0.045592,-0.196411
0.077693,0.076957,-0.13484
0.139968,-0.106866,-0.319554
0.077693,0.076957,-0.257983
0.015417,0.138232,-0.073268
0.015417,0.076957,-0.13484
-0.109135,0.076957,-0.073268
0.077693,-0.045592,-0.073268
-0.109135,0.076957,0.111446
-0.046859,0.199506,-0.011697
-0.109135,0.015683,-0.073268
-0.109135,0.076957,-0.073268
0.202244,-0.168141,-0.257983
0.139968,-0.045592,-0.196411
-0.046859,0.015683,-0.073268
0.077693,0.076957,-0.13484
0.015417,-0.045592,-0.257983
0.139968,-0.045592,-0.196411
-0.109135,0.076957,-0.13484
-0.046859,0.199506,-0.13484
-0.046859,0.260781,-0.011697
-0.046859,0.138232,-0.13484
0.077693,0.015683,-0.257983
0.015417,-0.045592,-0.319554
0.015417,0.076957,-0.257983
0.077693,-0.045592,-0.319554
0.139968,-0.106866,-0.381126
0.015417,-0.106866,-0.381126
-0.046859,0.138232,-0.196411
-0.109135,0.076957,-0.257983
-0.046859,0.015683,-0.196411
0.015417,-0.106866,-0.196411
-0.109135,0.076957,-0.011697
-0.109135,0.199506,-0.073268
-0.171411,0.138232,-0.073268
0.077693,0.015683,-0.257983
0.077693,0.015683,-0.319554
0.015417,0.076957,-0.257983
0.015417,0.015683,-0.196411
0.139968,-0.168141,-0.381126
0.139968,0.015683,-0.442697
0.077693,0.076957,-0.381126
0.139968,-0.106866,-0.257983
0.077693,0.015683,-0.257983
0.077693,0.138232,-0.196411
-0.109135,0.138232,-0.13484
0.139968,0.076957,-0.196411
-0.171411,0.138232,-0.13484
-0.109135,0.076957,-0.011697
0.077693,0.199506,-0.073268
0.077693,0.138232,-0.196411
0.015417,0.138232,-0.196411
0.139968,0.015683,-0.257983
0.077693,-0.045592,-0.319554
0.139968,-0.168141,-0.381126
0.139968,0.076957,-0.319554
0.139968,-0.045592,-0.381126
0.015417,-0.106866,-0.319554
-0.046859,0.138232,-0.196411
-0.046859,0.076957,-0.13484
-0.109135,NaN,-0.13484
-0.046859,,-0.196411
-0.109135,,-0.13484
-0.171411,,-0.196411
0.015417,,-0.319554
0.077693,,-0.381126
0.077693,,-0.319554
0.139968,,-0.442697
-0.046859,,-0.442697
-0.046859,,-0.319554
0.015417,,-0.381126
0.077693,,-0.381126
-0.046859,,-0.257983
-0.046859,,-0.257983
-0.046859,,-0.257983
-0.046859,,-0.196411
-0.046859,,-0.13484
-0.109135,,-0.257983
-0.046859,,-0.257983
-0.109135,,-0.257983
0.077693,,-0.504269
0.015417,,-0.319554
-0.046859,,-0.381126
0.077693,,-0.504269
0.139968,,-0.442697
-0.046859,,-0.257983
-0.046859,,-0.319554
0.015417,,-0.381126
-0.171411,,-0.319554
-0.046859,,-0.13484
0.015417,,-0.319554
-0.046859,,-0.381126
-0.109135,,-0.257983
0.015417,,-0.381126
-0.046859,,-0.319554
-0.046859,,-0.257983
0.202244,,-0.504269
0.077693,,-0.56584
0.139968,,-0.504269
0.139968,,-0.56584
0.202244,,-0.56584
0.202244,,-0.504269
-0.046859,,-0.381126
-0.046859,,-0.319554
-0.109135,,-0.257983
-0.109135,,-0.257983
-0.046859,,-0.442697
0.015417,,-0.13484
0.015417,,-0.257983
0.077693,,-0.442697
0.077693,,-0.504269
0.077693,,-0.56584
0.077693,,-0.56584
0.26452,,-0.688983
0.139968,,-0.56584
0.077693,,-0.442697
0.077693,,-0.504269
0.015417,,-0.381126
0.015417,,-0.442697
0.077693,,-0.381126
-0.109135,,-0.442697
-0.109135,,-0.504269
0.139968,,-0.504269
0.139968,,-0.504269
0.202244,,-0.504269
0.326796,,-0.56584
0.202244,,-0.627412
0.139968,,-0.627412
0.077693,,-0.56584
0.077693,,-0.504269
0.139968,,-0.627412
0.139968,,-0.504269
0.077693,,-0.504269
0.077693,,-0.627412
-0.046859,,-0.504269
-0.109135,,-0.442697
0.015417,,-0.56584
0.015417,,-0.627412
0.139968,,-0.688983
0.26452,,-0.812126
0.139968,,-0.688983
-0.046859,,-0.56584
0.015417,,-0.56584
0.139968,,-0.627412
0.077693,,-0.627412
0.077693,,-0.56584
0.015417,,-0.627412
0.015417,,-0.504269
0.015417,,-0.627412
0.26452,,-0.873698
0.202244,,-0.812126
0.202244,,-0.750555
0.202244,,-0.873698
0.26452,,-0.750555
0.202244,,-0.627412
0.202244,,-0.627412
0.139968,,-0.688983
0.202244,,-0.627412
0.139968,,-0.56584
0.202244,,-0.627412
0.202244,,-0.627412
0.139968,,-0.627412
0.139968,,-0.56584
0.202244,,-0.812126
0.202244,,-0.688983
0.26452,,-0.627412
0.202244,,-0.627412
0.26452,,-0.627412
0.202244,,-0.442697
0.077693,,-0.442697
-0.046859,,-0.442697
0.139968,,-0.381126
-0.046859,,-0.319554
-0.109135,,-0.257983
0.015417,,-0.442697
0.077693,,-0.319554
0.139968,,-0.504269
0.26452,,-0.56584
0.326796,,-0.873698
0.326796,,-0.812126
0.202244,,-0.812126
0.326796,,-0.873698
0.26452,,-0.688983
0.26452,,-0.627412
0.326796,,-0.56584
0.202244,,-0.442697
0.077693,,-0.442697
0.015417,,-0.504269
-0.109135,,-0.504269
-0.046859,,-0.442697
0.077693,,-0.381126
0.139968,,-0.627412
0.202244,,-0.627412
0.202244,,-0.688983
0.326796,,-0.873698
0.202244,,-0.688983
0.26452,,-0.56584
0.389072,,-0.56584
0.326796,,-0.504269
0.202244,,-0.627412
0.26452,,-0.442697
0.202244,,-0.257983
0.139968,,-0.073268
0.26452,,-0.073268
0.139968,,-0.073268
0.26452,,-0.13484
0.326796,,-0.13484
0.451347,,-0.13484
0.326796,,-0.011697
0.077693,,0.234589
0.202244,,0.296161
0.202244,,0.357732
0.451347,,0.480875
0.575899,,0.604018
0.326796,,0.850304
0.139968,,1.096591
0.077693,,1.281305
0.139968,,1.46602
0.202244,,1.89702
0.077693,,2.266449
0.139968,,2.389592
0.139968,,2.820593
0.326796,,2.820593
0.451347,,2.512735
0.513623,,2.389592
0.077693,,2.266449
-0.233686,,2.266449
-0.358238,,2.451164
-0.295962,,2.635878
-0.171411,,2.328021
-0.046859,,2.020163
-0.295962,,1.650734
-0.233686,,1.46602
-0.233686,,1.342877
-0.420514,,1.096591
-0.669617,,0.911876
-1.105548,,0.973447
-0.91872,,1.035019
-0.545065,,1.158162
-0.046859,,0.788733
-0.046859,,0.357732
-0.669617,,0.480875
-1.479203,,0.850304
-1.66603,,1.404448
-1.292375,,1.712306
-0.669617,,1.712306
-0.607341,,1.46602
-0.980996,,1.650734
-1.479203,,2.328021
-1.790581,,3.066879
-1.790581,,3.005307
-1.728306,,2.204878
-1.790581,,1.958592
-2.039685,,2.389592
-1.603754,,2.820593
-1.292375,,3.005307
-1.105548,,2.512735
-1.416927,,1.773877
-1.852857,,1.342877
-1.603754,,1.589163
-1.167823,,1.835449
-1.354651,,1.650734
-1.915133,,0.973447
-2.10196,,0.850304
-1.416927,,1.096591
-0.91872,,1.589163
-1.105548,,2.020163
-1.354651,,2.328021
-1.790581,,2.820593
-1.852857,,3.436307
-1.852857,,3.928879
-1.790581,,4.483023
-1.915133,,4.667737
-2.164236,,4.483023
-2.288788,,4.052022
-2.10196,,3.559451
-1.977409,,3.12845
-1.915133,,3.251593
-1.915133,,3.621022
-2.288788,,3.621022
-2.41334,,3.190022
-2.351064,,2.882164
-1.915133,,3.436307
-1.852857,,4.113594
-2.475615,,4.483023
-3.472028,,4.483023
-3.783407,,4.298308
-3.534304,,4.667737
-3.098373,,5.468167
-3.472028,,5.960739
-4.157062,,5.776024
-4.592993,,5.098738
-4.219338,,4.667737
-3.409752,,4.729309
-2.786994,,4.914023
-3.098373,,4.852452
-3.907959,,4.79088
-3.907959,,5.098738
-2.911546,,5.960739
-2.662443,,6.699597
-3.409752,,6.761168
-4.530717,,6.699597
-4.966648,,7.25374
-4.343889,,8.115742
-3.534304,,8.608314
-3.59658,,8.115742
-4.343889,,7.376884
-4.904372,,7.438455
-4.717544,,8.300456
-4.03251,,9.347172
-4.094786,,9.285601
-4.281614,,9.039314
-4.717544,,8.916171
-4.77982,,9.778172
-4.966648,,10.886459
-4.904372,,11.625318
-5.028923,,11.748461
-5.464854,,11.563745
-5.52713,,11.625318
-5.464854,,11.810032
-5.278027,,12.179461
-5.278027,,12.056318
-5.713957,,11.748461
-5.838509,,11.563745
-5.278027,,11.563745
-5.028923,,11.748461
-5.278027,,11.933175
-5.776233,,12.179461
-6.025336,,12.672032
-5.900784,,13.226176
-5.713957,,13.287747
-5.651681,,13.287747
-5.589406,,13.164605
-5.589406,,13.287747
-5.713957,,13.534034
-5.713957,,13.718748
-5.589406,,13.595605
-5.464854,,13.226176
-5.589406,,12.733604
-5.96306,,12.672032
-6.212163,,12.918319
-6.648094,,13.287747
-6.71037,,13.595605
-6.398991,,13.718748
-6.087612,,13.841891
-6.336715,,13.410891
-6.461267,,13.410891
-6.212163,,13.657177
-5.96306,,13.965034
-5.838509,,14.21132
-5.838509,,13.718748
-5.52713,,13.164605
-5.215751,,13.349319
-5.215751,,13.657177
-5.651681,,13.78032
-5.838509,,13.287747
-5.776233,,12.856748
-5.838509,,12.918319
-5.340302,,13.226176
-5.340302,,13.349319
-5.278027,,13.164605
-5.464854,,12.610461
-5.589406,,12.241033
-5.402578,,12.241033
-5.153475,,12.241033
-5.091199,,11.994746
-4.904372,,11.132746
-4.592993,,10.147601
-4.406165,,9.778172
-4.094786,,9.839744
-4.406165,,10.147601
-4.842096,,10.332315
-4.842096,,10.147601
-4.842096,,10.270744
-4.77982,,10.517031
-4.77982,,10.393888
-4.966648,,10.270744
-5.153475,,10.024458
-5.215751,,9.655029
-5.52713,,9.531886
-5.589406,,9.408743
-5.464854,,9.347172
-5.278027,,9.162457
-5.028923,,8.8546
-5.091199,,8.115742
-5.028923,,7.192169
-5.028923,,6.699597
-4.904372,,6.145453
-4.904372,,5.652881
-4.655268,,5.406595
-4.592993,,5.160309
-4.592993,,4.79088
-4.592993,,3.990451
-4.406165,,3.313164
-4.406165,,2.882164
-4.406165,,2.574306
-4.281614,,2.143306
-4.219338,,1.404448
-3.845683,,0.727161
-3.59658,,0.111446
-3.59658,,-0.13484
-3.658856,,-0.13484
-3.534304,,-0.504269
-3.222925,,-0.688983
-3.160649,,-1.304698
-2.786994,,-1.920413
-2.786994,,-2.166699
-2.662443,,-1.981984
-2.911546,,-1.920413
-3.098373,,-1.79727
-3.222925,,-2.166699
-3.285201,,-2.351413
-3.222925,,-2.474556
-2.911546,,-2.474556
-2.84927,,-2.782414
-2.911546,,-2.905557
-3.098373,,-2.843986
-2.724719,,-2.659271
-2.662443,,-2.105128
-2.475615,,-1.674127
-2.537891,,-1.735698
-2.662443,,-1.79727
-2.164236,,-1.612556
-1.977409,,-1.550984
-2.288788,,-1.550984
-2.911546,,-1.674127
-3.098373,,-1.858842
-2.973822,,-1.735698
-2.724719,,-1.674127
-2.226512,,-2.105128
-2.475615,,-2.351413
-2.537891,,-2.597699
-2.288788,,-2.351413
-2.10196,,-1.981984
-2.288788,,-1.550984
-2.537891,,-1.550984
-2.537891,,-1.489413
-1.915133,,-1.366269
-1.541478,,-1.181555
-1.66603,,-0.750555
-2.226512,,-0.196411
-2.537891,,0.234589
-2.41334,,0.542447
-2.039685,,0.788733
-2.039685,,0.850304
-2.600167,,1.219733
-2.84927,,2.020163
-2.475615,,2.820593
-2.226512,,3.251593
-1.852857,,3.005307
-2.039685,,2.882164
-2.039685,,3.066879
-1.66603,,3.559451
-1.167823,,3.744165
-1.230099,,3.251593
-1.728306,,2.389592
-1.977409,,1.89702
-2.10196,,2.143306
-1.852857,,2.451164
-1.603754,,2.389592
-1.354651,,1.958592
-1.230099,,1.46602
-1.167823,,1.281305
-1.167823,,1.527591
-0.980996,,1.958592
-1.230099,,2.081734
-1.292375,,1.835449
-1.230099,,2.020163
-1.043272,,2.451164
-1.105548,,3.005307
-1.416927,,3.313164
-1.728306,,3.559451
-1.790581,,3.744165
-1.603754,,4.175165
-1.541478,,4.667737
-1.479203,,5.098738
-1.230099,,5.468167
-1.105548,,5.468167
-1.043272,,5.652881
-1.167823,,5.899168
-0.980996,,6.145453
-0.731893,,6.207025
-0.856444,,5.776024
-0.980996,,5.283453
-1.167823,,4.975595
-1.230099,,4.914023
-1.167823,,4.729309
-1.230099,,4.298308
-1.167823,,3.928879
-0.91872,,3.621022
-0.607341,,3.313164
-0.233686,,3.559451
-0.046859,,3.559451
-0.171411,,3.190022
-0.358238,,2.820593
-0.545065,,2.759021
-0.295962,,2.697449
-0.046859,,2.204878
-0.171411,,1.589163
-0.607341,,1.342877
-0.794169,,1.527591
-0.607341,,1.650734
-0.48279,,1.650734
-0.358238,,1.589163
-0.171411,,1.404448
-0.171411,,1.773877
-0.046859,,2.266449
-0.295962,,2.759021
-0.669617,,2.943736
-0.669617,,2.882164
-0.358238,,3.12845
-0.046859,,3.374736
-0.046859,,3.497879
-0.109135,,3.497879
-0.295962,,3.621022
-0.046859,,3.682594
0.015417,,3.497879
0.139968,,2.882164
0.513623,,2.081734
0.451347,,1.712306
0.513623,,1.712306
0.451347,,1.650734
0.326796,,1.342877
0.389072,,1.158162
0.513623,,1.404448
0.451347,,1.527591
0.202244,,1.835449
0.015417,,1.89702
0.077693,,1.958592
0.077693,,2.204878
0.451347,,2.389592
0.638175,,2.574306
0.762726,,2.574306
0.575899,,2.574306
0.513623,,2.820593
0.451347,,3.066879
0.326796,,3.436307
-0.046859,,3.867308
-0.233686,,4.113594
-0.171411,,4.175165
0.139968,,4.052022
0.077693,,4.298308
-0.046859,,4.483023
-0.171411,,4.79088
-0.358238,,4.667737
-0.109135,,4.667737
-0.109135,,4.914023
-0.046859,,4.852452
-0.233686,,4.79088
-0.420514,,4.667737
-0.046859,,4.852452
0.077693,,5.160309
-0.171411,,5.345024
-0.358238,,5.59131
-0.233686,,6.02231
-0.109135,,6.330168
-0.358238,,6.699597
-0.607341,,6.761168
-0.669617,,7.007454
-0.545065,,7.25374
-0.420514,,7.315312
-0.48279,,7.376884
-0.48279,,7.376884
-0.358238,,7.500026
-0.109135,,7.684741
-0.109135,,7.869455
-0.171411,,7.807884
-0.171411,,7.746312
-0.171411,,7.438455
-0.545065,,7.500026
-0.669617,,7.807884
-0.856444,,7.807884
-0.91872,,7.869455
-0.91872,,8.177313
-0.91872,,8.546742
-1.416927,,8.731457
-1.728306,,8.423599
-1.354651,,8.362028
-0.731893,,8.423599
-0.980996,,8.546742
-1.603754,,8.362028
-1.728306,,8.238885
-1.105548,,8.177313
-0.794169,,8.238885
-1.043272,,8.054171
-1.541478,,8.115742
-1.354651,,8.238885
-1.354651,,8.731457
-1.790581,,8.793028
-2.10196,,8.423599
-1.977409,,8.177313
-1.852857,,8.608314
-1.105548,,8.423599
-1.354651,,8.793028
-1.603754,,8.977743
-1.479203,,8.731457
-1.354651,,8.8546
-1.479203,,8.793028
-1.230099,,8.793028
-1.354651,,9.285601
-1.292375,,9.347172
-1.603754,,9.285601
-1.790581,,8.916171
-1.790581,,8.669886
-1.728306,,8.669886
-1.728306,,8.608314
-1.603754,,8.608314
-1.416927,,8.669886
-1.541478,,8.608314
-2.039685,,8.731457
-2.039685,,8.916171
-1.66603,,8.916171
-1.167823,,8.793028
-1.105548,,8.669886
-1.416927,,8.546742
-1.915133,,8.793028
-2.226512,,8.916171
-2.288788,,8.977743
-2.10196,,8.731457
-2.164236,,8.977743
-1.977409,,9.100885
-2.164236,,9.593458
-2.41334,,9.593458
-2.164236,,9.470315
-2.288788,,9.7166
-2.10196,,10.08603
-2.10196,,10.393888
-2.288788,,10.94803
-2.475615,,11.132746
-2.600167,,11.009603
-2.600167,,11.132746
-2.84927,,11.748461
-2.911546,,12.241033
-3.036098,,12.302604
-3.347476,,11.933175
-3.347476,,11.625318
-3.285201,,12.117889
-3.036098,,12.733604
-3.036098,,12.856748
-3.160649,,12.54889
-3.222925,,12.179461
-3.222925,,12.610461
-3.285201,,13.534034
-3.347476,,13.965034
-3.472028,,13.841891
-3.285201,,13.041462
-3.222925,,12.610461
-3.534304,,13.041462
-3.907959,,13.657177
-4.219338,,13.78032
-4.281614,,13.226176
-4.219338,,12.610461
-3.970234,,12.487318
-3.783407,,12.97989
-4.094786,,13.78032
-4.219338,,14.026606
-4.468441,,14.026606
-4.343889,,13.841891
-4.157062,,13.965034
-4.281614,,14.519177
-4.717544,,14.950178
-5.153475,,15.504322
-5.215751,,15.134892
-5.278027,,14.519177
-5.402578,,14.334463
-5.402578,,14.642321
-5.402578,,15.381179
-5.340302,,15.873751
-5.215751,,15.565893
-5.340302,,14.950178
-5.340302,,14.334463
-5.464854,,14.21132
-5.776233,,14.642321
-5.900784,,15.073321
-5.776233,,15.073321
-5.776233,,15.01175
-5.776233,,14.950178
-5.651681,,15.258036
-5.52713,,15.319608
-5.464854,,15.196465
-6.149888,,14.765464
-6.461267,,14.21132
-6.398991,,14.272892
-6.087612,,14.519177
-6.398991,,14.950178
-6.834921,,15.319608
-7.270852,,15.565893
-7.333128,,15.565893
-7.021749,,15.258036
-6.648094,,15.01175
-6.772645,,14.58075
-7.084025,,14.272892
-7.333128,,15.01175
-7.45768,,15.873751
-7.519955,,16.120037
-7.769059,,15.996894
-7.89361,,15.689036
-7.582231,,15.196465
-7.706783,,15.196465
-7.89361,,15.44275
-8.080438,,15.44275
-8.391816,,15.381179
-8.516368,,15.134892
-8.578644,,14.950178
-8.516368,,14.950178
-8.64092,,15.01175
-8.952299,,14.888607
-9.325953,,14.888607
-9.388229,,14.827035
-9.07685,,14.457606
-9.263678,,14.519177
-9.325953,,14.642321
-9.263678,,14.703893
-9.512781,,14.827035
-9.699609,,14.703893
-9.637333,,14.396035
-9.450505,,13.965034
-9.761884,,14.21132
-10.820573,,14.272892
-11.567883,,14.088178
-11.069676,,14.149749
-10.135539,,14.149749
-9.948711,,13.903462
-10.446918,,13.78032
-10.633745,,13.595605
-10.260091,,13.287747
-9.886436,,13.287747
-9.948711,,13.349319
-10.509193,,13.287747
-11.069676,,13.410891
-11.505607,,13.78032
